question,answer,reference
How many players on a football team nfl?,There are 53 players on a NFL football team's active roster.,"Disambiguation 1. Question: How many players can a NFL team have total? Answer:53
Disambiguation 2. Question: How many players can a NFL team have on the field at one time? Answer:11
"
Who is the president of russia right now?,Vladimir Putin is the current President of Russia.,"Disambiguation 1. Question: Who became President of Russia on 7 May 2012? Answer:Владимир Путин
Disambiguation 2. Question: Who became President of Russia on 7 May 2008? Answer:Дмитрий Медведев
Disambiguation 3. Question: Who became President of Russia on 7 May 2000? Answer:Владимир Путин
"
Who did jaleesa marry on a different world?,"Jaleesa married Colonel Bradford Taylor on the TV show ""A Different World.""","Disambiguation 1. Question: Who did Jaleesa marry first on A Different World? Answer:Lamar Collins
Disambiguation 2. Question: Who did Jaleesa marry second on A Different World? Answer:Colonel Bradford Taylor
"
When was the last time uga won a national championship?,The University of Georgia Bulldogs last won a national championship in football in 1980.,"Disambiguation 1. Question: When was the last time UGA won a national football championship? Answer:1980
Disambiguation 2. Question: When was the last time UGA won a national gymnastics championship? Answer:2009
Disambiguation 3. Question: When was the last time UGA won a national baseball championship? Answer:1990
Disambiguation 4. Question: When was the last time UGA won a national golf championship? Answer:2005
Disambiguation 5. Question: When was the last time UGA won a national women's swimming and diving championship? Answer:2016
Disambiguation 6. Question: When was the last time UGA won a national track and field championship? Answer:2018
Disambiguation 7. Question: When was the last time UGA won a national tennis championship? Answer:2019
Disambiguation 8. Question: When was the last time UGA won a national equestrian championship? Answer:2014
"
Who governed the kingdom of naples and sicily 1815?,The kingdom of Naples and Sicily was governed by King Ferdinand I of the Two Sicilies in 1815.,"Disambiguation 1. Question: Who governed the kingdom of naples and sicily at the beginning of 1815? Answer:Murat
Disambiguation 2. Question: Who governed the kingdom of naples and sicily at the end of 1815? Answer:Ferdinand IV
"
When is the sunday times rich list 2018 published?,"The Sunday Times Rich List 2018 was published on Sunday, May 13, 2018.","Disambiguation 1. Question: When is the Sunday Times Rich list 2017 published? Answer:7 May 2017
Disambiguation 2. Question: When is the Sunday Times Rich list 2016 published? Answer:24 April 2016
Disambiguation 3. Question: When is the Sunday Times Rich list 2015 published? Answer:26 April 2015
"
Who sang on the banks of the river?,The singer sang on the banks of the river.,"Disambiguation 1. Question: Who sang background on the 1959 song with lyrics on the banks of the river? Answer:Jiles Perry Richardson
Disambiguation 2. Question: Who famously sang on the banks of the Wabash on his 1959 album? Answer:Bing Crosby
Disambiguation 3. Question: Who famously sang lead on the 1959 song with lyrics on the banks of the river? Answer:Johnny Preston
"
What is the age limit for nysc in nigeria?,The age limit for participating in the National Youth Service Corps (NYSC) in Nigeria is 30 years old. This means that individuals must be under the age of 30 at the time of registration to be eligible to participate in the NYSC program.,"Disambiguation 1. Question: What is the upper age limit for nysc in nigeria up graduation? Answer:30
Disambiguation 2. Question: What is the upper age limit for nysc in nigeria for a student who graduated before 30, but skipped service year? Answer:60
"
When did they change the australian national anthem?,"The Australian national anthem was changed on January 1, 2021.","Disambiguation 1. Question: When did they officially change the australian national anthem to a modified version of ""Advance Australia Fair""? Answer:19 April 1984
Disambiguation 2. Question: When did they reinstate ""God Save the Queen"" as the australian national anthem for ceremonial occasions? Answer:January 1976
Disambiguation 3. Question: When did they first conduct a national survey regarding changing the australian national anthem to ""Advance Australia Fair""? Answer:1974
Disambiguation 4. Question: When did they conduct a formal vote regarding changing the australian national anthem to ""Advance Australia Fair""? Answer:21 May 1977
"
Who is the majority whip in the house of representatives?,"As of September 2021, the majority whip in the House of Representatives is James E. Clyburn, a Democrat from South Carolina.","Disambiguation 1. Question: Who was the Majority Whip of the 113th Congress? Answer:Kevin McCarthy and Steve Scalise
Disambiguation 2. Question: Who was the Majority Whip of the 114th Congress? Answer:Steve Scalise
Disambiguation 3. Question: Who was the majority whip of the 115th congress? Answer:Steve Scalise
"
Who presides over the sessions of lok sabha?,The Speaker of the Lok Sabha presides over the sessions of the Lok Sabha.,"Disambiguation 1. Question: Who primarily presides over the sessions of the Lok Sabha? Answer:Speaker
Disambiguation 2. Question: Who presides over the sessions of Lok Sabha in the absence of the Speaker? Answer:Deputy Speaker of the Lok Sabha
Disambiguation 3. Question: Who presides over the sessions of Lok Sabha in the absence of the Speaker and the Deputy Speaker of the Lok Sabha? Answer:Deputy-Chairman of the Rajya Sabha
"
Who has won more games packers or bears?,The Green Bay Packers have won more games than the Chicago Bears in their head-to-head matchups.,"Disambiguation 1. Question: Who has won more games in the overall series, the Packers or the Bears after 2017? Answer:Green Bay Packers
Disambiguation 2. Question: Who has won more games in the overall series, the Packers or the Bears from 1932 to 2017? Answer:Chicago Bears
"
Who owns the four queens in las vegas?,The Four Queens Hotel and Casino in Las Vegas is owned by TLC Casino Enterprises.,"Disambiguation 1. Question: Who owned the four queens in las vegas prior to 2003? Answer:Elsinore Corporation
Disambiguation 2. Question: Who is the company that owns the four queens in las vegas since 2003? Answer:TLC Casino Enterprises
Disambiguation 3. Question: Who is the person that owns the four queens in las vegas since 2003? Answer:Caudill
"
When did army air corps become air force?,"The United States Army Air Corps became the United States Air Force on September 18, 1947, when it was established as a separate branch of the U.S. military under the National Security Act of 1947.","Disambiguation 1. Question: When did US army air corps become air force? Answer:20 June 1941
Disambiguation 2. Question: When did UK army air corps become air force? Answer:1 April 1918
"
Who is the successor to the british throne?,"The current successor to the British throne is Prince Charles, the Prince of Wales.","Disambiguation 1. Question: Which person is the successor to the british throne? Answer:Charles, Prince of Wales
Disambiguation 2. Question: What is the successor to the british throne known as? Answer:Heir Apparent
"
Where is sisterhood of the traveling pants filmed?,"""Sisterhood of the Traveling Pants"" was filmed in various locations, including Vancouver, British Columbia, Canada and Santorini, Greece.","Disambiguation 1. Question: Where is the movie The Sisterhood of the Traveling Pants filmed? Answer:British Columbia, Canada,  Santorini, Greece,  Cabo San Lucas, Mexico
Disambiguation 2. Question: Where is the movie The Sisterhood of the Traveling Pants 2 filmed? Answer:Greece, Western Connecticut State University, and New York City
"
Who wrote the theme song for a different world?,"The theme song for ""A Different World"" was written and performed by Phoebe Snow.","Disambiguation 1. Question: Who from Richmond wrote the theme song for a different world? Answer:Stuart Gardner
Disambiguation 2. Question: Who from Philadelphia wrote the theme song for a different world? Answer:William Henry Cosby, Jr.
Disambiguation 3. Question: Who from Brooklyn wrote the theme song for a different world? Answer:Dawnn Jewel Lewis
"
Where is the black hole located in our galaxy?,"The black hole in our galaxy is located at the center of the Milky Way, approximately 26,000 light-years away from Earth. It is known as Sagittarius A* (Sgr A*).","Disambiguation 1. Question: In what region is the black hole located in our galaxy? Answer:The center
Disambiguation 2. Question: In what specific location is the black hole located in our galaxy? Answer:Sagittarius A
"
What cbs channel is the late late show on?,The Late Late Show with James Corden airs on CBS.,"Disambiguation 1. Question: What cbs channel is the late late show with James Corden on? Answer:CBS
Disambiguation 2. Question: What cbs channel was The Late Late Show with Craig Ferguson on? Answer:CBS
Disambiguation 3. Question: What cbs channel is the late late show in general on? Answer:CBS
"
Where is the darts being held in las vegas?,The darts event in Las Vegas is typically held at the Mandalay Bay Resort and Casino.,"Disambiguation 1. Question: Where is the 2017 US darts masters being held in las vegas? Answer:Tropicana Las Vegas
Disambiguation 2. Question: Where is the Las Vegas Open for darts being held in las vegas? Answer:Tuscany Suites and Casino
"
Who has won the australian grand prix this year?,The 2021 Australian Grand Prix was cancelled due to the COVID-19 pandemic.,"Disambiguation 1. Question: Who has won the 2017 australian grand prix? Answer:Sebastian Vettel
Disambiguation 2. Question: Who has won the 2016 australian grand prix? Answer:Nico Rosberg
Disambiguation 3. Question: Who has won the 2015 australian grand prix? Answer:Lewis Carl Davidson Hamilton MBE HonFREng
"
Who sang the song it's the final countdown?,"The song ""The Final Countdown"" was performed by the Swedish rock band Europe.","Disambiguation 1. Question: Who was the band that sang the song it's the final countdown, released in 1986? Answer:Europe
Disambiguation 2. Question: Who sang lead vocals for the song it's the final countdown, released in 1986? Answer:Joey Tempest
Disambiguation 3. Question: Who sang the song it's the final countdown, labeled the ""worst cover ever""? Answer:Deep Sunshine
Disambiguation 4. Question: Who sang the song it's the final countdown, released in 1994? Answer:Laibach
"
The mountain range that separates europe from asia is?,The Ural Mountains.,"Disambiguation 1. Question: The mountain range that separates europe from asia in Caucasia is? Answer:Caucasus Mountains
Disambiguation 2. Question: The mountain range that separates europe from asia in Russia is? Answer:Ural Mountains
"
Who scored the last goal in 1970 world cup?,Pele scored the last goal in the 1970 World Cup final between Brazil and Italy.,"Disambiguation 1. Question: Who is the player that scored the last goal in 1970 world cup? Answer:Carlos Alberto ""Capita"" Torres
Disambiguation 2. Question: Who is the team that scored the last goal in 1970 world cup? Answer:Canarinha
"
What episode does jess return to new girl?,"Jess returns in the Season 5 finale episode titled ""Landing Gear.""","Disambiguation 1. Question: What is the name of the episode where jess returns to new girl? Answer:Goosebumps Walkaway
Disambiguation 2. Question: What episode in Season 5 does jess return to new girl? Answer:10
"
Where do they film league of their own?,"""A League of Their Own"" was filmed in various locations in the United States, including Indiana, Illinois, and California. The baseball scenes were filmed at Bosse Field in Evansville, Indiana, while other scenes were shot in Chicago, Illinois, and Los Angeles, California.","Disambiguation 1. Question: Where did they film the 1992 film league of their own? Answer:Wrigley Field, League Stadium in Huntingburg, Indiana, Bosse Field in Evansville, Indiana, and Jay Littleton Ball Park in Ontario, California
Disambiguation 2. Question: Where do they film league of their own, the British game show, for the first two series? Answer:Pinewood Studios
Disambiguation 3. Question: Where do they film league of their own, the British game show, from series 3 onwards? Answer:Elstree Studios
"
Where is the world's largest desert located?,"The world's largest desert is the Antarctic Desert, which covers the continent of Antarctica.","Disambiguation 1. Question: Where is the world's largest desert, including polar ice and tundra? Answer:Antarctica
Disambiguation 2. Question: In terms of continent, where is the world's largest desert, not including polar ice and tundra? Answer:Africa
Disambiguation 3. Question: In terms of countries, where is the world's largest desert, not including polar ice and tundra? Answer:Algeria, Egypt, Libya, Morocco, Sudan, Tunisia, Mali, Mauritania, Niger, Chad, Eritrea
"
Who is the headmaster of hogwarts after dumbledore died?,Severus Snape became the headmaster of Hogwarts after Dumbledore died.,"Disambiguation 1. Question: Who was the acting headmaster of hogwarts after dumbledore died? Answer:Minerva McGonagall
Disambiguation 2. Question: Who was the headmaster of hogwarts in Harry Potter and the Deathly Hallows  after dumbledore died? Answer:Severus Snape
Disambiguation 3. Question: Who was the actor that portrayed headmaster of hogwarts in Harry Potter and the Deathly Hallows  after dumbledore died? Answer:Alan Rickman
Disambiguation 4. Question: Who was the actress that portrayed acting headmaster of hogwarts after dumbledore died? Answer:Dame Margaret Natalie Smith
"
Who does melanie end up with in the host?,"Melanie ends up with Jared in ""The Host.""","Disambiguation 1. Question: Which character does melanie end up with in the host? Answer:Jared
Disambiguation 2. Question: Which actor does melanie end up with in the host? Answer:Max Irons
"
When does the regular season start for nfl?,The regular season for the NFL typically starts in early September.,"Disambiguation 1. Question: When does the 2017 regular season start for NFL? Answer:September 7, 2017
Disambiguation 2. Question: When does the 2016 regular season start for NFL? Answer:September 8, 2016
Disambiguation 3. Question: When does the 2015 regular season start for NFL? Answer:September 10, 2015
"
When did the yankees become a baseball team?,"The New York Yankees were established as a baseball team in 1901 as the Baltimore Orioles, before moving to New York in 1903 and becoming the New York Highlanders. They officially changed their name to the New York Yankees in 1913.","Disambiguation 1. Question: When did the yankees become a baseball team, originally called the Baltimore Orioles? Answer:1901
Disambiguation 2. Question: When did the yankees become a baseball team called the New York Highlanders? Answer:1903
Disambiguation 3. Question: When did the yankees become a baseball team called the New York Yankees? Answer:1913
"
Who sang blue moon in american werewolf in london?,"The song ""Blue Moon"" was performed by The Marcels in the film ""An American Werewolf in London.""","Disambiguation 1. Question: Who played the the song ""Blue Moon"" in the end credits of American Werewolf? Answer:The Marcels
Disambiguation 2. Question: Who played the the song ""Blue Moon"" in the opening titles of American Werewolf? Answer:Bobby Vinton
Disambiguation 3. Question: Who played the the song ""Blue Moon"" during the transformation scene in American Werewolf? Answer:Sam Cooke
"
Who wrote when will my life begin from tangled?,"The song ""When Will My Life Begin"" from the movie Tangled was written by composer Alan Menken and lyricist Glenn Slater.","Disambiguation 1. Question: Who wrote the lyrics for when will my life begin from tangled? Answer:Menken
Disambiguation 2. Question: Who wrote the music for when will my life begin from tangled? Answer:Slater
"
Who has sold the most music albums ever?,"The Beatles have sold the most music albums ever, with estimated sales of over 600 million albums worldwide.","Disambiguation 1. Question: Who has sold the must music albums ever worldwide? Answer:The Beatles
Disambiguation 2. Question: Who has sold the most music albums ever in the US? Answer:Garth Brooks
"
Who was prime minister of india in 1991?,P. V. Narasimha Rao was the Prime Minister of India in 1991.,"Disambiguation 1. Question: Who was prime minister of india in 1991 from January 1-June 21? Answer:Chandra Shekhar
Disambiguation 2. Question: Who was prime minister of india in 1991 from June 21 forward? Answer:Pamulaparthi Venkata Narasimha Rao
"
When did the jays win the world series?,The Toronto Blue Jays won the World Series in 1992 and 1993.,"Disambiguation 1. Question: When did the Jays win the world series for the first time? Answer:1992
Disambiguation 2. Question: When is the last time the Jays won the world series? Answer:1993
"
Which raf base did the dambusters fly from?,The Dambusters flew from RAF Scampton during their famous raid on the dams in Germany during World War II.,"Disambiguation 1. Question: Which RAF base did the real Dambusters originally fly from? Answer:RAF Scampton
Disambiguation 2. Question: In the movie The Dam Busters, which RAF base did most of the Dambusters fly from during filming? Answer:RAF Hemswell
Disambiguation 3. Question: In the movie The Dam Busters, which RAF was it said that the Dambusters flew from? Answer:RAF Scampton
"
When did the university of chicago leave the big ten?,The University of Chicago left the Big Ten Conference in 1946.,"Disambiguation 1. Question: When did the university of chicago withdraw from the big ten? Answer:March 7, 1946
Disambiguation 2. Question: When did the Big ten conference formally accept university of chicago resignation from the big ten? Answer:May 31, 1946
"
Who has the world record for the fastest mile?,"The current world record for the fastest mile is held by Hicham El Guerrouj of Morocco, who set a time of 3 minutes and 43.13 seconds in Rome on July 7, 1999.","Disambiguation 1. Question: Who had the world record for fastest mile in men's running on February 12, 1997? Answer:Hicham El Guerrouj
Disambiguation 2. Question: Who had the world record for fastest mile in men's running on February 27, 1983? Answer:Eamonn Coghlan
Disambiguation 3. Question: Who had the world record for fastest mile in men's running on   February 20, 1981? Answer:Eamonn Coghlan
Disambiguation 4. Question: Who had the world record for fastest mile in women's running on February 17, 2016? Answer:Genzebe Dibaba
Disambiguation 5. Question: Who had the world record for fastest mile in women's running on February 9, 1990? Answer:Doina Melinte
Disambiguation 6. Question: Who had the world record for fastest mile in women's running on February 13, 1988? Answer:Doina Melinte
"
The hottest recorded temperature on earth occurred where?,"The hottest recorded temperature on earth occurred in Furnace Creek Ranch, Death Valley, California, USA on July 10, 1913. The temperature reached a scorching 134 degrees Fahrenheit (56.7 degrees Celsius).","Disambiguation 1. Question: Where was the hottest air temperature recorded? Answer:DeathValley
Disambiguation 2. Question: Where was the highest ground temperature recorded? Answer:DeathValley
Disambiguation 3. Question: Where was the highest temperature taken by satellite recorded? Answer:Iran
"
Where is the tigris and euphrates river valley located?,"The Tigris and Euphrates River Valley is located in the Middle East, primarily in modern-day Iraq and parts of Turkey, Syria, and Iran.","Disambiguation 1. Question: What continent is the tigris and euphrates river valley located? Answer:Western Asia
Disambiguation 2. Question: In which countries is the tigris and euphrates river valley located? Answer:Iraq and parts of Turkey, Syria, Iran, Saudi Arabia, Kuwait, and Jordan
"
Who played the father on father knows best?,"Robert Young played the father, Jim Anderson, on ""Father Knows Best.""","Disambiguation 1. Question: Who played the father on the radio series Father Knows Best? Answer:Robert Young
Disambiguation 2. Question: Who played the father on the television series Father Knows Best? Answer:Robert Young
"
When does easter fall on april fools day again?,Easter will fall on April Fool's Day again in the year 2029.,"Disambiguation 1. Question: When does Easter fall on April Fool's day for the first time in the 21st century (in the Western Church)? Answer:2018
Disambiguation 2. Question: When does Easter fall on April Fool's day for the second time in the 21st century (in the Western Church)? Answer:2029
Disambiguation 3. Question: When does Easter fall on April Fool's day for the third time in the 21st century (in the Western Church)? Answer:2040
"
Who plays kuze in ghost in the shell?,Michael Pitt plays Kuze in the 2017 film adaptation of Ghost in the Shell.,"Disambiguation 1. Question: Who plays kuze in Ghost in the Shell (2017 film)? Answer:Michael Pitt
Disambiguation 2. Question: Who plays young kuze in Ghost in the Shell (2017 film)? Answer:Andrew Morris
Disambiguation 3. Question: Who voices kuze in Ghost in the Shell: Stand Alone Complex as Japanese? Answer:Rikiya Koyama
Disambiguation 4. Question: Who voices kuze in Ghost in the Shell: Stand Alone Complex 2nd GIG as English, Bandai Visual dub? Answer:Kirk Thornton
"
Who wrote the music for conan the barbarian?,The music for Conan the Barbarian was composed by Basil Poledouris.,"Disambiguation 1. Question: Who wrote the music for the 2011 conan the barbarian film? Answer:Thomas Kloss
Disambiguation 2. Question: Who wrote the music for the 1982 conan the barbarian film? Answer:Basil Konstantine Poledouris
"
Who has become the new member of upsc?,"The new member of the Union Public Service Commission (UPSC) is former Indian Foreign Service (IFS) officer, Raveesh Kumar.","Disambiguation 1. Question: Who has become the new member of upsc on 12 May 2015? Answer:Pradeep Kumar Joshi
Disambiguation 2. Question: Who has become the new member of upsc on 31 May 2016? Answer:Bhim Sain Bassi
Disambiguation 3. Question: Who has become the new member of upsc on 21 Feb 2017? Answer:Air Marshal Ajit Bhonsle
Disambiguation 4. Question: Who has become the new member of upsc on 29 Feb 2017? Answer:Mehta
Disambiguation 5. Question: Who has become the new member of upsc on 28 Jun 2017? Answer:Manoj Soni
Disambiguation 6. Question: Who has become the new member of upsc on 01 Dec 2017? Answer:Smita Nagaraj
"
When did presidents start running with vice presidents?,"Presidents started running with vice presidents in the early 19th century. The practice of selecting a vice presidential running mate became more common with the rise of political parties and the development of the modern two-party system in the United States. The first official vice presidential candidate was Thomas Jefferson, who ran with Aaron Burr in the 1800 election.","Disambiguation 1. Question: At what point in history did presidents start running with vice presidents? Answer:during the civil war
Disambiguation 2. Question: For what presidential election did presidents start running with vice presidents? Answer:1864
"
How many members of the beatles are there?,"There were four members of The Beatles: John Lennon, Paul McCartney, George Harrison, and Ringo Starr.","Disambiguation 1. Question: How many principal members of the beatles are there? Answer:four members
Disambiguation 2. Question: How many early members of the beatles are there? Answer:5
Disambiguation 3. Question: How many total members, principal and early, of the beatles are there? Answer:9
"
Where does to catch a thief take place?,"""To Catch a Thief"" takes place in the French Riviera, specifically in the cities of Cannes and Nice.","Disambiguation 1. Question: Where does to Catch a Thief take place in terms of plotline? Answer:French Riviera
Disambiguation 2. Question: Where was To Catch a Thief filmed? Answer:Cannes, Nice and the surrounding countryside of France
"
Where is jamaica located in the caribbean sea?,"Jamaica is located in the northern Caribbean Sea, south of Cuba and west of Hispaniola (Haiti and the Dominican Republic).","Disambiguation 1. Question: In what grouping of islands in the Caribbean Sea is Jamaica located? Answer:Greater Antilles
Disambiguation 2. Question: Where is Jamaica located in the Caribbean sea in relation to other islands? Answer:145 kilometres  south of Cuba, and 191 kilometres  west of Hispaniola
"
What shade of green is the statue of liberty?,"The Statue of Liberty is a shade of green known as ""Statue of Liberty Green,"" which is a blue-green color that has developed over time due to the natural weathering of the copper material.","Disambiguation 1. Question: What shade of green is the statue of liberty in New York City? Answer:Verdigris
Disambiguation 2. Question: What shade of green is the statue of liberty in Seattle? Answer:copper green
"
Who does the voice of rocket in guardians of the galaxy?,Bradley Cooper voices Rocket in the Guardians of the Galaxy films.,"Disambiguation 1. Question: Who does the voice of rocket in the 2014 film guardians of the galaxy? Answer:Bradley Cooper
Disambiguation 2. Question: Who does the voice of rocket in the TV series guardians of the galaxy? Answer:Trevor Devall
"
How many mg of thc to test positive?,"There is no specific amount of THC that will guarantee a positive drug test result as it can vary depending on factors such as individual metabolism, frequency of use, and the sensitivity of the drug test. However, most standard drug tests have a cutoff level of 50 ng/mL for THC metabolites in urine.","Disambiguation 1. Question: How many ng/mL of thc for urine to typically test positive in the US? Answer:50
Disambiguation 2. Question: How many pg/mg of thc to for hair to test positive in the US? Answer:1?1 pg/mg
Disambiguation 3. Question: How many ng/mL of thc for saliva to typically test positive in the US? Answer:0.5 ng/mL
"
Who killed john in hush hush sweet charlotte?,"It is revealed that Miriam Deering killed John Mayhew in ""Hush...Hush, Sweet Charlotte.""","Disambiguation 1. Question: Who does almost everyone think killed john in hush hush sweet charlotte? Answer:Charlotte
Disambiguation 2. Question: Who does Charlotte think  killed john in hush hush sweet charlotte? Answer:Her father
"
When does the flash season 4 episode 9 come out?,"The Flash Season 4 Episode 9, titled ""Don't Run,"" aired on December 5, 2017.","Disambiguation 1. Question: When does the flash season 4 episode 9 come out on TV? Answer:December 5, 2017
Disambiguation 2. Question: When does the flash season 4 episode 9 come out on Netflix? Answer:late May 2018
Disambiguation 3. Question: When does the flash season 4 episode 9 come out on Blu-ray? Answer:August 28, 2018
"
Who sang it only takes a minute girl?,"Tavares sang ""It Only Takes a Minute Girl.""","Disambiguation 1. Question: Who sang it only takes a minute girl, released in 1975? Answer:Tavares
Disambiguation 2. Question: Who sang it only takes a minute girl, released in 1976? Answer:Jonathan King
Disambiguation 3. Question: Who is the boyband that sang it only takes a minute girl, released in 1992? Answer:Take That
Disambiguation 4. Question: Who sang lead vocals for it only takes a minute girl, released in 1992? Answer:Gary Barlow
"
Who played emily stewart on as the world turns?,Kelley Menighan Hensley,"Disambiguation 1. Question: Who played emily stewart on as the world turns from 1972-73? Answer:Sagar
Disambiguation 2. Question: Who played emily stewart on as the world turns from 1973-75? Answer:Pat Reynolds
Disambiguation 3. Question: Who played emily stewart on as the world turns from 1975-79? Answer:Harris
Disambiguation 4. Question: Who played emily stewart on as the world turns only in 1979? Answer:Morell
Disambiguation 5. Question: Who played emily stewart on as the world turns from 1986-87? Answer:Colleen McDermott
Disambiguation 6. Question: Who played emily stewart on as the world turns from 1987-92? Answer:Melanie Smith
Disambiguation 7. Question: Who played emily stewart on as the world turns from 1992-2010? Answer:Hensley
"
When was the last time fulham played at wembley?,"Fulham last played at Wembley Stadium on May 26, 2018, in the Championship Play-Off Final against Aston Villa. Fulham won the match 1-0 and secured promotion to the Premier League.","Disambiguation 1. Question: What game was the last time fulham played at wembley as of 2017? Answer:1975 FA Cup Final
Disambiguation 2. Question: What date was the last time fulham played at wembley as of 2017? Answer:3 May 1975
"
Who does sam neill play in peter rabbit?,"Sam Neill plays the role of Old Mr. McGregor in the movie ""Peter Rabbit.""","Disambiguation 1. Question: Sam Neill plays which character in Peter Rabbit?|Who does Sam Neill portray in Peter Rabbit? Answer:Mr. McGregor
Disambiguation 2. Question: Which character does Sam Neil play the voice of?|Who does Sam Neill do the voice for in Peter Rabbit? Answer:Tommy Brock
"
In which year india's capital shifted from calcutta to delhi?,India's capital shifted from Calcutta to Delhi in the year 1911.,"Disambiguation 1. Question: Which year was it announced that India's capital would shift from Calcutta to Delhi? Answer:December 1911
Disambiguation 2. Question: In which year was India's new capital Delhi inaugurated? Answer:1931
"
Who does lorelai end up with in season 7?,"In season 7 of Gilmore Girls, Lorelai ends up with Christopher Hayden. They get married in the series finale.","Disambiguation 1. Question: Who does lorelai sleep with in season 7? Answer:Christopher
Disambiguation 2. Question: Who does lorelai marry and diverse midway through season 7? Answer:Christopher
Disambiguation 3. Question: Who does lorelai end up with, kissing at the end of season 7? Answer:Luke Danes
"
Who won sexiest man alive more than once?,"Brad Pitt has won the title of Sexiest Man Alive by People magazine twice, in 1995 and 2000.","Disambiguation 1. Question: What actor from Pretty Woman won sexiest man alive more than once? Answer:Richard Gere
Disambiguation 2. Question: What 12 Monkeys actor won sexiest man alive more than once? Answer:Brad Pitt
Disambiguation 3. Question: What actor from Lexington, KY won sexiest man alive more than once? Answer:George Clooney
Disambiguation 4. Question: What actor from the Pirates of the Caribbean movies won sexiest man alive more than once? Answer:Johnny Depp
"
The basic ratio on which the notation of rhythm is built is?,The basic ratio on which the notation of rhythm is built is the division of time into equal parts. This division allows for the organization of beats and measures within a musical piece.,"Disambiguation 1. Question: The basic ratio on which the modern notation of rhythm is built is? Answer:2:1
Disambiguation 2. Question: The basic ratio on which the mensural notation of rhythm is built is considered complete is? Answer:3:1
"
The fall of the first republic of nigeria took place on?,"The fall of the first republic of Nigeria took place on January 15, 1966, when a group of army officers led by Major Chukwuma Kaduna Nzeogwu carried out a military coup, resulting in the overthrow of the government and the beginning of a series of political upheavals in the country.","Disambiguation 1. Question: The fall of the first republic of nigeria due to a coup d'état took place on? Answer:15 January 1966
Disambiguation 2. Question: The fall of the first republic of nigeria due to Major-General Johnson Aguiyi-Ironsi taking control took place on? Answer:January 16, 1966
"
One who is converted from one religion to another?,A convert,"Disambiguation 1. Question: Negative term for one who is converted from one religion to another, usually when referenced by a member of the original religion? Answer:apostate
Disambiguation 2. Question: Neutral, general term for one who is converted from one religion to another? Answer:convert
Disambiguation 3. Question: General term for one who is converted from one religion to another because of a relationship, not due to the aspects of the new religion? Answer:secondary convert
Disambiguation 4. Question: When one who is converted from one religion to another shortly before dying? Answer:deathbed conversion
Disambiguation 5. Question: When one who is converted from one religion to another through force and under duress? Answer:forced convert
"
Who wrote the score for 2001 a space odyssey?,"The score for 2001: A Space Odyssey was composed by the legendary composer, conductor, and pianist, Richard Strauss.","Disambiguation 1. Question: Who wrote the 2001: A Space Odyssey Score that was never used? Answer:Alex North
Disambiguation 2. Question: Who wrote the music that was used in 2001: A Space Odyssey? Answer:Richard Strauss, Johann Strauss, and Aram Khachaturian
"
Who is our present election commissioner of india?,"As of October 2021, the present Chief Election Commissioner of India is Sushil Chandra.","Disambiguation 1. Question: Who is our present election commissioner of india in 2017? Answer:Nasim Zaidi
Disambiguation 2. Question: Who is our present election commissioner of india in 2016? Answer:Nasim Zaidi
Disambiguation 3. Question: Who is our present election commissioner of india in 2015? Answer:Nasim Zaidi
"
Where did they film the movie the patriot?,"The movie ""The Patriot"" was filmed in various locations in South Carolina, including Charleston, Rock Hill, and Chester.","Disambiguation 1. Question: Where did they film the 1998 movie the patriot? Answer:Ennis
Disambiguation 2. Question: Where did they film the 2000 movie the patriot? Answer:South Carolina
"
When did the last godzilla movie come out?,"The last Godzilla movie, ""Godzilla vs. Kong,"" was released on March 31, 2021.","Disambiguation 1. Question: When did the last Godzilla movie come out in the Dolby Theatre? Answer:May 8, 2014
Disambiguation 2. Question: When did the last Godzilla movie come out throughout the United States? Answer:May 16, 2014
"
Which prime minister of india born in gujarat?,Narendra Modi,"Disambiguation 1. Question: Which current prime minister of india born in gujarat? Answer:Narendra Damodardas Modi
Disambiguation 2. Question: Which 4th prime minister of india born in gujarat? Answer:Morarji Desai
"
Who is the house of representatives led by?,"The House of Representatives is led by the Speaker of the House, who is elected by the members of the House.","Disambiguation 1. Question: Who from the controlling is the house of representatives led by? Answer:speaker of the House
Disambiguation 2. Question: Who is the house of representatives led by, leading the party with the fewer number of representatives? Answer:minority leader
Disambiguation 3. Question: Who is the house of representatives led by, leading the party with the greater number of representatives but under the leadership of the speaker? Answer:majority leader
"
Who won the nba first sixth man award?,Kevin McHale of the Boston Celtics won the first NBA Sixth Man of the Year Award in the 1982-1983 season.,"Disambiguation 1. Question: Who won the nba first sixth man award in the 2016–17 season? Answer:Eric Gordon
Disambiguation 2. Question: Who won the nba first sixth man award in the 2015–16 season? Answer:Jamal Crawford
Disambiguation 3. Question: Who won the nba first sixth man award in the 2014–15 season? Answer:Lou Williams
"
What was the first walt disney studios film to be released in 2017?,"The first Walt Disney Studios film to be released in 2017 was ""Beauty and the Beast,"" a live-action adaptation of the 1991 animated film of the same name.","Disambiguation 1. Question: What was the first walt disney studios film to be released in France in 2017? Answer:March of the Penguins 2: The Next Step
Disambiguation 2. Question: What was the first walt disney studios film to be released in the US in 2017? Answer:Beauty and the Beast
"
