question,answer,label,judgement
"According to the J.D. Power 2023 North American Airport Satisfaction Study, which airport ranked last in customer satisfaction among the nation's largest airports?",Newark Liberty International Airport ranked last in customer satisfaction among the nation's largest airports in the J.D. Power 2023 North American Airport Satisfaction Study.,-1,Fail.
What NHL team in its sixth season routed the Florida Panthers 9-3 this week to capture its first-ever Stanley Cup title?,The Seattle Kraken,-1,Fail.
"This week, mortgage rates in the US rose for the fourth consecutive week as inflation concerns remain. What is the current average rate for a 30-year fixed mortgage?","As of the most recent data, the current average rate for a 30-year fixed mortgage in the US is around 3.15%.",-1,Fail.
The cast of which television show visited the White House this week to help promote mental health awareness?,"The cast of the television show ""This Is Us"" visited the White House this week to help promote mental health awareness.",-1,Fail.
Which countries will host matches in the unprecedented six-nation 2030 FIFA World Cup?,"The six nations that will host matches in the unprecedented six-nation 2030 FIFA World Cup are Argentina, Uruguay, Paraguay, Chile, Bolivia, and Peru.",-1,Fail.
Approximately how many people are still unaccounted for in the wake of Maui’s devastating wildfires?,"As of the latest reports, there are approximately 20 people still unaccounted for in the wake of Maui's devastating wildfires.",-1,Fail.
What percentage of British adults think that King Charles is doing a “good job” as monarch?,"According to a recent survey, approximately 60% of British adults think that King Charles is doing a ""good job"" as monarch.",-1,Fail.
Workers brought which major city to a standstill this week following a second mass strike over pension reforms?,Paris,-1,Fail.
What is one of the changes that Delaware Park's $10 million renovation project includes?,One of the changes that Delaware Park's $10 million renovation project includes is the addition of a new turf course.,-1,Fail.
Who served as George Washington’s vice president?,John Adams served as George Washington's vice president.,-1,Fail.
Which US state announced a ban on TikTok this week?,The US state that announced a ban on TikTok this week is Texas.,-1,Fail.
"Beyoncé made history Sunday, becoming the most-winning Grammy artist of all time with 32. When did she win her first Grammy award?","Beyoncé won her first Grammy award in 2000 for Best R&B Performance by a Duo or Group with Vocals for her song ""Say My Name"" with Destiny's Child.",-1,Fail.
Florida Gov. Ron DeSantis officially kicked off his 2024 presidential campaign on Tuesday in which state?,Florida,-1,Fail.
Which highly anticipated Netflix show is halting filming due to the film and TV writers’ strike?,"The highly anticipated Netflix show halting filming due to the film and TV writers' strike is ""Stranger Things.""",-1,Fail.
SpaceX and NASA launched a fresh crew of astronauts on a mission to space this week. What is their destination?,The destination of the SpaceX and NASA crew of astronauts is the International Space Station (ISS).,-1,Fail.
Which Hollywood star was seen working at a Dunkin’ Donuts this week?,Ben Affleck was seen working at a Dunkin' Donuts this week.,-1,Fail.
"LeBron James became the NBA’s all-time leading scorer this week. All of these players also rank in the top 5 in career points, except:",LeBron James,-1,Fail.
Which nation is experiencing a wave of protests after its leader pushed forward an unpopular bill to raise the country's retirement age?,Russia,-1,Fail.
The vice president of which Middle Eastern country is funding a bid to take control of the UK's Telegraph newspaper group?,The vice president of the United Arab Emirates (UAE) is funding a bid to take control of the UK's Telegraph newspaper group.,-1,Fail.
Around what percentage of Americans get their flu shot each year?,Approximately 45-50% of Americans get their flu shot each year.,-1,Fail.
King Charles’s coronation procession route from Buckingham Palace to Westminster Abbey covers a distance of how much?,The coronation procession route from Buckingham Palace to Westminster Abbey covers a distance of approximately 2.8 miles.,-1,Fail.
"According to the study conducted by Med.ro, which state has the second longest average emergency room waiting time in the United States?","Maryland has the second longest average emergency room waiting time in the United States, according to the study conducted by Med.ro.",-1,Fail.
Two baby owls found underneath the Pyramid Stage at this year’s Glastonbury have been named after members of which band?,Radiohead,-1,Fail.
The Republican National Committee (RNC) responded to Joe Biden’s re-election bid announcement by posting a video showing what?,The RNC responded to Joe Biden's re-election bid announcement by posting a video highlighting his past controversial statements and policy positions.,-1,Fail.
Where did the Pilgrims celebrate the first Thanksgiving?,"The Pilgrims celebrated the first Thanksgiving in Plymouth, Massachusetts in 1621.",-1,Fail.
Florida Gov. Ron DeSantis launched his bid for president with a live event that was plagued by glitches on which social media platform?,Florida Gov. Ron DeSantis launched his bid for president with a live event that was plagued by glitches on Facebook.,-1,Fail.
What is the primary focus of the Brandywine River Restoration Trust's mission?,"The primary focus of the Brandywine River Restoration Trust's mission is to protect and restore the Brandywine River and its watershed through conservation, education, and advocacy efforts.",-1,Fail.
Ford released an ad highlighting women’s contributions to the auto industry featuring its Expedition model called:,"""Built Phenomenally: Women in the Driver's Seat""",-1,Fail.
New research suggests that heart attacks are most likely to happen on what day?,Monday,-1,Fail.
