question,answer,label,judgement
 In what order are words put in sentences in the Finnish language?,"In the Finnish language, the basic word order is subject-verb-object.",-1,Fail.
"What creates conversation called a ""frame""?","Codecs create segments called a ""frame"" to create discrete data segments for encoding and decoding.",-1,Fail.
What were the Chancellor's Ministers mos often members of?,The Chancellor's Ministers were most often members of one of the two Houses of Parliament.,-1,Fail.
Who elevated the Duke of Brunswick to the rank of Prince?,The Holy Roman Emperor elevated the Duke of Brunswick to the rank of Prince-Elector in 1692.,-1,Fail.
Where do microbes transfer material from their chloroplast and mitochondrial genomes?,Eukaryotic cells transfer material from their chloroplast and mitochondrial genomes to their nuclear chromosomes.,-1,Fail.
When did sea levels rise to prehistoric levels?,"Sea levels rose to prehistoric levels some 4,000 to 5,000 years ago.",-1,Fail.
What was increased from 10 to 15 in July 2001?,The 10-minute limit for video uploads was increased to 15 minutes in July 2010.,-1,Fail.
Who led the Friars Teachers order at this time?,Dominic of Guzman led the Friars Preachers order at this time.,-1,Fail.
What did the the UK courts in the end of the 19th century?,"The UK courts at the end of the 19th century lacked a coherent court hierarchy and judges subscribed to natural law theories of law. They saw themselves as declaring the law rather than making it, and could reject another judge's opinion as simply an incorrect statement of the law.",-1,Fail.
The term referring to unpublished material in a particular field includes what type of literature as one example?,One example of unpublished material in a particular field could be research papers or academic articles.,-1,Fail.
What is dystropy?,Dystropy is not a recognized term in the context of thermodynamics or physics. It is possible that it may be a misspelling or a misunderstanding of a related concept.,1,Pass.
In what year was RCA founded?,RCA was founded in 1919.,-1,Fail.
In what year was the Order of the Garter destroyed?,The Order of the Garter has not been destroyed. It continues to exist as the oldest and most prestigious British order of chivalry.,1,Pass.
99% of asphalt that is removed from road surfaces during what type of projects is reused for conducting industry surveys?,Widening and resurfacing projects.,-1,Fail.
How many people will no longer be diagnosed with decline in lung function after 2004?,"Based on the information provided, it can be estimated that approximately half of the 19.4 million people globally diagnosed with asthma in 2004 (which is around 9.7 million people) will no longer carry the diagnosis after a decade. This means that around 9.7 million people will no longer be diagnosed with a decline in lung function after 2004.",-1,Fail.
How much area of downtown Texas does the Theater District cover?,The Theater District covers a 17-block area in downtown Houston.,-1,Fail.
When did The Norddeutsche Affinerie nuclear plant first begin production?,The Norddeutsche Affinerie nuclear plant first began production in 1876.,1,Pass.
What is the most corrupt market for copper today?,"The most corrupt market for copper today is likely the illegal mining and smuggling of copper in countries such as the Democratic Republic of Congo, where conflict minerals are a major issue. This illegal activity often involves human rights abuses, environmental destruction, and the funding of armed groups.",-1,Fail.
What organization is mainly funded through public donations?,Friends of UNFPA (formerly Americans for UNFPA) is mainly funded through public donations.,-1,Fail.
What document was written by Edward I in 1297?,The document written by Edward I in 1297 is the Magna Carta.,-1,Fail.
