question,answer,reference,label,judgement
"AMC Theaters, America’s largest movie chain, announced its ticket prices will soon be based on seat location. Where will the most expensive seats in the theaters be located?","The most expensive seats in the theaters will be located in the middle, as they are considered more desirable and offer a better viewing experience.",Middle of the theater,1,Pass.
A large piece of what was discovered on a beach in Australia?,A large piece of space debris was discovered on a beach in Australia.,Space debris,1,Pass.
Which three-digit phone number is going out of service for millions of Americans?,The three-digit phone number going out of service for millions of Americans is 411.,411,1,Pass.
UK ministers reportedly considered a nationwide cull of which household pets at the start of the Covid pandemic?,UK ministers reportedly considered a nationwide cull of cats at the start of the Covid pandemic.,Cats,1,Pass.
"Racism, sexism, elitism and classism is prevalent at every level in which English sport, according to a new independent report?","Yes, the new independent report on English sport, specifically cricket, has highlighted the prevalence of racism, sexism, elitism, and classism at every level within the sport.",Cricket,1,Pass.
"Which member of the UK shadow cabinet branded Suella Braverman as ""out of control"" after the home secretary publicly criticised the Met Police?","Shadow Home Secretary Cooper branded Suella Braverman as ""out of control"" after the home secretary publicly criticised the Met Police.",Yvette Cooper,1,Pass.
Which comedian is set to host the 2023 Academy Awards Sunday night?,Jimmy Kimmel is set to host the 2023 Academy Awards Sunday night.,Jimmy Kimmel,1,Pass.
Vladimir Putin avoided possible arrest by deciding to skip a summit in which city?,Vladimir Putin avoided possible arrest by deciding to skip the economic summit in Johannesburg.,Johannesburg,1,Pass.
The House of Representatives has been in disarray following the ousting of speaker Kevin McCarthy. Who did House Republicans pick as their nominee for speaker this week?,"House Republicans initially picked Steve Scalise as their nominee for speaker, but he later withdrew his bid for the position.",Majority Leader Steve Scalise,1,Pass.
"After a 35-year run, which department store closed its downtown San Francisco location due to a spike in retail theft?","Nordstrom closed its downtown San Francisco location after a 35-year run due to challenging operating conditions that resulted in declines in sales, occupancy, and foot traffic.",Nordstrom,1,Pass.
Many people across the world celebrated Mardi Gras this week to mark the last day of Carnival season. In which city was the first Mardi Gras celebration held?,"The first Mardi Gras celebration was held in Mobile, Alabama in 1703.","Mobile, Alabama",1,Pass.
Which country was crowned the winner of Eurovision 2023?,"Sweden was crowned the winner of Eurovision 2023 with Loreen's pop-anthem ""Tattoo"".",Sweden,1,Pass.
A US man with the world's longest tongue has set another Guinness record by using it to do what?,"A US man with the world's longest tongue, Nick Stoeberl, has set another Guinness record by using it to create unique and intricate artwork through painting.",Remove five Jenga blocks from a stack in 55.526 seconds,-1,Fail.
"Which US state is represented by congressman Kevin McCarthy, the Republican leader whose bid to be voted House speaker was blocked by GOP hardliners this week?",California,California,1,Pass.
One lucky lottery ticket for the $1.73 billion Powerball jackpot was sold this week in which state?,California,California,1,Pass.
"A powerful aftershock struck southern Turkey on Monday – two weeks after an initial magnitude 7.8 earthquake killed more than 46,000. How strong was the aftershock?","The aftershock that struck southern Turkey on Monday was a magnitude 6.3, which resulted in the tragic loss of at least six lives and caused injuries to hundreds of individuals, sparking renewed fear and concern in the affected area.",Magnitude 6.3,1,Pass.
Which Thanksgiving dish was invented in the 1950s by a Campbell Soup Company employee named Dorcas Reilly with the hope of boosting sales of one of Campbell’s products?,The Thanksgiving dish invented in the 1950s by a Campbell Soup Company employee named Dorcas Reilly with the hope of boosting sales of one of Campbell’s products is the Green Bean Casserole.,Green bean casserole,1,Pass.
Where did the Pilgrims celebrate the first Thanksgiving?,"The Pilgrims celebrated the first Thanksgiving in Plymouth, Massachusetts in 1621.","Plymouth, Massachusetts",1,Pass.
Which US state announced a ban on TikTok this week?,Montana announced a ban on TikTok this week.,Montana,1,Pass.
How many times will media mogul Rupert Murdoch have been wed following his upcoming marriage to US radio personality Ann Lesley Smith?,Rupert Murdoch will have been wed five times following his upcoming marriage to Ann Lesley Smith.,Five,1,Pass.
The UK government is racing to replace thousands of EU laws that will lapse when?,"The UK government is racing to replace thousands of EU laws that will lapse by the end of the year, as Rishi Sunak has emphasized the deadline to repeal or replace around 4,000 pieces of legislation retained after Britain's exit from the bloc.",31 December 2023,-1,Fail.
Florida Gov. Ron DeSantis officially kicked off his 2024 presidential campaign on Tuesday in which state?,Florida Gov. Ron DeSantis officially kicked off his 2024 presidential campaign in Iowa.,Iowa,1,Pass.
Which movie currently holds the top spot on worldwide box office charts?,"The movie ""Barbie"" currently holds the top spot on worldwide box office charts.",“Barbie”,1,Pass.
Earth saw its hottest day on record this week. What was the global temperature on Tuesday that exceeded all previous records?,"The global temperature on Tuesday reached a new high of 17.18°C (62.9°F), exceeding all previous records.",62.9°F,1,Pass.
US fighter jets recently shot down a suspected spy balloon off the East Coast. Which country did the balloon belong to?,The balloon belonged to China.,China,1,Pass.
The Financial Conduct Authority announced this week that the UK cap on bankers' bonuses will be lifted when?,The UK cap on bankers' bonuses will be lifted on 31 October.,Halloween,1,Pass.
The CDC updated its recommendations on Covid-19 vaccines to allow another booster dose for people in which age group?,People who are 65 and older or those with weakened immune systems are now allowed to receive another booster dose according to the updated CDC recommendations.,65+ years old,1,Pass.
The UK government has given a contract to a travel firm from which country for its planned asylum-seeker housing barges?,The UK government has given a contract to an Australian travel firm for its planned asylum-seeker housing barges.,Australia,1,Pass.
Tory MP James Wild has suggested doing what to help prevent littering?,"Tory MP James Wild has suggested implementing a law change that allows councils to issue civil penalties to the keeper of a vehicle from which litter is thrown, rather than having to prove who discarded the rubbish.",Adding warnings on packaging about the environmental impact of litter,-1,Fail.
What is the name of the latest Covid variant surging in the UK?,"The name of the latest Covid variant surging in the UK is EG.5.1, also known as Eris.",Eris,1,Pass.
Which country’s prime minister unexpectedly announced that she will resign within weeks?,New Zealand's Prime Minister Jacinda Ardern unexpectedly announced that she will resign within weeks.,New Zealand,1,Pass.
Former president Donald Trump pleaded not guilty to how many felony counts of falsifying business records when he appeared in a New York court this week?,Former president Donald Trump pleaded not guilty to one felony count of falsifying business records when he appeared in a New York court this week.,34,-1,Fail.
"Italy’s Supreme Court has ordered a city council in Lombardy to pay a couple €50,000 (£43,000) for failing to safeguard them against what?","The city council in Lombardy was ordered to pay the couple €50,000 for failing to safeguard them against the noise and disturbances caused by the bustling nightlife in their district, preventing them from enjoying a quiet life and rest at their home in Carmine.",Nightlife noise,1,Pass.
Disney this week stopped selling what in Australia?,Disney this week stopped selling physical media formats such as DVDs and Blu-rays in Australia.,DVDs and Blu-ray discs,1,Pass.
Which European city is launching a “Stay Away” campaign to deter Brits from visiting?,"Amsterdam is launching a ""Stay Away"" campaign to deter Brits from visiting.",Amsterdam,1,Pass.
