question,answer,label,judgement
When did the second Indiana Jones movie come out?,"The second Indiana Jones movie, ""Indiana Jones and the Temple of Doom,"" came out in 1984.",-1,Fail.
What did Bradley say Moore did not understand?,Bradley said that Moore did not understand the statement that something is real.,1,Pass.
Whose football fields are hundred 50 yards wide and 65 yards long?,The football fields that are 150 yards wide and 65 yards long are Canadian football fields.,-1,Fail.
How many Landeshauptmann are there in total?,The question is not answerable as it does not specify a particular province or region. The number of Landeshauptmann would vary depending on the specific province or governorate being referred to.,1,Pass.
The second largest deal in recorded music history was worth how much?,"The question is not answerable with respect to the provided context because the context only mentions the largest deal in recorded music history, not the second largest deal.",1,Pass.
 When was the renewal and re-equipment effort ended?,The renewal and re-equipment effort ended in 2011.,-1,Fail.
What did the Pechenges refuse to trade with the Rus?,The question is not answerable with the provided context as it does not specify what specific item or goods the Pechenegs refused to trade with the Rus.,1,Pass.
As of when did Christianity have about 2.4 million adherents?,"The question is not answerable as it is stated incorrectly. As of the early 21st century, Christianity had approximately 2.4 billion adherents, not 2.4 million.",1,Pass.
What can cultural beliefs keep a person from doing?,"Cultural beliefs can keep a person from reporting pain, seeking help, or accepting certain pain treatments.",-1,Fail.
When was the Second Republic established?,The Second Republic in the Republic of the Congo was established in 1958.,-1,Fail.
What does boutique management do to make sure their prices aren't too high?,"Boutique management can ensure their prices are not too high by conducting market research to understand the pricing strategies of competitors, analyzing customer preferences and willingness to pay, negotiating with suppliers for better pricing, and implementing cost-saving measures in their operations. Additionally, they can consider offering promotions or discounts to attract customers without compromising their profit margins.",-1,Fail.
 What does ZID stand for?,ZID stands for Zero Insertion Force.,-1,Fail.
When did South Africa take over ruling Namibia?,South Africa took over ruling Namibia in 1915 after the defeat of German forces during World War I.,-1,Fail.
When did Hermann Lotz offer his theories?,Hermann Lotze offered his theories of western theistic idealism in the 19th century.,-1,Fail.
"What state's law mandated that executions occur in """"room or place enclosed from private view""?","The state law that mandated executions to occur in a ""room or place enclosed from private view"" is New Mexico, as per N.M. Stat. § 31-14-12.",-1,Fail.
What unknown explorers ships was one of the first to have it's hulls made of copper?,"The question is not answerable as it is asking about unknown explorers' ships, and the context provided only mentions Christopher Columbus' ships as being among the earliest to have copper sheathing on their hulls.",1,Pass.
In what era did cross-border policing decrease?,"The question is not answerable as the context provided indicates that cross-border policing has been a practice that has evolved over time and has been significant in different eras, including the post-Cold War era. There is no specific information indicating a decrease in cross-border policing in any particular era.",1,Pass.
What are the rights of a content creator that has their work unprotected?,"The rights of a content creator whose work is unprotected would depend on the specific laws and regulations in the jurisdiction where the infringement occurs. In general, without copyright protection, the creator may have limited legal recourse to enforce their rights against unauthorized use of their work. It is important for content creators to seek copyright protection to ensure their rights are recognized and enforced.",1,Pass.
Which graduate of The Feinburg School of Medicine was the last physician in space?,"The last physician in space was Joseph P. Kerwin, a graduate of The Feinberg School of Medicine.",-1,Fail.
"For what reason does FAPL select a chairman, chief executive and vice president?","FAPL selects a chairman, chief executive, and vice president to oversee the daily operations of the league and make decisions on behalf of the 20 member clubs who are the shareholders.",-1,Fail.
 In what order are words put in sentences in the Finnish language?,"The question is asking about the word order in the Finnish language, but the context provided is about the Estonian language. Therefore, the question is not answerable with respect to the context given.",1,Pass.
"What creates conversation called a ""frame""?","The creation of conversation segments called a ""frame"" is typically done by codecs to create discrete data segments for encoding and decoding.",-1,Fail.
What were the Chancellor's Ministers mos often members of?,The Chancellor's Ministers were most often members of one of the two Houses of Parliament.,-1,Fail.
Who elevated the Duke of Brunswick to the rank of Prince?,The Duke of Brunswick-Lüneburg was elevated to the rank of Prince-Elector by the Holy Roman Emperor in 1692.,-1,Fail.
Where do microbes transfer material from their chloroplast and mitochondrial genomes?,The question is not answerable based on the provided context as it does not specify where exactly microbes transfer material from their chloroplast and mitochondrial genomes. The context only mentions that genetic material from these genomes has been transferred to nuclear chromosomes in eukaryotic cells.,1,Pass.
When did sea levels rise to prehistoric levels?,"Sea levels rose to prehistoric levels during the Devensian glaciation period, which ended around 4,000 to 5,000 years ago.",-1,Fail.
What was increased from 10 to 15 in July 2001?,The 10-minute limit for video uploads on YouTube was increased to 15 minutes in July 2010.,-1,Fail.
Who led the Friars Teachers order at this time?,Dominic of Guzman led the Friars Preachers order at this time.,-1,Fail.
What did the the UK courts in the end of the 19th century?,"The question is not answerable because the context provided explains that the UK courts did not have a coherent court hierarchy prior to the end of the 19th century, and judicial decisions were not consistently reported. Therefore, it is not possible to provide a specific answer to what the UK courts did at the end of the 19th century.",1,Pass.
The term referring to unpublished material in a particular field includes what type of literature as one example?,The question is not answerable based on the provided context. The term referring to unpublished material in a particular field is not directly related to the formalist definition of literature as discussed in the context.,1,Pass.
What is dystropy?,"The question is not answerable as ""dystropy"" is not a recognized term in the context provided. It is possible that the term was meant to be ""entropy,"" which is discussed in the context. If the question is indeed referring to ""entropy,"" then it is a measure of the evenness of energy distribution in a system.",1,Pass.
In what year was RCA founded?,RCA was founded in 1919.,-1,Fail.
In what year was the Order of the Garter destroyed?,The Order of the Garter has not been destroyed.,1,Pass.
99% of asphalt that is removed from road surfaces during what type of projects is reused for conducting industry surveys?,"The question is not answerable with respect to the provided context. The statement provided does not mention anything about industry surveys being conducted specifically for widening and resurfacing projects. Therefore, it is not possible to determine if 99% of asphalt removed from road surfaces during these projects is reused for conducting industry surveys.",1,Pass.
How many people will no longer be diagnosed with decline in lung function after 2004?,"The question is not answerable as there is no specific data provided on the number of people who will no longer be diagnosed with a decline in lung function after 2004. The information given focuses on the general prognosis of asthma and the impact of early treatment with corticosteroids on lung function, but it does not provide a specific number or prediction for post-2004 cases.",1,Pass.
How much area of downtown Texas does the Theater District cover?,"The question is not answerable as it is asking about the area of downtown Texas covered by the Theater District, but the context provided only mentions the Theater District in downtown Houston, not downtown Texas as a whole.",1,Pass.
When did The Norddeutsche Affinerie nuclear plant first begin production?,"The Norddeutsche Affinerie nuclear plant did not begin production as it was an electroplating plant, not a nuclear plant.",1,Pass.
What is the most corrupt market for copper today?,"The question of which market is the most corrupt for copper today is not answerable based on the provided context. The focus of the context is on the various applications and properties of copper in the electrical industry, not on corruption within the copper market.",1,Pass.
What organization is mainly funded through public donations?,"Friends of UNFPA (formerly Americans for UNFPA) is mainly funded through private donations, not public donations.",1,Pass.
What document was written by Edward I in 1297?,The document written by Edward I in 1297 is the 1297 Magna Carta.,-1,Fail.
