question,answer,reference
Who wrote the score for 2001 a space odyssey?,The score for 2001: A Space Odyssey was written by composer Richard Strauss.,"Disambiguation 1. Question: Who wrote the 2001: A Space Odyssey Score that was never used? Answer:Alex North
Disambiguation 2. Question: Who wrote the music that was used in 2001: A Space Odyssey? Answer:Richard Strauss, Johann Strauss, and Aram Khachaturian
"
Who is our present election commissioner of india?,"The question is ambiguous as it does not specify the timeframe for ""present."" If you are referring to the current Election Commissioner of India as of October 2021, the answer is Sushil Chandra.","Disambiguation 1. Question: Who is our present election commissioner of india in 2017? Answer:Nasim Zaidi
Disambiguation 2. Question: Who is our present election commissioner of india in 2016? Answer:Nasim Zaidi
Disambiguation 3. Question: Who is our present election commissioner of india in 2015? Answer:Nasim Zaidi
"
Where did they film the movie the patriot?,"The question is ambiguous as it does not specify which movie titled ""The Patriot"" is being referred to. There are multiple movies with the same title, so it is important to clarify which version of ""The Patriot"" is being asked about in order to provide an accurate answer.","Disambiguation 1. Question: Where did they film the 1998 movie the patriot? Answer:Ennis
Disambiguation 2. Question: Where did they film the 2000 movie the patriot? Answer:South Carolina
"
When did the last godzilla movie come out?,"The question is ambiguous as there have been multiple Godzilla movies released over the years. If you are referring to the most recent Godzilla movie, ""Godzilla vs. Kong"" was released in 2021.","Disambiguation 1. Question: When did the last Godzilla movie come out in the Dolby Theatre? Answer:May 8, 2014
Disambiguation 2. Question: When did the last Godzilla movie come out throughout the United States? Answer:May 16, 2014
"
Which prime minister of india born in gujarat?,The question is ambiguous because there have been multiple Prime Ministers of India who were born in Gujarat. The two most notable ones are Narendra Modi and Morarji Desai.,"Disambiguation 1. Question: Which current prime minister of india born in gujarat? Answer:Narendra Damodardas Modi
Disambiguation 2. Question: Which 4th prime minister of india born in gujarat? Answer:Morarji Desai
"
Who is the house of representatives led by?,The House of Representatives in the United States is led by the Speaker of the House.,"Disambiguation 1. Question: Who from the controlling is the house of representatives led by? Answer:speaker of the House
Disambiguation 2. Question: Who is the house of representatives led by, leading the party with the fewer number of representatives? Answer:minority leader
Disambiguation 3. Question: Who is the house of representatives led by, leading the party with the greater number of representatives but under the leadership of the speaker? Answer:majority leader
"
Who won the nba first sixth man award?,The NBA's first Sixth Man of the Year award was won by Kevin McHale of the Boston Celtics in the 1983-1984 season.,"Disambiguation 1. Question: Who won the nba first sixth man award in the 2016–17 season? Answer:Eric Gordon
Disambiguation 2. Question: Who won the nba first sixth man award in the 2015–16 season? Answer:Jamal Crawford
Disambiguation 3. Question: Who won the nba first sixth man award in the 2014–15 season? Answer:Lou Williams
"
What was the first walt disney studios film to be released in 2017?,"The first Walt Disney Studios film to be released in 2017 was ""Beauty and the Beast.""","Disambiguation 1. Question: What was the first walt disney studios film to be released in France in 2017? Answer:March of the Penguins 2: The Next Step
Disambiguation 2. Question: What was the first walt disney studios film to be released in the US in 2017? Answer:Beauty and the Beast
"
When does the movie summer of 84 come out?,"The question is ambiguous because it does not specify which year the asker is referring to. If you are asking about the release date of the movie ""Summer of 84"" in a specific year, please provide the year for a more accurate answer.","Disambiguation 1. Question: When did the movie Summer of '84 first release at the Sundance Festival? Answer:January 22, 2018
Disambiguation 2. Question: When did the movie Summer of '84 first release throughout the US? Answer:August 10, 2018
"
When was i dont wanna miss a thing released?,"The question is ambiguous as it does not specify whether it is referring to the release date of a song, movie, or any other form of media. Assuming it is referring to the song ""I Don't Want to Miss a Thing"" by Aerosmith, it was released on June 23, 1998.","Disambiguation 1. Question: When was the album I don't wanna miss a thing released? Answer:February 9, 1999
Disambiguation 2. Question: When was the song from Armageddon, I don't want to miss a thing, released in the US? Answer:August 18, 1998
Disambiguation 3. Question: When was the song from Armageddon, I don't want to miss a thing, released in the UK? Answer:August 31, 1998
"
What type of volcano is mt. pinatubo?,Mt. Pinatubo is a stratovolcano.,"Disambiguation 1. Question: What type of volcano is mt. pinatubo in terms of activity? Answer:active volcano
Disambiguation 2. Question: What type of conical volcano is mt. pinatubo? Answer:composite volcano
"
Where did the us test nuclear weapons in the pacific?,"The question is clear and unambiguous. The US tested nuclear weapons in the Pacific at various locations, including the Marshall Islands, Bikini Atoll, and Enewetak Atoll.","Disambiguation 1. Question: Where in the World War II Combat Zone did the us test nuclear weapons in the pacific? Answer:Hiroshima, Japan
Disambiguation 2. Question: Where in the Pacific Proving Grounds did the us test nuclear weapons in the pacific? Answer:Kiritimati, Kiribati
Disambiguation 3. Question: Where in the Aleutain Islands did the us test nuclear weapons in the pacific? Answer:Amchitka Island
"
What was the capital city of the aztec empire?,"The capital city of the Aztec Empire was Tenochtitlan, which is present-day Mexico City.","Disambiguation 1. Question: What were the capital cities of the aztec empire initially? Answer:Tlacopan
Disambiguation 2. Question: What was the most important capital city of the aztec empire? Answer:Tenochtitlan
"
Who is the singer for system of a down?,The singer for System of a Down is Serj Tankian.,"Disambiguation 1. Question: Who is the lead singer for system of a down? Answer:Serj Tankian
Disambiguation 2. Question: Who is the co-lead singer for system of a down? Answer:Daron Vartan Malakian
Disambiguation 3. Question: Who is the backing singer for system of a down? Answer:Shavo Odadjian
"
Who is the winner of zumbo's just desserts?,"The question is ambiguous as it does not specify which season or episode of ""Zumbo's Just Desserts"" is being referred to. Without this information, it is unclear who the winner is.","Disambiguation 1. Question: Who is the winner in season 1 of zumbo's just desserts? Answer:Kate
Disambiguation 2. Question: Who is the winner in season 2 of zumbo's just desserts? Answer:Catherine
"
Greatest number of tour de france stage wins?,"The greatest number of Tour de France stage wins by a single rider is 34, achieved by Eddy Merckx.","Disambiguation 1. Question: Who has the greatest number of stage wins ever in the tour de france? Answer:Eddy Merckx
Disambiguation 2. Question: What country has the greatest number of stage wins ever in the tour de frane? Answer:France
Disambiguation 3. Question: Who has won the most stages in the tour de France in a single year? Answer:Charles Pélissier, Eddy Merckx, Freddy Maetens
"
Who has the power to launch nuclear weapons in the us?,"The question is ambiguous as it could be interpreted in two ways: who physically has the authority to launch nuclear weapons or who has the legal authority to do so. In the United States, the President is the only individual with the legal authority to order the launch of nuclear weapons. However, the physical act of launching nuclear weapons is carried out by military personnel following the President's orders.","Disambiguation 1. Question: Who has the power to launch nuclear weapons in the us if the United States is under attack by a nuclear-capable adversary? Answer:the President
Disambiguation 2. Question: Who has the power to launch nuclear weapons in the us if the President is alive, other than the President? Answer:Secretary of Defense
Disambiguation 3. Question: Which general has the power to launch nuclear weapons in the us during the Cuban Missile Crisis? Answer:General Thomas Power
Disambiguation 4. Question: Who has the power to launch nuclear weapons in the us if the President has been killed but the Vice President has not been killed? Answer:the Vice President
Disambiguation 5. Question: Who has the power to launch nuclear weapons in the us if the President and Vice President have been killed but the Speaker of the House of Representatives has not been killed? Answer:the Speaker of the House of Representatives
"
What was the number one song on june 17 1999?,"The number one song on June 17, 1999, was ""If You Had My Love"" by Jennifer Lopez.","Disambiguation 1. Question: What was the number one song on billboard hot 100 on june 17 1999? Answer:If You Had My Love
Disambiguation 2. Question: What was the hot country singles number one song on june 17 1999? Answer:Please Remember Me
Disambiguation 3. Question: What was the number one song in canada on june 17 1999? Answer:Livin' la Vida Loca
Disambiguation 4. Question: What was the number one song in australia on june 17 1999? Answer:All I Wanna Do Is Make Love to You
Disambiguation 5. Question: What was the number one song in the UK on june 17 1999? Answer:Everybody's Free (To Wear Sunscreen)
Disambiguation 6. Question: What was the billboard mainstream rock number one song on june 17 1999? Answer:Lit Up
Disambiguation 7. Question: What was the hot R&B singles number one song on june 17 1999? Answer:Fortunate
"
Where did smokey the bear live after the fire?,"Ambiguity: The question is ambiguous because it is unclear which fire is being referred to. 

If the question is referring to a specific fire that Smokey the Bear was involved in, then the answer would be that Smokey the Bear lived in the National Zoo in Washington D.C. after being rescued from a wildfire in the Capitan Mountains of New Mexico in 1950.

If the question is asking in general where Smokey the Bear lived after any fire, then the answer would be that Smokey the Bear lived at the National Zoo in Washington D.C. for the remainder of his life.","Disambiguation 1. Question: Where did smokey the bear live immediately after the fire? Answer:Santa Fe
Disambiguation 2. Question: What zoo did smokey the bear live immediately after the fire? Answer:National Zoo
"
What is the most popular sport played in australia?,"The question is clear and unambiguous. The most popular sport played in Australia is Australian Rules Football, also known as Aussie Rules or AFL.","Disambiguation 1. Question: What is the most popular spectator sport played in New South Wales and Queensland, australia? Answer:rugby league and rugby union football codes
Disambiguation 2. Question: What is the most popular spectator sport played in New South Victoria, Tasmania, South Australia, North Territory, and Western Australia? Answer:Australian rules football
Disambiguation 3. Question: What is the most popular non-organized sport in australia for children? Answer:bike riding
Disambiguation 4. Question: What is the most popular sport activity in australia for adult men? Answer:Walking
Disambiguation 5. Question: What is the most popular sport activity in australia for adult women? Answer:Walking
Disambiguation 6. Question: What is the most popular sport to play in australia? Answer:Cricket
"
Who sang come on feel the noise first?,"The question is ambiguous as there are two versions of the song ""Come On Feel the Noise."" The first version was performed by the band Slade in 1973, while the more popular version was covered by Quiet Riot in 1983. If you are referring to the original version, then Slade sang ""Come On Feel the Noise"" first. If you are referring to the more well-known version, then Quiet Riot sang it first.","Disambiguation 1. Question: What band sang Cum On Feel the Noize first? Answer:Slade
Disambiguation 2. Question: What singer sang Cum On Feel the Noize first? Answer:Noddy Holder
"
Who has the most points in nba finals history?,"As of the current date, LeBron James holds the record for the most points scored in NBA Finals history.","Disambiguation 1. Question: Who has the most points in one game in NBA finals history? Answer:Elgin Baylor
Disambiguation 2. Question: Who has the most total points in NBA finals history? Answer:Jerry West
Disambiguation 3. Question: What team has the most points in one game in NBA finals history? Answer:Boston Celtics
"
When does minecraft season 2 episode 2 release?,"The question is ambiguous as it does not specify which version or platform of Minecraft the asker is referring to. If you are asking about the release date of Minecraft: Story Mode Season 2 Episode 2, it was released on August 15, 2017. If you are referring to a different version or platform of Minecraft, please provide more specific information for an accurate answer.","Disambiguation 1. Question: When did Minecraft season 2 episode 2 release for PC, Mac, PS4, Xbox 360, Xbox One, iOS, and Windows 10? Answer:August 15, 2017
Disambiguation 2. Question: When did Minecraft season 2 episode 2 release for Android and FireOS? Answer:August 17, 2017
Disambiguation 3. Question: When did Minecraft season 2 episode 2 release for Nintendo Switch? Answer:November 6, 2018
"
Who has the right to apply for a canadian passport?,"The question is ambiguous as it can be interpreted in two ways. 

1. Canadian citizens have the right to apply for a Canadian passport. 
2. Non-Canadian citizens who meet the eligibility criteria, such as permanent residents, may also have the right to apply for a Canadian passport after becoming naturalized citizens.","Disambiguation 1. Question: Who has the right to apply for a canadian Regular passport? Answer:citizens
Disambiguation 2. Question: Who has the right to apply for a canadian Temporary passport? Answer:Canadian citizens outside Canada
Disambiguation 3. Question: Who has the right to apply for a canadian Special passport? Answer:people representing the Canadian government on official business
Disambiguation 4. Question: Who has the right to apply for a canadian Diplomatic passport? Answer:top ranking government officials
"
Who sings the song don't turn around?,"The song ""Don't Turn Around"" was originally performed by Tina Turner in 1986. However, it was later covered by Ace of Base in 1994, which became a more popular version.","Disambiguation 1. Question: Who originally sings the 1986 song don't turn around? Answer:Anna Mae Bullock
Disambiguation 2. Question: Who is famous for singing the minor key version of the song don't turn around? Answer:Ace of Base
"
When was the last time code black was on?,"Ambiguity: The term ""code black"" can refer to different things in various contexts, such as a medical emergency code in a hospital or a security alert in a building. Without further context, it is unclear which specific interpretation of ""code black"" the question is referring to.

Response: Without additional information specifying the context of ""code black,"" I am unable to provide a specific answer to the question. If you could provide more details or clarify the context, I would be happy to assist further.","Disambiguation 1. Question: When did episode 34 of Code Black air? Answer:February 8, 2017
Disambiguation 2. Question: When did episode 33 of Code Black air? Answer:February 1, 2017
Disambiguation 3. Question: When did episode 32 of Code Black air? Answer:January 25, 2017
Disambiguation 4. Question: When was the last time the documentary Code Black was on? Answer:2013
"
Prison break what episode do michael and sara kiss?,"The question is ambiguous because it does not specify which TV show or series it is referring to. If the question is about the TV show ""Prison Break,"" then Michael and Sara kiss in Season 2, Episode 16 titled ""Chicago.""","Disambiguation 1. Question: What is the season and episode of Prison Break where Michael and Sara Kiss? Answer:Season 1 episode 19
Disambiguation 2. Question: What is the name of the episode of Prison Break where Michael and Sara kiss? Answer:The Key
Disambiguation 3. Question: What is the original air date of the Prison Break episode where Michael and Sara Kiss? Answer:April 24, 2006
"
Who plays timon and pumbaa in the lion king?,"The roles of Timon and Pumbaa in ""The Lion King"" are voiced by Nathan Lane and Ernie Sabella in the original animated film. In the 2019 live-action adaptation, the characters are voiced by Billy Eichner and Seth Rogen.","Disambiguation 1. Question: Who played Timon and Pumba in the Lion King Films? Answer:Nathan Land as Timon and Ernie Sabella as Pumba
Disambiguation 2. Question: Who played Timon in the early episodes of the Lion King TV series? Answer:Nathan Lane
Disambiguation 3. Question: Who played Timon in later episodes of the TV series? Answer:Kevin Schon and Quinton Flynn
Disambiguation 4. Question: Who played Timon in the Lion King tv series? Answer:Ernie Sabella
Disambiguation 5. Question: Who played Timon and Pumba in the original Broadway Lion King Musical? Answer:Max Casella and Tom Alan Robbins
"
How many episodes of inuyasha are there total?,There are a total of 167 episodes of Inuyasha in the original series.,"Disambiguation 1. Question: How many episodes of inuyasha anime television series are there total? Answer:167
Disambiguation 2. Question: How many episodes of Inuyasha: The Final Act anime television series are there total? Answer:26
Disambiguation 3. Question: How many episodes of inuyasha are there total in both series? Answer:193
"
When did the tampa bay buccaneers win the super bowl?,"The Tampa Bay Buccaneers won the Super Bowl in the 2002 season, specifically on January 26, 2003.","Disambiguation 1. Question: Which Super Bowl did the Tampa Bay Buccaneers win? Answer:Super Bowl XXXVII
Disambiguation 2. Question: When did the Tampa Bay Buccaneers with the Super Bowl? Answer:January 26, 2003
"
How many episodes does the dragonball z series have?,"The question is ambiguous because there are multiple series within the Dragon Ball franchise, such as Dragon Ball, Dragon Ball Z, Dragon Ball GT, and Dragon Ball Super. If you are specifically asking about the Dragon Ball Z series, it has a total of 291 episodes.","Disambiguation 1. Question: How many total episodes of Dragon Ball Z are there? Answer:291
Disambiguation 2. Question: How many total episodes of Dragon Ball Z are there in the original dub? Answer:276
Disambiguation 3. Question: How many total episodes of Dragon Ball Z Kai: The Final Chapters are there? Answer:69
Disambiguation 4. Question: How many total episodes of Dragon Ball Z Kai not including The Final Chapters? Answer:159
Disambiguation 5. Question: How many total episodes of Dragon Ball Z Kai are there total? Answer:167
"
Who was formula one world champion four times in a row from 2010 to 2013?,The question is not ambiguous. The Formula One world champion four times in a row from 2010 to 2013 was Sebastian Vettel.,"Disambiguation 1. Question: What driver was formula one world champion four times in a row from 2010 to 2013? Answer:Sebastian Vettel
Disambiguation 2. Question: What constructor was formula one world champion four times in a row from 2010 to 2013? Answer:Red Bull
Disambiguation 3. Question: What country was formula one world champion four times in a row from 2010 to 2013? Answer:Germany
"
When does the women's soccer world cup start?,The Women's Soccer World Cup typically takes place every four years. The next Women's World Cup is scheduled to be held in 2023 in Australia and New Zealand.,"Disambiguation 1. Question: When was the first instance of a women's world cup? Answer:1970
Disambiguation 2. Question: When was the first official FIFA World Cup? Answer:1991
"
When did the second world war end in europe?,"The second world war ended in Europe on May 8, 1945, when Germany officially surrendered to the Allied forces.","Disambiguation 1. Question: When did the second world war end in europe as measured by the surrender of Germans on Bear Island? Answer:September 4, 1945
Disambiguation 2. Question: When did the second world war end in europe as measured by the date that the German Instrument of Surrender took effect? Answer:May 8, 1945
"
Who is the chief executive of the state of florida?,"The question is ambiguous as it does not specify whether it is referring to the current Governor of Florida, who is Ron DeSantis as of September 2021, or if it is asking about the Chief Executive Officer of the state government. If the question is referring to the Governor, then the answer is Ron DeSantis. If it is asking about the Chief Executive Officer of the state government, then the answer would be the Governor as well, as the Governor is the highest-ranking official in the state government.","Disambiguation 1. Question: What is the chief executive position of the state of florida? Answer:governor
Disambiguation 2. Question: Who is the chief executive of the state of florida, elected in 2011? Answer:Rick Scott
Disambiguation 3. Question: Who is the chief executive of the state of florida, elected in 2007? Answer:Crist
Disambiguation 4. Question: Who is the chief executive of the state of florida, elected in 1999? Answer:Bush
"
Who did vince carter play for last year?,"The question is ambiguous as it could refer to either the team Vince Carter played for during the 2019-2020 NBA season or the team he played for during the 2020 calendar year. 

If referring to the 2019-2020 NBA season, Vince Carter played for the Atlanta Hawks. If referring to the 2020 calendar year, Vince Carter retired from professional basketball in June 2020 after playing his final season with the Atlanta Hawks.","Disambiguation 1. Question: Who did vince carter play for during the 2017-2018 season? Answer:Sacramento
Disambiguation 2. Question: Who did vince carter play for during the 2016-2017 season? Answer:the grizzlies
Disambiguation 3. Question: Who did vince carter play for during the 2015-2016 season? Answer:the grizzlies
"
Who is the coach of the houston cougars basketball?,"As of September 2021, the head coach of the Houston Cougars men's basketball team is Kelvin Sampson.","Disambiguation 1. Question: Who is the coach of the Houston Cougars men's basketball team from 2014-present? Answer:Kelvin Sampson
Disambiguation 2. Question: Who was the coach of the Houston Cougars men's basketball team in 2010-2014? Answer:James Dickey
Disambiguation 3. Question: Who was the coach of the Houston Cougars men's basketball team in 2004-2010? Answer:Tom Penders
Disambiguation 4. Question: Who is the coach of the Houston Cougars women's basketball team in 2014-present? Answer:Ronald Hughey
Disambiguation 5. Question: Who was the coach of the Houston Cougars women's basketball team from 2010-2013? Answer:Todd Buchanan
Disambiguation 6. Question: Who was the coach for the Houston Cougars women's basketball team from 1998-2010? Answer:Joe Curl
"
How many books are lord of the rings?,"Ambiguity: The question is ambiguous because it could be interpreted in two ways - either asking about the number of books in the Lord of the Rings series or the number of copies of the book ""Lord of the Rings"" in existence.

Response: If you are asking about the number of books in the Lord of the Rings series, there are three books: The Fellowship of the Ring, The Two Towers, and The Return of the King. If you are asking about the number of copies of the book ""Lord of the Rings"" in existence, it is difficult to provide an exact number as it has been widely published and distributed worldwide.","Disambiguation 1. Question: How many books are part of The Lord of the Rings' internal structure? Answer:six
Disambiguation 2. Question: In how many books (volumes) was The Lord of the Rings initially published? Answer:three
"
Who owns the number 9 car in the xfinity series?,"The question is ambiguous as it does not specify a particular season or year. If referring to the current 2021 Xfinity Series season, the number 9 car is owned by JR Motorsports and driven by Noah Gragson.","Disambiguation 1. Question: Which team owns the number 9 car in the 2014, 2015, and 2017 xfinity series? Answer:JR Motorsports
Disambiguation 2. Question: Which former driver partially owns the number 9 car in the 2014, 2015, and 2017 xfinity series? Answer:Ralph Dale Earnhardt Jr.
"
Who plays the goddess of love in gods of egypt?,"The question is not ambiguous. The actress who plays the goddess of love in the movie ""Gods of Egypt"" is Elodie Yung.","Disambiguation 1. Question: Who is the god that plays the goddess of love in gods of egypt? Answer:Hathor
Disambiguation 2. Question: Who is the actress that plays the goddess of love in gods of egypt? Answer:Élodie Yung
"
Who is the father of accounting when and what did he describe?,"The question is ambiguous as there are multiple individuals who are considered the ""fathers of accounting"" depending on the context. One of the most commonly recognized figures is Luca Pacioli, an Italian mathematician and Franciscan friar who lived in the 15th century. He is often credited with writing the first published accounting work, ""Summa de Arithmetica, Geometria, Proportioni et Proportionalita,"" in 1494. In this book, Pacioli described the double-entry accounting system, which is still widely used in modern accounting practices.","Disambiguation 1. Question: Who is the ""father of accounting""? Answer:Luca di Borgo
Disambiguation 2. Question: When did the ""father of accounting"" live? Answer:c. 1447 – 19 June 1517
"
What is the name of the trophies awarded at the annual montreal fireworks festival?,"The question is not ambiguous. The trophies awarded at the annual Montreal fireworks festival are called the ""Gold, Silver, and Bronze Jupiter Trophies.""","Disambiguation 1. Question: What is the general name of the trophies awarded at the annual montreal fireworks festival? Answer:Jupiters
Disambiguation 2. Question: What is the name of the first place trophies awarded at the annual montreal fireworks festival? Answer:Gold Jupiter
Disambiguation 3. Question: What is the name of the second place trophies awarded at the annual montreal fireworks festival? Answer:Silver Jupiter
Disambiguation 4. Question: What is the name of the third place trophies awarded at the annual montreal fireworks festival? Answer:Bronze Jupiter
"
When did the first ice age movie come out?,"The question is ambiguous as there are multiple movies in the Ice Age franchise. If you are referring to the first movie in the series titled ""Ice Age,"" it was released on March 15, 2002.","Disambiguation 1. Question: When did the first Ice Age movie first come out in theaters? Answer:March 15, 2002
Disambiguation 2. Question: When did the first Ice Age movie first come out on home media? Answer:November 26, 2002
Disambiguation 3. Question: When did the first Ice Age movie first come out on Blu-ray? Answer:March 4, 2008
"
What's the infant mortality rate in the united states?,"The question is clear and specific. The infant mortality rate in the United States is approximately 5.7 deaths per 1,000 live births as of 2020.","Disambiguation 1. Question: What is the infant mortality rate in the US from the World Bank in 2018? Answer:6.5
Disambiguation 2. Question: What is the infant mortality rate in the US from the CIA World Factbook 2017? Answer:5.8
Disambiguation 3. Question: What is the infant mortality rate in the US from the CIA World Factbook 2016? Answer:5.8
"
Where did the church of latter day saints originated?,"The question is ambiguous as it could be interpreted in two ways: 1) where the Church of Latter-day Saints was founded or 2) where the Church of Latter-day Saints currently has its headquarters. 

If addressing the first interpretation, the Church of Latter-day Saints, also known as the LDS Church, was founded in Fayette, New York, United States, by Joseph Smith in 1830.

If addressing the second interpretation, the headquarters of the Church of Latter-day Saints is currently located in Salt Lake City, Utah, United States.","Disambiguation 1. Question: In what geographical area did the Church of Latter-day Saints originate? Answer:western New York
Disambiguation 2. Question: With what text did the Church of Latter-day Saints originate? Answer:Book of Mormon
Disambiguation 3. Question: Where did the key text of the Church of Latter-day Saints originate? Answer:golden plates
Disambiguation 4. Question: With whom did the Church of Latter-day Saints originate? Answer:Joseph Smith
"
Who was in charge of russia during the cold war?,"The question is ambiguous as it could be interpreted in two ways: who was the leader of Russia (Soviet Union) during the Cold War, or who was in charge of governing Russia as a country during the Cold War. 

If we are referring to the leader of the Soviet Union during the Cold War, the main figures in charge were Joseph Stalin, Nikita Khrushchev, Leonid Brezhnev, Yuri Andropov, Konstantin Chernenko, and Mikhail Gorbachev.

If we are referring to who was in charge of governing Russia as a country during the Cold War, it would have been the Soviet leadership mentioned above, with the Soviet Union being the overarching governing body.","Disambiguation 1. Question: Who was in charge of Russia at the beginning of the Cold War? Answer:Joseph Stalin
Disambiguation 2. Question: Who was in charge of Russia from September 14, 1953
to October 14, 1964? Answer:Nikita Khrushchev
Disambiguation 3. Question: Who was in charge of Russia from October 14, 1964 - November 10, 1982? Answer:Leonid Brezhnev
Disambiguation 4. Question: Who was in charge of Russia from November 10, 1982 - February 9, 1984? Answer:Yuri Andropov
Disambiguation 5. Question: Who was in charge of Russia from February 9, 1984 - March 10, 1985? Answer:Konstantin Chernenko
Disambiguation 6. Question: Who was in charge of Russia at the end of the Cold War? Answer:Mikhail Gorbachev
"
Moss is an example of which type of plant?,"This question is ambiguous because moss can refer to various types of plants such as sphagnum moss, club moss, or Irish moss. To provide an accurate answer, please specify which type of moss you are referring to.","Disambiguation 1. Question: Moss is an example of which kingdom of plant? Answer:Plantae
Disambiguation 2. Question: Moss is an example of which clade of plant? Answer:Embryophytes
Disambiguation 3. Question: Moss is an example of which division of plant? Answer:Bryophyta Schimp. sensu stricto
"
When was the last time the bombers won a grey cup?,"The question is ambiguous as it does not specify which team of ""bombers"" it is referring to. If the question is referring to the Winnipeg Blue Bombers, the last time they won a Grey Cup was in 2019.","Disambiguation 1. Question: When was the last time the bombers won a grey cup at BC Place? Answer:November 25, 1990
Disambiguation 2. Question: When was the last time the bombers won a grey cup at Landsdowne Park? Answer:November 27, 1988
Disambiguation 3. Question: When was the last time the bombers won a grey cup at Commonwealth Stadium? Answer:November 18, 1984
"
What teams are in the fa cup final?,"The question is ambiguous because it does not specify the year of the FA Cup final being referred to. If you are asking about the teams in the most recent FA Cup final, the final for the 2020-2021 season was played between Chelsea and Leicester City, with Leicester City emerging as the winners.","Disambiguation 1. Question: What teams played in the FA Cup 2017-2018 Final? Answer:Chelsea, Manchester United
Disambiguation 2. Question: What teams played in the FA Cup 2016-2017 Final? Answer:Arsenal, Chelsea
Disambiguation 3. Question: What teams played in the FA Cup 2015-2016 Final? Answer:Manchester United, Crystal Palace
"
When did the winter olympic games begin and where?,"The question is ambiguous as it does not specify which Winter Olympic Games it is referring to. If we are referring to the modern Winter Olympic Games, they began in 1924 in Chamonix, France.","Disambiguation 1. Question: When did the winter olympic games begin? Answer:1924
Disambiguation 2. Question: Where did the first winter olympic games begin? Answer:Chamonix, France
"
Who's got the most followers on twitter?,"As of my last update, the individual with the most followers on Twitter is currently former U.S. President Barack Obama with over 129 million followers.","Disambiguation 1. Question: Which account's got the most followers on twitter? Answer:@BarackObama
Disambiguation 2. Question: Which person's got the most followers on twitter? Answer:Barack Hussein Obama II
"
Who does the voice of poppy from trolls?,The voice of Poppy from the movie Trolls is provided by actress Anna Kendrick.,"Disambiguation 1. Question: Who does the voice of adult poppy from trolls? Answer:Anna Cooke Kendrick
Disambiguation 2. Question: Who does the voice of baby poppy from trolls? Answer:Iris Dohrn
"
Where does assassin's creed 3 take place?,Assassin's Creed 3 takes place primarily in Colonial America during the American Revolutionary War.,"Disambiguation 1. Question: What wilderness does Assassin's Creed 3 take place? Answer:The Frontier.
Disambiguation 2. Question: What cities does Assassin's Creed 3 take place? Answer:Boston, Massachusetts, USA
"
Who is the band in the movie 10 things i hate about you?,"The band in the movie ""10 Things I Hate About You"" is Letters to Cleo.","Disambiguation 1. Question: What band plays at Club Skunk in the movie 10 Things I Hate About You? Answer:Letters to Cleo
Disambiguation 2. Question: What band plays at the prom in the movie 10 Things I Hate About You? Answer:Save Ferris
"
Who does kevin dress up as in the office?,"The question is ambiguous as it does not specify which version of ""The Office"" it is referring to. If it is referring to the US version of ""The Office,"" Kevin Malone dresses up as Michael Moore for Halloween in Season 2, Episode 5. If it is referring to the UK version of ""The Office,"" Kevin does not appear as a character in that show.","Disambiguation 1. Question: Who does kevin dress up as in the office in the episode ""Koi Pond""? Answer:Paul Blart
Disambiguation 2. Question: Who does kevin dress up as in the office in the cold open of the episode ""Costume Contest""? Answer:Phyllis
Disambiguation 3. Question: Who does kevin dress up as in the office at the costume party in the episode ""Costume Contest""? Answer:Michael Moore
"
What was the vote of texas vs johnson case?,"The question is ambiguous because it does not specify which vote is being referred to - the Supreme Court decision or a specific vote count. In the case of Texas v. Johnson, the Supreme Court ruled in a 5-4 decision in favor of Johnson, holding that flag burning is protected speech under the First Amendment.","Disambiguation 1. Question: What was the numerical vote of texas vs johnson case? Answer:5–4
Disambiguation 2. Question: What was the vote of texas vs johnson case in favor of? Answer:act of flag burning was protected speech under the First Amendment
"
Who created the quote keep calm and carry on?,"The quote ""Keep Calm and Carry On"" was created by the British government in 1939 as a motivational poster to boost public morale during World War II.","Disambiguation 1. Question: Which government created the quote keep calm and carry on? Answer:British government
Disambiguation 2. Question: Which ministry created the quote keep calm and carry on? Answer:Ministry of Information
"
Who was chris tate's wife in emmerdale farm?,"The question is ambiguous because there have been multiple characters named Chris Tate in the television series Emmerdale Farm, and each Chris Tate had a different wife at different points in the show. If you are referring to the Chris Tate character portrayed by Peter Amory, his wife was Charity Dingle.","Disambiguation 1. Question: Who was chris tate's wife in emmerdale farm during 1991-1994? Answer:Kathy Brookman
Disambiguation 2. Question: Who was chris tate's wife in emmerdale farm during 1995–1997? Answer:Rachel Hughes
Disambiguation 3. Question: Who was chris tate's wife in emmerdale farm during 2001–2003? Answer:Charity Dingle
"
When does tony romo a football life air?,"The question is ambiguous as it does not specify which season or episode of ""A Football Life"" featuring Tony Romo is being referred to. Please provide more specific information so I can give you an accurate answer.","Disambiguation 1. Question: At what time does tony romo a football life air? Answer:9:00 PM ET
Disambiguation 2. Question: On what date does tony romo a football life air? Answer:September 28, 2018
"
Who is the governor of the reserve bank of india?,"As of September 2021, the Governor of the Reserve Bank of India is Shaktikanta Das.","Disambiguation 1. Question: Who is the governor of the reserve bank of india at the end of 2017? Answer:Patel
Disambiguation 2. Question: Who is the governor of the reserve bank of india at the end of 2016? Answer:Rajan
Disambiguation 3. Question: Who is the governor of the reserve bank of india at the end of 2015? Answer:Rajan
"
