question,answer,reference
Which two planets of our solar system have the most eccentric orbits?,"The two planets with the most eccentric orbits in our solar system are Mercury and Mars. Mercury has the most eccentric orbit, with an eccentricity of 0.2056, while Mars has the second most eccentric orbit, with an eccentricity of 0.0934. This means that their orbits are more elongated and less circular compared to the other planets in our solar system.","Disambiguation 1. Question: Which two minor planets of our solar system have the most eccentric orbits? Answer:Sedna
Disambiguation 2. Question: Which two major planets of our solar system have the most eccentric orbits? Answer:Mars
"
Who plays summer on young and the restless?,"Hunter King currently plays the role of Summer Newman on the soap opera ""The Young and the Restless."" She first took on the role in 2012 and has been portraying the character ever since.","Disambiguation 1. Question: Who has played Summer on Young and the Restless since 2012? Answer:Hunter King
Disambiguation 2. Question: Who played Summer on Young and the Restless only in 2012? Answer:Lindsay Bushman
Disambiguation 3. Question: Who played Summer on Young and the Restless from 2009-2012? Answer:Samantha Bailey
"
When did the united states declare war on germany?,"The United States declared war on Germany on December 11, 1941, following the Japanese attack on Pearl Harbor on December 7, 1941. This marked the entry of the United States into World War II.","Disambiguation 1. Question: When did the united states declare war on germany during WWI? Answer:April 6, 1917
Disambiguation 2. Question: When did the united states declare war on germany during WWII? Answer:December 11, 1941
"
In game of thrones who is john snow?,"Jon Snow is a prominent character in the popular television series Game of Thrones. He is portrayed as the illegitimate son of Eddard Stark, the Warden of the North. Jon is known for his strong sense of honor and duty, as well as his leadership skills. Throughout the series, he faces numerous challenges and ultimately plays a crucial role in the battle for the Iron Throne.","Disambiguation 1. Question: In game of  Thrones, who plays Jon Snow? Answer:Kit Harington
Disambiguation 2. Question: In Game of Thrones, what is John Snow's significance? Answer:14-year-old illegitimate son of Eddard ""Ned"" Stark and half-brother to Robb, Sansa, Arya, Bran and Rickon.
"
Where is the secretary general of the un from?,"The Secretary-General of the United Nations is from Portugal. Antonio Guterres is the current Secretary-General, serving since January 1, 2017.","Disambiguation 1. Question: As of January 1, 2017, where is the Secretary-General of the United Nations from? Answer:Lisbon, Portugal
Disambiguation 2. Question: From 2007-2016, where was the Secretary-General of the United Nations from? Answer:Insei, Japanese Korea (now Eumseong County, South Korea)
Disambiguation 3. Question: From 1997-2006, where was the Secretary-General of the United Nations from? Answer:Kumasi, Gold Coast (now Ghana)
"
Who played bonnie in gone with the wind?,"Bonnie Blue Butler was played by child actress Cammie King Conlon in the 1939 film ""Gone with the Wind.""","Disambiguation 1. Question: Who played bonnie in the 1939 film gone with the wind? Answer:Eleanore Cammack ""Cammie"" King
Disambiguation 2. Question: Who played bonnie in the 2008 musical gone with the wind? Answer:Leilah de Meza
"
What is the most current season of supernatural?,The most current season of Supernatural is Season 15.,"Disambiguation 1. Question: What is the most current season of the 1977 TV series supernatural? Answer:1
Disambiguation 2. Question: What is the most current season of the 2005 TV series supernatural as of October 12, 2017? Answer:13
Disambiguation 3. Question: What is the most current season of the 2005 TV series supernatural as of October 13, 2016? Answer:12
Disambiguation 4. Question: What is the most current season of the 2005 TV series supernatural as of October 7, 2015? Answer:11
"
Who has won the most little league world series?,"The team that has won the most Little League World Series titles is the team from Taiwan, known as Chinese Taipei. They have won a total of 17 titles as of 2021.","Disambiguation 1. Question: Who is the country that has won the most little league world series? Answer:Taiwan
Disambiguation 2. Question: Who is the state that has won the most little league world series? Answer:California
"
Who won the first nascar race at indy?,"The first NASCAR race at Indianapolis Motor Speedway was won by Jeff Gordon on August 6, 1994.","Disambiguation 1. Question: Who won the first Brickyard 400 NASCAR Cup Series at Indianapolis Motor Speedway? Answer:Jeff Gordon
Disambiguation 2. Question: Who won the first Pennzoil 150 NASCAR Xfinity Series auto race at Indianapolis Motor Speedway? Answer:Brad Keselowski
"
Who wrote we're going to be friends?,"The song ""We're Going to be Friends"" was written by Jack White and performed by The White Stripes.","Disambiguation 1. Question: Who wrote the song We're going to be friends? Answer:Jack White
Disambiguation 2. Question: Who wrote the book We're going to be friends? Answer:Jack White
"
When was the country music hall of fame built?,The Country Music Hall of Fame and Museum was built in 1967.,"Disambiguation 1. Question: When was the Country Music Hall of Fame established? Answer:1961
Disambiguation 2. Question: When did the Country Music Hall of Fame open in Music Row? Answer:1967
Disambiguation 3. Question: When did the Country Music Hall of Fame open in Nashville? Answer:2001
Disambiguation 4. Question: When was the expansion to The Country Music Hall of Fame in Nashville built? Answer:2014
"
What is the type of government in saudi arabia?,"Saudi Arabia is an absolute monarchy, where the King serves as both the head of state and the head of government. The King holds ultimate authority over the country's political, economic, and social affairs, with power being passed down within the ruling Al Saud family. The King appoints government officials, including the Council of Ministers, and has the final say in all major decisions.","Disambiguation 1. Question: What is the system of government in saudi arabia? Answer:Totalitarianism
Disambiguation 2. Question: What is the form of government in saudi arabia? Answer:Absolute monarchy
"
Who carried the us flag at the closing ceremonies?,"The flag bearer for the United States at the closing ceremonies of the Olympic Games varies depending on the specific games. In the most recent Summer Olympics in Tokyo 2020, the flag was carried by basketball player Sue Bird and baseball player Eddy Alvarez. In the Winter Olympics in PyeongChang 2018, the flag was carried by cross-country skier Jessie Diggins. It is important to note that the flag bearer is typically chosen based on their achievements and contributions to the team, and it may vary from one Olympics to another.","Disambiguation 1. Question: Who carried the US flag at the closing ceremonies of the 2018 Olympic Games? Answer:Jessie Diggins
Disambiguation 2. Question: Who carried the US flag at the closing ceremonies of the 2016 Olympic Games? Answer:Simone Biles
Disambiguation 3. Question: Who carried the US flag at the closing ceremonies of the 2014 Olympic Games? Answer:Julie Chu
"
What's the video with the most views on youtube?,"As of September 2021, the video with the most views on YouTube is ""Baby Shark Dance"" by Pinkfong. It has over 10 billion views, making it the most viewed video on the platform.","Disambiguation 1. Question: What's the video with the most views on YouTube from 2017? Answer:Despacito
Disambiguation 2. Question: What's the video with the most views on YouTube from 2016? Answer:Baby Shark Dance
Disambiguation 3. Question: What's the video with the most views on YouTube from 2015? Answer:See You Again
"
Top 10 bollywood movies highest box office collection?,"1. Baahubali 2: The Conclusion - ₹1,810 crore
2. Dangal - ₹1,474 crore
3. Bajrangi Bhaijaan - ₹969 crore
4. Secret Superstar - ₹966 crore
5. PK - ₹832 crore
6. Sultan - ₹623 crore
7. Sanju - ₹586 crore
8. Padmaavat - ₹585 crore
9. Tiger Zinda Hai - ₹565 crore
10. Dhoom 3 - ₹556 crore

Please note that these figures are approximate and may vary slightly.","Disambiguation 1. Question: What is the film that has highest box office collection in top 10 Bollywood movies? Answer:Dangal
Disambiguation 2. Question: What is the amount of gross that has highest box office collection in top 10 Bollywood movies? Answer:US$311 million
"
What year did they stop making the saturn vue?,The Saturn Vue was discontinued in 2009.,"Disambiguation 1. Question: What model year did they stop making the second generation saturn vue? Answer:2010
Disambiguation 2. Question: What calendar year did they stop making the second generation saturn vue? Answer:2009
Disambiguation 3. Question: What model year did they stop making the first generation saturn vue? Answer:2007
Disambiguation 4. Question: What calendar year did they stop making the first generation saturn vue? Answer:2007
"
America's best dance crew season 6 winners?,"I'm sorry, but there seems to be a misunderstanding. ""America's Best Dance Crew"" is a reality television show that aired on MTV from 2008 to 2015. The winners of Season 6, which aired in 2011, were the dance crew I.aM.mE. They were crowned the champions on April 28, 2011.","Disambiguation 1. Question: Winning group from America's best dance crew season 6? Answer:I.aM.mE
Disambiguation 2. Question: Winning dancers from America's best dance crew season 6? Answer:Phillip Chbeeb, Di Moon Zhang and Brandon Harrell
"
Who said the quote when in rome do as the romans do?,"The quote ""When in Rome, do as the Romans do"" is attributed to Saint Ambrose, a bishop of Milan in the 4th century. This phrase is often used to emphasize the importance of adapting to the customs and traditions of the place you are in.","Disambiguation 1. Question: Who said the quote when in rome do as the romans do in a proverb? Answer:Saint Augustine
Disambiguation 2. Question: Who said the quote to St. Augustine that lead to the saying when in rome do as the romans do? Answer:Saint Ambrose
"
How many days does it take an embryo to implant?,"It typically takes about 6-12 days for a fertilized egg (embryo) to implant in the uterus after conception. This process is known as implantation and is a crucial step in the early stages of pregnancy. During implantation, the embryo attaches itself to the lining of the uterus, where it will continue to grow and develop over the course of the pregnancy.","Disambiguation 1. Question: How many days does it most likely take for a human embryo to implant? Answer:nine days after ovulation
Disambiguation 2. Question: How many days does it take for a human embryo to implant after ovulation? Answer:six and 12 days
"
How many episodes are in series 4 of shetland?,There are six episodes in series 4 of Shetland.,"Disambiguation 1. Question: How many episodes are in shetland series 4? Answer:6
Disambiguation 2. Question: How many episodes are there in series 1 of shetland? Answer:2
"
When does major league baseball start the regular season?,"Major League Baseball typically starts its regular season in late March or early April. The exact date can vary each year, but it usually falls around the first week of April. It's always a good idea to check the official MLB website or your favorite team's schedule for the most up-to-date information on the start of the regular season.","Disambiguation 1. Question: When does the 2017 MLB regular season start? Answer:April 2, 2017
Disambiguation 2. Question: When does the 2016 MLB regular season start? Answer:April 3, 2016
Disambiguation 3. Question: When does the 2015 MLB regular season start? Answer:April 5, 2015
"
Where are the queen's royal hussars based?,"The Queen's Royal Hussars are based in Tidworth, Wiltshire, England.","Disambiguation 1. Question: Where are the queen's royal hussars based beginning in January 1998? Answer:Athlone Barracks
Disambiguation 2. Question: Where are the queen's royal hussars first based? Answer:Hohne, Germany
"
What town do the bennets live in in pride and prejudice?,"The Bennet family in Jane Austen's novel ""Pride and Prejudice"" live in the fictional town of Meryton.","Disambiguation 1. Question: What village do the bennets live in in pride and prejudice? Answer:Longbourn
Disambiguation 2. Question: What township do the bennets live in in pride and prejudice? Answer:Meryton
Disambiguation 3. Question: What county  do the bennets live in in pride and prejudice? Answer:Hertfordshire
"
Lieutenant in army is equivalent to which rank in police?,A Lieutenant in the army is equivalent to the rank of a Captain in the police force.,"Disambiguation 1. Question: Lieutenant in UK army is equivalent to which rank in police? Answer:chief inspector
Disambiguation 2. Question: First lieutenant in US army is equivalent to which rank in police? Answer:lieutenant
"
Where is the scandinavian coastal conifer located on a map?,"The Scandinavian coastal conifer forest is located in the northern part of Europe, along the coastlines of Norway, Sweden, and Finland. It stretches from the southern tip of Norway all the way up to the northern regions of Finland. This unique forest ecosystem is characterized by its dense coniferous trees, such as pine, spruce, and fir, and is known for its rich biodiversity and stunning natural beauty.","Disambiguation 1. Question: In what country is the scandinavian coastal conifer located on a map? Answer:Norwegian coast from Lindesnes and north to approximately Senja
Disambiguation 2. Question: Where is the scandinavian coastal conifer located on a map in terms of coordinates? Answer:60°33′N 05°32′E
"
Which country receives the most us foreign aid?,"As of 2021, Israel receives the most US foreign aid.","Disambiguation 1. Question: Which country receives the most total us foreign aid? Answer:Afghanistan
Disambiguation 2. Question: Which country receives the most us foreign aid per capita? Answer:Israel
Disambiguation 3. Question: Which country receives the most economic us foreign aid? Answer:Afghanistan
Disambiguation 4. Question: Which country receives the most military us foreign aid? Answer:Afghanistan
"
Where did the the three kings come from?,"The three kings, also known as the Three Wise Men or Magi, are said to have come from the East, following a star to Bethlehem to visit the newborn Jesus. The Bible does not specify their exact origins, but tradition holds that they came from the regions of Persia, Arabia, and/or India.","Disambiguation 1. Question: Where did the people the three kings come from? Answer:from the east
Disambiguation 2. Question: Where did the 1929 film the three kings come from? Answer:United Kingdom
Disambiguation 3. Question: Where did the novel the three kings come from? Answer:New Mexico
Disambiguation 4. Question: Where did the song the three kings by Peter Cornelius come from? Answer:Germany
"
When was the virginia state capitol building built?,"The Virginia State Capitol building was built between 1785 and 1788. It is located in Richmond, Virginia and is the seat of the Virginia General Assembly. Designed by Thomas Jefferson, it is one of the oldest continuously operating legislative buildings in the United States.","Disambiguation 1. Question: Over what span was the virginia state capitol building in Richmond built? Answer:1785–1788
Disambiguation 2. Question: When was the virginia state capitol building in Williamsburg built? Answer:November 1705
Disambiguation 3. Question: When was the virginia state capitol building in Richmond  finished being built? Answer:1788
"
When was the office of refugee resettlement established?,The Office of Refugee Resettlement (ORR) was established in 1980 as part of the United States Department of Health and Human Services.,"Disambiguation 1. Question: In what year was the office of refugee resettlement established? Answer:1980
Disambiguation 2. Question: At what point in history was the office of refugee resettlement established? Answer:passing of the United States Refugee Act
"
Who did the land ordinance of 1785 benefit?,"The Land Ordinance of 1785 primarily benefited the United States government and land speculators. The ordinance established a system for surveying and selling western lands, which allowed the government to raise revenue and encourage westward expansion. Land speculators were able to purchase large tracts of land at low prices, often at the expense of smaller farmers and settlers.","Disambiguation 1. Question: Who did the land ordinance of 1785 benefit in terms of land? Answer:settlers
Disambiguation 2. Question: Who did the land ordinance of 1785 benefit economically? Answer:Congress
"
When was the song don't worry be happy made?,"The song ""Don't Worry, Be Happy"" was released in 1988 by American musician Bobby McFerrin.","Disambiguation 1. Question: When was the song don't worry be happy by Bobby McFerrin made? Answer:September 1988
Disambiguation 2. Question: When was the song don't worry be happy by Guy Sebastian made? Answer:18 November 2011
"
Which is a new team that has been added to the suncorp super netball?,The new team added to the Suncorp Super Netball league is the Sunshine Coast Lightning.,"Disambiguation 1. Question: Which is a new team from Queensland that has been added to the suncorp super netball in 2016? Answer:Lightning
Disambiguation 2. Question: Which is a new team from Sidney that has been added to the suncorp super netball in 2016? Answer:GIANTS Netball
Disambiguation 3. Question: Which is a new team from Melbourne that has been added to the suncorp super netball in 2016? Answer:Collingwood Magpies Netball
"
What type of server does active director run on?,Active Directory runs on Windows Server operating systems.,"Disambiguation 1. Question: What brand of server does active director run on? Answer:Windows Server
Disambiguation 2. Question: What kind of controller server does active director run on? Answer:domain controller
"
When does the new season of law and order special victims unit start?,"The new season of Law and Order: Special Victims Unit is set to premiere on Thursday, September 23, 2021.","Disambiguation 1. Question: When does season 19 of law and order special victims unit start? Answer:September 27, 2017
Disambiguation 2. Question: When does season 18 of law and order special victims unit start? Answer:September 21, 2016
Disambiguation 3. Question: When does season 17 of law and order special victims unit start? Answer:September 23, 2015
"
Who won the most world cup in soccer?,"The country that has won the most FIFA World Cup titles in soccer is Brazil, with a total of 5 championships (1958, 1962, 1970, 1994, 2002).","Disambiguation 1. Question: What country has won the most world cups? Answer:Brazil
Disambiguation 2. Question: What player has won the most World Cups? Answer:Pele
Disambiguation 3. Question: What coach has won the most World Cups? Answer:Vittorio Pozzo
Disambiguation 4. Question: What country has won the most women's World Cups? Answer:United States
"
Which king saw the writing on the wall?,King Belshazzar saw the writing on the wall in the Book of Daniel in the Bible. The writing was a message from God foretelling the fall of the Babylonian Empire.,"Disambiguation 1. Question: Which Crown Prince of Babylon saw the writing on the wall? Answer:Belshazzar
Disambiguation 2. Question: Which biblical figure who is an allusion to Greek king Antiochus IV Epiphanes saw the writing on the wall? Answer:Daniel
"
Who does andrea end up with in the devil wears prada?,"In the novel ""The Devil Wears Prada"" by Lauren Weisberger, Andrea Sachs ends up with Alex, her boyfriend who she was dating before she started working at Runway magazine. Despite the challenges they face due to Andrea's demanding job and the influence of her boss Miranda Priestly, they ultimately reconcile and stay together.","Disambiguation 1. Question: Who is the romantic partner that andrea ends up with in the devil wears prada film? Answer:uncertain
Disambiguation 2. Question: Who is the company that andrea ends up with in the devil wears prada film? Answer:major New York publication company
"
When did the golden knights become a team?,"The Vegas Golden Knights became an official NHL team on June 22, 2016, when they were awarded an expansion franchise by the league. They played their first season in 2017-2018.","Disambiguation 1. Question: When did the Vegas Golden Knights hockey team become a team? Answer:2017-18 NHL season
Disambiguation 2. Question: When did the Clarkson Golden Knights mens hockey team become a team? Answer:1921
Disambiguation 3. Question: When did the Clarkson Golden Knights women's hockey team become a team? Answer:2003
"
Where does the saying don't throw the baby out with the bath water come from?,"The saying ""don't throw the baby out with the bath water"" is believed to have originated in Germany during the 16th century. Back then, it was common for families to bathe in the same water, with the head of the household bathing first, followed by other family members in order of their hierarchy. By the time the baby was bathed, the water would be so dirty that there was a risk of accidentally throwing out the baby along with the bath water. The saying is now used as a metaphor to caution against getting rid of something valuable while trying to get rid of something undesirable.","Disambiguation 1. Question: Where does the saying ""Don't throw the baby out with the bathwater"" come from? Answer:German proverb
Disambiguation 2. Question: Where is the earliest record of the saying ""Don't throw the baby out with the bathwater"" from? Answer:Narrenbeschwörung (Appeal to Fools)
"
Sisterhood of the traveling pants series in order?,"The Sisterhood of the Traveling Pants series consists of four books in total, and the correct order in which they should be read is as follows:

1. The Sisterhood of the Traveling Pants
2. The Second Summer of the Sisterhood
3. Girls in Pants: The Third Summer of the Sisterhood
4. Forever in Blue: The Fourth Summer of the Sisterhood

It is recommended to read the books in the order listed above to fully enjoy and understand the storyline and character development throughout the series.","Disambiguation 1. Question: What is the first book in The Sisterhood of the Traveling Pants series? Answer:The Sisterhood of the Traveling Pants
Disambiguation 2. Question: What is the second book in The Sisterhood of the Traveling Pants series? Answer:The Second Summer of the Sisterhood
Disambiguation 3. Question: What is the third book in The Sisterhood of the Traveling Pants series? Answer:Girls in Pants: The Third Summer of the Sisterhood
Disambiguation 4. Question: What is the fourth book in The Sisterhood of the Traveling Pants series? Answer:Forever in Blue: The Fourth Summer of the Sisterhood
Disambiguation 5. Question: What is the fifth book in The Sisterhood of the Traveling Pants series? Answer:Sisterhood Everlasting
Disambiguation 6. Question: What is the first movie in The Sisterhood of the Traveling Pants movie series? Answer:The Sisterhood of the Traveling Pants
Disambiguation 7. Question: What is the second movie in The Sisterhood of the Traveling Pants movie series? Answer:The Sisterhood of the Traveling Pants 2
"
Who has the largest twitter following in the world?,"As of September 2021, the person with the largest Twitter following in the world is former U.S. President Barack Obama, with over 129 million followers.","Disambiguation 1. Question: Which account has the largest twitter following in the world? Answer:@BarackObama
Disambiguation 2. Question: Which person has the largest twitter following in the world? Answer:Barack Hussein Obama II
"
The big bang theory season 11 guest star?,"Some of the guest stars in season 11 of The Big Bang Theory include Mark Hamill, Kathy Bates, Neil deGrasse Tyson, and Bill Gates.","Disambiguation 1. Question: Who are all the big bang theory season 11 guest stars? Answer:Riki Lindhome, Ira Flatow, Swati Kapila, Beth Behrs, Walton Goggins, Bill Gates, Peter MacNicol, Neil Gaiman, Jerry O'Connell, Courtney Henggeler, Teller, Mark Hamill
Disambiguation 2. Question: The big bang theory season 11 guest star cameos? Answer:Ira Flatow, Bill Gates, Neil Gaiman, Teller, and Mark Hamill
"
When was the first home pregnancy test invented?,"The first home pregnancy test was invented in 1976 by Margaret Crane and Irving Sivin. It was called the ""e.p.t"" (early pregnancy test) and revolutionized the way women could confirm their pregnancy in the comfort of their own homes.","Disambiguation 1. Question: When was the first patent given on a home pregnancy test? Answer:1969
Disambiguation 2. Question: When did the first home pregnancy test become available in the world? Answer:1971
Disambiguation 3. Question: When did the first home pregnancy test become available in the United States? Answer:1977
"
When does season 4 of the flash come on?,"Season 4 of The Flash premiered on October 10, 2017.","Disambiguation 1. Question: When does season 4 of The Flash come on The CW in the US and CTV in Canada? Answer:October 10, 2017
Disambiguation 2. Question: When does season 4 of The Flash come on Netflix? Answer:late May 2018
Disambiguation 3. Question: When does season 4 of the The Flash come on in the UK & Ireland? Answer:October 17, 2017
"
Who dies at the end of big little lies?,"In the TV series ""Big Little Lies,"" the character who dies at the end is Perry Wright, played by Alexander Skarsgård. Perry is the abusive husband of Celeste Wright, played by Nicole Kidman. He is killed during a confrontation at a school fundraiser by Bonnie Carlson, played by Zoe Kravitz, in an act of self-defense to protect Celeste and the other women.","Disambiguation 1. Question: Who dies at the end of big little lies, in the very last episode? Answer:Bonnie's mother
Disambiguation 2. Question: Who dies near the end of big little lies after being pushed? Answer:Perry
"
Full house michelle's first day of kindergarten?,"In the TV show ""Full House,"" Michelle's first day of kindergarten is depicted in the episode titled ""The First Day of School."" Michelle is nervous about starting kindergarten, but with the help of her family, she overcomes her fears and has a successful first day.","Disambiguation 1. Question: What number season 5 Full house episode was michelle's first day of kindergarten? Answer:1
Disambiguation 2. Question: What's the name of the Full house episode michelle's first day of kindergarten? Answer:""Double Trouble""
Disambiguation 3. Question: when did Full house michelle's first day of kindergarten first air? Answer:September 17, 1991
"
Who sang never promised you a rose garden?,"""Never Promised You a Rose Garden"" is a song by Lynn Anderson, released in 1970.","Disambiguation 1. Question: Who sang ""I Beg Your Pardon (I Never Promised You a Rose Garden) in 1988? Answer:Kon Kan
Disambiguation 2. Question: Who sang ""(I Never Promised You A) Rose Garden"" in 1967? Answer:Lynn Rene Anderson?
"
Total us debt as a percentage of gdp?,"As of 2021, the total US debt as a percentage of GDP is approximately 125%. This means that the total amount of debt held by the United States government is equivalent to 125% of the country's Gross Domestic Product. It is important to note that this ratio can fluctuate over time due to changes in economic conditions and government spending.","Disambiguation 1. Question: Total us debt as a percentage of gdp at the end of Obama's first presidency? Answer:102.7
Disambiguation 2. Question: Total us debt as a percentage of gdp at the end of Bush's first presidency? Answer:63.5
Disambiguation 3. Question: Total us debt as a percentage of gdp at the end of Bush's second presidency? Answer:84.2
"
Who was responsible for keeping british ships out of the waterways off the coast of virginia?,The responsibility for keeping British ships out of the waterways off the coast of Virginia fell to the Virginia State Navy during the American Revolutionary War. The Virginia State Navy was established in 1775 and played a crucial role in defending Virginia's coastline and waterways from British naval forces.,"Disambiguation 1. Question: Who is the group that was responsible for keeping british ships out of the waterways off the coast of virginia? Answer:the North
Disambiguation 2. Question: Who is the leader that was responsible for keeping british ships out of the waterways off the coast of virginia? Answer:Abraham Lincoln,Gideon Welles
"
When does the next episode of the handmaids tale air?,"The next episode of The Handmaid's Tale airs on Wednesday, June 9th at 9pm on Hulu.","Disambiguation 1. Question: When did episode 10 of The Handmaids Tale originally air? Answer:June 14, 2017
Disambiguation 2. Question: When did episode 9 of The Handmaids Tale originally air? Answer:June 7, 2017
Disambiguation 3. Question: When did episode 8 of The Handmaids Tale originally air? Answer:May 31, 2017
"
When can the new ball be taken in test cricket?,"In test cricket, the new ball can be taken after 80 overs have been bowled with the old ball. This rule allows for the fielding team to have the opportunity to use a new ball to potentially gain more swing, seam movement, and bounce to dismiss the batting team's players.","Disambiguation 1. Question: When can the new ball be taken in test cricket for the first time? Answer:After 80 overs
Disambiguation 2. Question: When can the new ball be taken in test cricket after a new ball has already been taken? Answer:a further 80 overs
"
How many members form a jury in scotland?,"In Scotland, a jury typically consists of 15 members for criminal trials. However, in some cases, a jury may consist of 12 members for less serious offenses.","Disambiguation 1. Question: How many members form a typical criminal procedure jury in scotland? Answer:15
Disambiguation 2. Question: How many minimum members form a criminal procedure jury in scotland, if jurors drop out? Answer:12
Disambiguation 3. Question: How many members form a civil trial jury in scotland? Answer:12
"
Who is the leader of ruling party in rajya sabha?,The leader of the ruling party in the Rajya Sabha is Thawar Chand Gehlot.,"Disambiguation 1. Question: Who is the leader of ruling party in rajya sabha in 2005? Answer:Manmohan Singh
Disambiguation 2. Question: Who is the leader of ruling party in rajya sabha in 2014? Answer:Arun Jaitley
Disambiguation 3. Question: Who is the leader of ruling party in rajya sabha in 2000? Answer:Jaswant Singh
"
When does series 11 of big bang theory start?,"Series 11 of The Big Bang Theory premiered on September 25, 2017.","Disambiguation 1. Question: When does series 11 of big bang theory start airing? Answer:September 25, 2017
Disambiguation 2. Question: When does series 11 of big bang theory start filming? Answer:August 15, 2017
"
Who wrote the book of hebrew in bible?,"The book of Hebrews in the Bible is traditionally attributed to the apostle Paul, although some scholars debate this authorship and suggest other possibilities such as Barnabas, Apollos, or even Priscilla. Ultimately, the true authorship of the book of Hebrews remains uncertain.","Disambiguation 1. Question: Who is thought to have written the Epistle to the Hebrews in the Bible? Answer:Paul the Apostle
Disambiguation 2. Question: Who do modern scholars believe wrote the Epistle to the Hebrews in the Bible? Answer:unknown
"
When is the sims mobile supposed to come out?,"The Sims Mobile was officially released on March 6, 2018.","Disambiguation 1. Question: When did The Sims Mobile release in Brazil? Answer:May 9, 2017
Disambiguation 2. Question: When did The Sims Mobile release worldwide? Answer:March 6, 2018
"
Who was the mlb rookie of the year?,"The MLB Rookie of the Year award is given annually to the top rookie player in Major League Baseball. In 2021, the winners were Randy Arozarena of the Tampa Bay Rays in the American League and Jonathan India of the Cincinnati Reds in the National League.","Disambiguation 1. Question: Who was the mlb rookie of the year in the National League in 2017? Answer:Cody James Bellinger
Disambiguation 2. Question: Who was the mlb rookie of the year in the National League in 2016? Answer:Corey Seager
Disambiguation 3. Question: Who was the mlb rookie of the year in the National League in 2015? Answer:Kris Bryant
Disambiguation 4. Question: Who was the mlb rookie of the year in the American League in 2017? Answer:Aaron Judge
Disambiguation 5. Question: Who was the mlb rookie of the year in the American League in 2016? Answer:Michael Fulmer
Disambiguation 6. Question: Who was the mlb rookie of the year in the American League in 2015? Answer:Carlos Javier Correa Oppenheimer
"
What percentage of the uk population say they have no religion?,"According to the latest data from the Office for National Statistics, approximately 52% of the UK population say they have no religion. This number has been steadily increasing over the years, indicating a growing trend towards secularism in the country.","Disambiguation 1. Question: According to the 2011 censuses, what percentage of the uk population say they have no religion? Answer:25.7
Disambiguation 2. Question: According to the 2001 censuses, what percentage of the uk population say they have no religion/not stated? Answer:23.2
Disambiguation 3. Question: Detailed 2018 BSA survey, what percentage of the uk population say they have no religion/not stated? Answer:52
"
Where would the highest density of mangrove forests be found?,"The highest density of mangrove forests can typically be found in tropical and subtropical regions, particularly along coastlines in countries such as Indonesia, Brazil, Nigeria, and Australia. These regions provide the ideal conditions for mangroves to thrive, including warm temperatures, high levels of rainfall, and nutrient-rich soil. Mangroves are vital ecosystems that provide numerous benefits, including coastal protection, carbon sequestration, and habitat for a wide variety of plant and animal species.","Disambiguation 1. Question: What country has the largest percentage of the world's mangrove forests? Answer:Indonesia
Disambiguation 2. Question: In what type of geography would the highest density of mangrove forests be found? Answer:tropics and near-tropics
Disambiguation 3. Question: Where is the world's largest mangrove ecosystem consisting of some of the highest density mangrove forests? Answer:Sundarbans Mangroves
"
Who was the voice of scar in the lion king?,"The voice of Scar in the original 1994 animated film ""The Lion King"" was provided by actor Jeremy Irons.","Disambiguation 1. Question: Who was the voice of scar in the 1994 film the lion king? Answer:Irons
Disambiguation 2. Question: Who was the voice of scar in The Lion King II: Simba's Pride? Answer:James Jonah CummingsCummings
Disambiguation 3. Question: Who was the voice of scar in the 2019 film the lion king? Answer:Chiwetel Umeadi Ejiofor
"
When was the last time italy qualified for the world cup?,"Italy last qualified for the FIFA World Cup in 2018. They were placed in Group D and made it to the quarter-finals before being eliminated by the eventual champions, France.","Disambiguation 1. Question: When was the last time Italy qualified for the Men's world cup? Answer:2014
Disambiguation 2. Question: When was the last time Italy qualified for the Women's world cup? Answer:2019
"
When does a study in scarlet take place?,"A Study in Scarlet, the first novel featuring Sherlock Holmes written by Sir Arthur Conan Doyle, takes place in 1881 and 1887. The story is divided into two parts, with the first part set in 1881 and the second part set in 1887.","Disambiguation 1. Question: What year does a study in scarlet primarily take place? Answer:1881
Disambiguation 2. Question: After what historical event does a study in scarlet take place? Answer:Second Anglo-Afghan War
Disambiguation 3. Question: When does a study in scarlet take place during a flashback? Answer:1847
"
Who plays poussey washington on orange is the new black?,Samira Wiley plays Poussey Washington on Orange is the New Black.,"Disambiguation 1. Question: Who plays poussey washington on orange is the new black in majority scene? Answer:Samira Denise Wiley
Disambiguation 2. Question: Who plays poussey washington on orange is the new black in flashback scenes? Answer:Jade Tuck
"
Who owns most of the world oil supply?,"The majority of the world's oil supply is owned by national governments and state-owned oil companies. Some of the largest oil-producing countries include Saudi Arabia, Russia, the United States, and China. Additionally, multinational oil companies such as ExxonMobil, Shell, and BP also play a significant role in the global oil market.","Disambiguation 1. Question: What group owns most of the world's oil supply? Answer:OPEC
Disambiguation 2. Question: What company owns most of the world's oil supply? Answer:Saudi Aramco
"
How many players on a football team nfl?,"There are 53 players on a NFL football team roster. However, only 46 players are allowed to dress and participate in a game, with 11 players on the field at a time for each team.","Disambiguation 1. Question: How many players can a NFL team have total? Answer:53
Disambiguation 2. Question: How many players can a NFL team have on the field at one time? Answer:11
"
