question,answer
The UK’s so-called “wonkiest pub” has closed after almost 200 years of trading in which county?,Shropshire
What percentage of people in the US have some immunity to Covid-19?,"As of September 2021, it is estimated that around 73% of people in the US have some level of immunity to Covid-19. This includes individuals who have been fully vaccinated, those who have previously been infected with the virus, and those who have a combination of both vaccination and prior infection."
Which film has bagged the most nominations for the upcoming Oscars awards?,"The film with the most nominations for the upcoming Oscars awards is ""Mank"" with a total of 10 nominations."
Police have “saved Easter” by recovering how many Cadbury Creme Eggs stolen from a Telford industrial estate?,"Over 20,000 Cadbury Creme Eggs were recovered by the police after being stolen from a Telford industrial estate."
Beloved actress Cindy Williams died this week at age 75. She was best known for her role on which popular sitcom?,Laverne & Shirley
What is the name of Joe Biden’s dog who is in the doghouse for repeatedly biting Secret Service agents?,Major
How many slaves were estimated to be in the United States in the early 1860s before slavery was outlawed?,It is estimated that there were around 4 million slaves in the United States in the early 1860s before slavery was outlawed.
Dr. Seuss Enterprises and Penguin Random House Children's Book announced which famous Seuss book will get a sequel?,"""Dr. Seuss Enterprises and Penguin Random House Children's Book announced that the famous Seuss book 'The Cat in the Hat' will be getting a sequel titled 'Cat in the Hat Comes Back'."""
Temperatures hit record highs for April in which Spanish city this week?,Madrid
Which university recently won its first NCAA women’s basketball championship?,Stanford University
Why do ladybugs often enter houses during the fall and winter seasons?,Ladybugs often enter houses during the fall and winter seasons because they are seeking shelter from the cold weather. They are looking for a warm and cozy place to hibernate until the weather warms up again.
Which world leader met with President Joe Biden at the White House this week?,Prime Minister Boris Johnson of the United Kingdom met with President Joe Biden at the White House this week.
What led to the resumption of the defamation lawsuit against Lauren Witzke?,The resumption of the defamation lawsuit against Lauren Witzke was due to a judge ruling that the case could proceed after initially being dismissed.
Ford released an ad highlighting women’s contributions to the auto industry featuring its Expedition model called:,"""Built Phenomenally"""
A bottle of Macallan 1926 whisky set a new auction record by selling for how much?,$1.9 million
Which legendary musical revival opened on Broadway this week?,"The legendary musical revival that opened on Broadway this week is ""West Side Story."""
"Which country’s soccer team claimed the Women’s World Cup, hosted jointly this year by Australia and New Zealand?",The United States women's national soccer team won the Women's World Cup hosted jointly by Australia and New Zealand.
What is the reason behind the delayed scheduling of a hearing for Pure Flavor Hookah Lounge's application for a taproom license?,The delayed scheduling of a hearing for Pure Flavor Hookah Lounge's application for a taproom license is due to a backlog of applications and limited availability of hearing dates at the licensing board.
Uber released its annual list of items forgotten by passengers in cars. Which city took the top spot for being the most forgetful?,Los Angeles
"AMC Theaters, America’s largest movie chain, announced its ticket prices will soon be based on seat location. Where will the most expensive seats in the theaters be located?","The most expensive seats in AMC Theaters will be located in the middle of the theater, specifically in the center of the row and towards the back."
Which country is reeling from the shock of a tragic landslide at a jade mine?,Myanmar
"Taylor Swift welcomed which special guest and ""guiding light"" to the premiere of her ""The Eras Tour"" concert film?","Taylor Swift welcomed her close friend and fellow musician, Selena Gomez, as a special guest and ""guiding light"" to the premiere of her ""The Eras Tour"" concert film."
In which English seaside town did a new Banksy artwork appear on Valentine’s Day?,The new Banksy artwork appeared in the English seaside town of Clevedon on Valentine's Day.
"Third baseman Scott Rolen was the lone player elected to the Baseball Hall of Fame this year. He played for five MLB teams, including the:","Philadelphia Phillies, St. Louis Cardinals, Toronto Blue Jays, Cincinnati Reds, and the New York Yankees."
Which organization was recently impacted by a cyberattack affecting its unclassified websites?,The United States Department of State was recently impacted by a cyberattack affecting its unclassified websites.
"Which state has been drenched by a powerful storm this week, causing widespread flooding and power outages?",Louisiana
"X, the company formerly known as Twitter, endured a turbulent year under Elon Musk’s leadership. He laid off thousands of employees and implemented a slew of controversial changes. Amid the chaos, rival Meta introduced a new social media app. What is it called?","The new social media app introduced by Meta is called ""Meta Social."""
The World Health Organization recently warned of a “huge biological risk” after a laboratory was seized by fighters in which country?,The World Health Organization recently warned of a “huge biological risk” after a laboratory was seized by fighters in Ukraine.
Which of these 2023 NCAA men’s basketball tournament participants did not advance to the Sweet 16 this year?,"Unfortunately, I do not have information on the 2023 NCAA men's basketball tournament as it is a future event."
Which movie currently holds the top spot on worldwide box office charts?,"As of now, the movie ""Avengers: Endgame"" holds the top spot on worldwide box office charts."
Which African country did King Charles and Queen Camilla visit this week?,The African country that King Charles and Queen Camilla visited this week is Nigeria.
Which professional sports league is back this week for its 104th season?,The National Football League (NFL) is back this week for its 104th season.
Massachusetts Air National Guard member Jack Teixeira was arrested this week. What is he accused of?,"Jack Teixeira, a member of the Massachusetts Air National Guard, was arrested this week on charges of child pornography possession."
What significant change has occurred in the sale of Delaware surf-fishing permits for 2024?,"The significant change in the sale of Delaware surf-fishing permits for 2024 is that they will now be available for purchase online, making it more convenient for anglers to obtain their permits."
Which automaker recalled nearly 2 million vehicles this week due to a fire risk?,Hyundai
"Congress grilled the CEO of which social media company this week, citing potential national security risks?",Facebook
Which city lit up the world’s largest spherical structure this week?,"Sydney, Australia lit up the world's largest spherical structure, the Sydney Opera House, this week."
"Which airline announced it will give 25,000 frequent flier miles to passengers who were impacted by its holiday travel meltdown?","American Airlines announced it will give 25,000 frequent flier miles to passengers who were impacted by its holiday travel meltdown."
Which legendary music artist recently retired after touring for decades?,Elton John
The expiration of Title 42 means which border policy will be back in effect?,"The expiration of Title 42 means that the ""Remain in Mexico"" border policy will be back in effect."
Eight Republican presidential candidates faced off Wednesday in the first primary debate of the 2024 campaign. Where did the debate take place?,"The debate took place in Miami, Florida."
The NFL announced which service will air the first exclusively live streamed NFL playoff game for 2023 season?,Amazon Prime Video
How many Republican candidates participated in the presidential debate this week?,There were 10 Republican candidates who participated in the presidential debate this week.
President Joe Biden unveiled new efforts to crack down on which type of fees?,President Joe Biden unveiled new efforts to crack down on overdraft fees.
How did Danelo Souza Cavalcante escape from the Chester County prison?,Danelo Souza Cavalcante escaped from the Chester County prison by digging a tunnel from his cell to the outside of the prison walls.
"Which dog breed, according to the American Kennel Club, is now the most popular in the U.S., ending a 31-year reign of the Labrador retriever?",The French Bulldog.
"Tech experts and execs including Elon Musk have called for artificial intelligence development to be paused for how long, amid fears of a threat to humanity?",Indefinitely
Drive-in movies were a popular summer pastime in the ‘50s and ‘60s. When did the first drive-in movie theater open in the US?,"The first drive-in movie theater in the US opened on June 6, 1933, in Camden, New Jersey."
Researchers have discovered a “hidden chapter” of which religious text?,"Researchers have discovered a ""hidden chapter"" of the Bible."
The upcoming release of a memoir by who reportedly threatens to ‘overshadow’ King Charles’s coronation?,The upcoming release of a memoir by Meghan Markle reportedly threatens to ‘overshadow’ King Charles’s coronation.
"During the game against the Miami Marlins, what did Phillies player Nick Castellanos do after hitting a double down the left field line in the fourth inning?","After hitting a double down the left field line in the fourth inning against the Miami Marlins, Phillies player Nick Castellanos celebrated by flexing his muscles and pointing to the Phillies dugout."
Which automaker reached a tentative agreement with unionized workers to end a bruising strike?,General Motors
The Miami Heat eliminated the Boston Celtics to punch a ticket to the NBA Finals. Miami is the first No. 8 seed to advance this far since the:,New York Knicks in 1999.
Scientists this week set the hands of the Doomsday Clock to how many seconds before midnight?,Scientists this week set the hands of the Doomsday Clock to 100 seconds before midnight.
The Doomsday Clock moved to how many seconds to midnight?,100 seconds
"Ukraine’s battlefield forces are communicating via Elon Musk’s Starlink network, which has how many satellites in orbit?","As of September 2021, Elon Musk's Starlink network has approximately 1,740 satellites in orbit."
An activist is to be prosecuted for contempt of court for holding up a sign outside the trial of protesters from which climate group?,Extinction Rebellion
"What sparked a police investigation at Carousel Park in Pike Creek, Delaware?","A dead body was found in Carousel Park in Pike Creek, Delaware, sparking a police investigation."
UK ministers and civil servants have been banned from having which social media app on their work phones?,WhatsApp
What controversial solution has been proposed to reduce the growing population of carp in Australia?,"The controversial solution proposed to reduce the growing population of carp in Australia is the release of a strain of the herpes virus known as Cyprinid herpesvirus 3 (CyHV-3) into the waterways. This virus specifically targets and kills carp, with the hope of significantly reducing their numbers in order to protect native Australian fish species and improve the overall health of the ecosystem."
Which group of unionized employees walked off their jobs recently in an unprecedented strike?,The group of unionized employees that recently walked off their jobs in an unprecedented strike is the Amazon warehouse workers.
"Twelve new moons were discovered around Jupiter, making  it the planet with the most moons. True or false?",True
Which European city is launching a “Stay Away” campaign to deter Brits from visiting?,Amsterdam
"A Chinese food blogger was fined the equivalent of £15,000 for eating which sea creature?",Sea cucumber
"Actress Cindy Williams, who played Shirley in the hit show ‘Laverne & Shirley,’ died at 75. She also appeared in which of these films?",American Graffiti
Fox News rocked the media world this week when it announced it would part ways with which top-rated host?,Fox News rocked the media world this week when it announced it would part ways with top-rated host Bill O'Reilly.
Which islands were at the centre of a diplomat spat this week between the EU and the UK?,The islands at the centre of the diplomatic spat between the EU and the UK this week are the British overseas territory of Gibraltar and the Spanish territory of Ceuta.
The White House recently announced a 30-day deadline for federal agencies to remove which app from all government-issued devices?,TikTok
The contents of which late music star’s former home are being put up for sale?,Prince
The chair of the Food Standards Agency warned this week that doing what was as harmful to health as passive smoking?,Eating processed meats was warned to be as harmful to health as passive smoking by the chair of the Food Standards Agency.
"In a House Oversight Committee hearing investigating President Biden and his family, former Twitter executives were questioned about what?",Former Twitter executives were questioned about their decision to ban the sharing of a New York Post article containing allegations about Hunter Biden's business dealings in Ukraine.
Which world leader announced he and his spouse have agreed to separate after 18 years of marriage?,Bill and Melinda Gates announced their decision to separate after 27 years of marriage.
Which major strike in the US ended this week?,The major strike in the US that ended this week was the strike by the United Auto Workers (UAW) against General Motors (GM).
"Because of wildfire risks and an increase in construction costs, State Farm stopped providing home insurance to new customers in which state?",California
Latest analysis by Reporters Without Borders (RSF) found that which country ranks lowest for press freedom?,North Korea
Former president Donald Trump pleaded not guilty to how many felony counts of falsifying business records when he appeared in a New York court this week?,Former president Donald Trump pleaded not guilty to 15 felony counts of falsifying business records when he appeared in a New York court this week.
"True or false: Connecticut lawmakers pardoned people who were accused, convicted and executed for witchcraft in the 1600s.","True. Connecticut lawmakers did indeed pardon people who were accused, convicted, and executed for witchcraft in the 1600s."
"Which retailer, known for its iconic blue-and-white 20% off coupons, will soon get rid of all its inventory in a liquidation sale?",Bed Bath & Beyond
Which popular travel destination reported a “widespread” rise in bedbugs this fall?,New York City
Which company said it will begin deleting accounts that have been inactive for at least two years?,Twitter
"What percentage of the world’s population will be obese by 2035 unless action is taken, according to a new report?",The answer is 22% according to a new report.
"Ten-time NBA All-Star Carmelo Anthony announced his retirement this week. He played for all of these teams, except:",Carmelo Anthony did not play for the Miami Heat.
The FDA this week approved a new vaccine for which virus?,The FDA this week approved a new vaccine for the COVID-19 virus.
"What is the main goal of the Melanated Mash Makers, a Delaware-based beer club formed by Black craft beer enthusiasts?","The main goal of the Melanated Mash Makers, a Delaware-based beer club formed by Black craft beer enthusiasts, is to create a safe and inclusive space for people of color in the craft beer community, as well as to promote diversity and representation within the industry. They also aim to educate and empower members through beer tastings, brewery tours, and community events."
Which energy giant has announced the highest profit in its 115-year history?,ExxonMobil
"Up against the Chicago Bulls, Cleveland Cavaliers star Donovan Mitchell scored the eighth-most points in an NBA game. How many did he score?", Donovan Mitchell scored 57 points against the Chicago Bulls.
Which popular cooking ingredient is in trouble as extreme heat and drought push the industry into crisis?,Vanilla
Waitrose has announced plans to do what as the supermarket battles to lure back middle-class shoppers?,Waitrose has announced plans to introduce a range of budget-friendly products as the supermarket battles to lure back middle-class shoppers.
US fighter jets recently shot down a suspected spy balloon off the East Coast. Which country did the balloon belong to?,The suspected spy balloon shot down by US fighter jets off the East Coast belonged to Russia.
Which lawmaker was ousted from his role as speaker of the US House of Representatives?,John Boehner
"What sensitive item was lost, then found, on a Belfast street during President Joe Biden's visit to Northern Ireland?",President Joe Biden's sunglasses were lost and then found on a Belfast street during his visit to Northern Ireland.
Newly released Metropolitan Police figures show that one in every how many officers in the force are currently suspended or on restricted duties?,One in every 50 officers in the force are currently suspended or on restricted duties.
What sparked the popularity of Mexican pizza in Philadelphia?,"The popularity of Mexican pizza in Philadelphia was sparked by the unique combination of flavors and ingredients, such as spicy chorizo, tangy salsa, creamy avocado, and melted cheese, that appealed to the diverse taste preferences of the city's residents. Additionally, the rise of food trucks and pop-up restaurants in Philadelphia helped introduce Mexican pizza to a wider audience, leading to its widespread popularity in the city."
Senators unveiled a bipartisan bill this week empowering President Joe Biden to ban which popular app nationwide?,TikTok
"Revellers pelted each other with more than 10,000kg of what food at a festival in the Colombian town of Sutamarchán?",Tomatoes
What is the name of the BBC's controversial new drama about Jimmy Savile?,"""The Reckoning"""
Wembley Stadium celebrated what landmark event this week?,Wembley Stadium celebrated its 100th anniversary this week.
Germany’s far-right Alternative für Deutschland (AfD) claimed its first ever victory in a district election where?,Germany’s far-right Alternative für Deutschland (AfD) claimed its first ever victory in a district election in Thuringia.
Taco Bell is trying to cancel which trademark held by Wyoming-based Taco John’s?,"Taco Bell is trying to cancel the trademark held by Wyoming-based Taco John's for the term ""Taco Tuesday."""
What contributed to Delaware win against Del State in college basketball?,Delaware's strong defense and efficient shooting were key factors in their win against Del State in college basketball. Their ability to limit Del State's scoring opportunities and capitalize on their own offensive possessions ultimately led to their victory.
Which baseball veteran did the Los Angeles Angels hire to replace Phil Nevin as manager?,Joe Maddon
Florida Gov. Ron DeSantis launched his bid for president with a live event that was plagued by glitches on which social media platform?,Facebook
2. Elon Musk's X is suing which organisation for defamation over reports of ads on the platform appearing next to antisemitic posts?,Elon Musk's Tesla is suing The Washington Post for defamation over reports of ads on the platform appearing next to antisemitic posts.
Which company is being sued for failing to pay rent at one of its offices in San Francisco?,The company being sued for failing to pay rent at one of its offices in San Francisco is Twitter.
HBO Max relaunched this week as a service called:,HBO Max relaunched this week as a service called HBO Max.
"A powerful aftershock struck southern Turkey on Monday – two weeks after an initial magnitude 7.8 earthquake killed more than 46,000. How strong was the aftershock?",The aftershock that struck southern Turkey on Monday had a magnitude of 6.2.
Which comedian is set to host the 2023 Academy Awards Sunday night?,Tiffany Haddish
Which term was Google’s most-searched news trend in 2023?,"The most-searched news trend on Google in 2023 was the ""Global Climate Crisis."""
Which former England international footballer-turned-manager has inspired a new play?,Bobby Robson
Which company said this week it will spend $1 billion this year to increase wages and other compensation for its employees?,Amazon
What key recommendation was made in the independent assessment of Delaware’s education funding system?,"The key recommendation made in the independent assessment of Delaware's education funding system was to increase funding for low-income and English language learner students, as well as students with disabilities, in order to provide more equitable resources and opportunities for all students."
The federal government's COVID-19 national public health emergency formally came to an end this week. When was it first declared?,"The federal government's COVID-19 national public health emergency was first declared on January 31, 2020."
The Supreme Court this week ruled Andy Warhol infringed on a photographer’s copyright when he recreated prints of which celebrity?,The Supreme Court ruled that Andy Warhol infringed on a photographer's copyright when he recreated prints of the musician Prince.
"Actor Michael Lerner, whose career spanned 60 years, died this week. Which of these movies did he have a role in?",Barton Fink
Thousands of online communities went dark this week to protest API changes on which social media platform?,Reddit
A French minister sparked a political row after she appeared on the cover of which magazine?,Vogue
The canine equivalent of the Olympics took place in New York City this week. What was the competition called?,The competition was called the Westminster Kennel Club Dog Show.
The total number of women on this year’s Booker Prize shortlist is fewer than the tally of male nominees who share which first name?,"The total number of women on this year's Booker Prize shortlist is fewer than the tally of male nominees who share the first name ""David."""
"Which late celebrity is being ""brought back to life"" using AI in order to narrate a biopic?",James Dean
A bicorne hat worn by Napoleon Bonaparte sold for how much at a Paris auction this week?,"The bicorne hat worn by Napoleon Bonaparte sold for $325,000 at a Paris auction this week."
"This past weekend, rapper Drake performed at which iconic venue?","Drake performed at the iconic venue, The Forum, in Los Angeles this past weekend."
Which pro sports league announced it will play a game in Brazil during the 2024 season?,The National Football League (NFL) announced that it will play a game in Brazil during the 2024 season.
What is the primary claim made by the attorney general in the lawsuit against Meta Platforms Inc.?,"The primary claim made by the attorney general in the lawsuit against Meta Platforms Inc. is that the company has engaged in anti-competitive practices and has a monopoly in the social media market, specifically with its platforms Facebook and Instagram."
On what grounds has Egypt’s Ministry of Tourism of Antiquities criticised new Netflix docuseries Queen Cleopatra?,The Ministry of Tourism and Antiquities of Egypt has criticized the new Netflix docuseries Queen Cleopatra for its historical inaccuracies and misrepresentation of Egyptian history and culture.
Where does the CDC want to test wastewater for possible coronavirus variants?,The CDC wants to test wastewater for possible coronavirus variants in communities across the United States.
Which company is the latest tech giant to announce significant layoffs?,The latest tech giant to announce significant layoffs is IBM.
Colombia’s authorities are being urged to act against a growing population of which animal?,Hippo
Florida’s Governor Ron DeSantis has taken control of Walt Disney World’s self-governing district after the corporation opposed which of his bills?,"Florida’s Governor Ron DeSantis has taken control of Walt Disney World’s self-governing district after the corporation opposed his ""Don't Say Gay"" bill."
Which energy giant has posted record profits of £7.6bn for the first three months of this year?,ExxonMobil
Which US institution this week released its first-ever code of conduct?,The US Supreme Court released its first-ever code of conduct this week.
Approximately how many people are still unaccounted for in the wake of Maui’s devastating wildfires?,"As of the latest reports, approximately 17 people are still unaccounted for in the wake of Maui's devastating wildfires."
Video footage of a large brawl on a boat dock captivated the internet this week. Where did the fight occur?,"The fight occurred at Fisherman's Wharf in San Francisco, California."
What is the main reason for Wilmington Mayor Mike Purzycki's proposal to eliminate the residency requirement for city employees?,"The main reason for Wilmington Mayor Mike Purzycki's proposal to eliminate the residency requirement for city employees is to attract a larger pool of qualified candidates for city positions and to increase diversity within the city workforce. By removing the residency requirement, the city hopes to recruit top talent from a wider geographic area and improve the overall efficiency and effectiveness of city services."
What incident initially brought Timothy Edward Olschafskie to the attention of Delaware authorities on March 11?,Timothy Edward Olschafskie initially came to the attention of Delaware authorities on March 11 due to a car crash involving a stolen vehicle.
Formula 1 ace Max Verstappen's victory in the US Grand Prix last Sunday brought his total tally of wins this season to what?,Max Verstappen's victory in the US Grand Prix last Sunday brought his total tally of wins this season to 10.
Disney enthusiasts were thrilled this week when the full trailer was released for which upcoming live-action remake?,"The upcoming live-action remake that Disney enthusiasts were thrilled about this week is ""Mulan."""
"All of these stars will co-chair this year’s Met Gala with Vogue Editor-in-Chief Anna Wintour, except:","Anna Wintour is co-chairing the Met Gala with Billie Eilish, Timothée Chalamet, Naomi Osaka, and Amanda Gorman."
How many of the six planned central towers on Barcelona's unfinished Sagrada Familia cathedral have now been completed?,Four towers have been completed on Barcelona's Sagrada Familia cathedral.
President Joe Biden green lit a massive oil drilling venture in Alaska this week. What is it called?,President Joe Biden did not green light a massive oil drilling venture in Alaska this week.
"What is the primary time frame for the ""bed bug season""?","The primary time frame for the ""bed bug season"" is typically during the warmer months of the year, from spring to early fall. Bed bugs are more active and reproduce more quickly in warmer temperatures, making them more prevalent during this time."
The European Space Agency wants to give which celestial body its own time zone?,Mars
The UK government is racing to replace thousands of EU laws that will lapse when?,"The UK government is racing to replace thousands of EU laws that will lapse when Brexit officially takes effect on January 1, 2021."
Which cruise line recently had a ship battered by an intense storm that left water and objects flowing down interior hallways?,"The cruise line that recently had a ship battered by an intense storm, with water and objects flowing down interior hallways, is Royal Caribbean."
Who wrote “The Star-Spangled Banner?”,"Francis Scott Key wrote ""The Star-Spangled Banner."""
"A Rightmove analysis suggests having the ""unlucky"" number 13 on the front door knocks how much off a property's value?","A Rightmove analysis suggests that having the ""unlucky"" number 13 on the front door can knock off around £9,000 from a property's value."
"Marks & Spencer, WHSmith and Argos are among 202 companies fined a total of around £7 million for failing to do what?",Pay the minimum wage to their workers.
"Jon Rahm won the biggest event in golf, The Masters, giving him how many major tournament wins in his career?","Jon Rahm has won one major tournament in his career, The Masters."
Which Indian Hindu festival concluded this week?,Diwali
President Joe Biden made a highly secretive trip to which country this week?,President Joe Biden made a highly secretive trip to Afghanistan this week.
Hackers threatened to leak stolen data from which tech company unless it pays a $4.5 million ransom and changes its controversial pricing policy?,The tech company that hackers threatened to leak stolen data from unless it pays a $4.5 million ransom and changes its controversial pricing policy is Acer.
"What is the specialty drink at the Rail Haus German-style beer garden in Dover, Delaware?","The specialty drink at the Rail Haus German-style beer garden in Dover, Delaware is the ""Rail Haus Radler,"" a refreshing blend of beer and lemonade."
"Which communications company is set to acquire Ryan Reynolds’ prepaid wireless brand, Mint Mobile?",T-Mobile
When does daylight saving time officially end in 2023?,"Daylight saving time officially ends in 2023 on Sunday, November 5th."
Which country was named the world’s happiest for the sixth year in a row?,Finland
Which city was monitoring its drinking water system this week following a chemical spill upstream in the Delaware River?,Philadelphia
The public have regained the right to “wild camp” in which English national park?,Dartmoor National Park
"According to UN-backed scientists, Earth’s ozone layer is on track to fully recover from human-made damage by when?","According to UN-backed scientists, Earth's ozone layer is on track to fully recover from human-made damage by 2060."
Which NFL star requested a trade from his longtime home this week?,Deshaun Watson
"How many people will get a universal basic income (UBI) of £1,600 a month in a proposed trial in England?","The proposed trial in England aims to provide universal basic income (UBI) of £1,600 a month to 100,000 people."
Disney this week stopped selling what in Australia?,Disney this week stopped selling its merchandise in Australia.
The Republican National Committee (RNC) responded to Joe Biden’s re-election bid announcement by posting a video showing what?,The Republican National Committee (RNC) responded to Joe Biden's re-election bid announcement by posting a video showing clips of Biden's previous gaffes and controversial statements.
Why did former Delaware Auditor Kathy McGuiness appeal to the Delaware Supreme Court?,Former Delaware Auditor Kathy McGuiness appealed to the Delaware Supreme Court in order to challenge a ruling that found her in violation of the state's conflict of interest laws.
"What is the historic probability of Delaware having at least an inch of snow on the ground on Christmas, based on United States climate normals from 1991-2020?","Based on United States climate normals from 1991-2020, the historic probability of Delaware having at least an inch of snow on the ground on Christmas is approximately 10%."
A new bill filed in Florida would prohibit dogs from:,Driving cars.
Tourists will need to pay a €5 entrance fee to see which world-famous site in Rome?,The Colosseum.
"Italy’s No. 1 fugitive, convicted Mafia boss Matteo Messina Denaro, was arrested Monday after how many years on the run?","Italy’s No. 1 fugitive, convicted Mafia boss Matteo Messina Denaro, was arrested Monday after 23 years on the run."
When does daylight saving time end in 2023?,"Daylight saving time ends on Sunday, November 5, 2023."
Panic buying caused widespread gas station closures in which state this week?,North Carolina
Which media company pushed back after Twitter designated its account as “state-affiliated media”?,"The media company that pushed back after Twitter designated its account as ""state-affiliated media"" is Russia Today (RT)."
What was the location of the unauthorized car meet where a shooting occurred?,"The location of the unauthorized car meet where a shooting occurred was in Richmond, California."
Newly unearthed documents suggest a slave trafficked to Italy was the mother of which famous Renaissance figure?,Caterina Sforza
Which country recently banned solo hiking at its national parks for safety reasons?,South Korea
How many alleged gang members have been jailed in El Salvador since a major crackdown on crime began in March last year?,"According to reports, over 1,000 alleged gang members have been jailed in El Salvador since a major crackdown on crime began in March last year."
Hackers threatened to leak stolen data from which tech company unless it pays a $4.5 million ransom and changes its controversial pricing policy?,The tech company that hackers threatened to leak stolen data from unless it pays a $4.5 million ransom and changes its controversial pricing policy is Acer.
Harrison Ford has had a new species of which animal named after him?,Ant spider
A survey of funeral directors reportedly found that bizarre final requests included a British man asking his family to eat what following his death?,Fish and chips
Why is Delaware state Rep. Ruth Briggs King resigning from her legislative seat?,Delaware state Rep. Ruth Briggs King is resigning from her legislative seat due to personal reasons and to spend more time with her family.
Japan’s government is to offer families how much to relocate from Tokyo to less densely populated areas?,"Japan’s government is to offer families up to 3 million yen (approximately $28,000) to relocate from Tokyo to less densely populated areas."
"In a two-year study, what dangerous sea creatures were observed by researchers swimming safely in very close proximity to humans?",Dolphins were observed swimming safely in very close proximity to humans during the two-year study.
"Raquel Welch, a 1960s Hollywood sex symbol, died this week at 82. Which of these movies was she not involved with?",Raquel Welch is still alive as of September 2021.
Which national leader claimed the UN was “losing credibility” as the intergovernmental organisation’s annual assembly kicked off in New York City?,"The national leader who claimed the UN was ""losing credibility"" as the intergovernmental organization's annual assembly kicked off in New York City was President Donald Trump of the United States."
Wednesday was World Water Day. Around what percentage of the global population lacks access to clean water?,"Approximately 785 million people, or about 1 in 10 people worldwide, lack access to clean water. This equates to roughly 10% of the global population."
Elon Musk told advertisers fleeing his social media platform X (formerly Twitter) to do what?,"""Elon Musk told advertisers fleeing his social media platform X (formerly Twitter) to go ahead and leave, as he believes in free speech and will not bow down to pressure from advertisers."""
What is the current estimated population of adult Atlantic sturgeon breeding in the Delaware River?,The current estimated population of adult Atlantic sturgeon breeding in the Delaware River is approximately 300 individuals.
"Which tech company confirmed this week that it was laying off 10,000 of its employees?",Intel
"Which reality TV dating show featured Chelsea Griffin and Kwame Appiah, who recently visited Delaware?",Love Island
Millions of Americans were under flood alerts across the Northeast this week. Which state received almost two months of rain in two days?,New York
"Pumpkins were readily available in America during the first Thanksgiving, but the Pilgrims lacked all the ingredients – namely butter and wheat flour – needed to make pumpkin pie. What other dessert might they have made with pumpkins?","One dessert that the Pilgrims might have made with pumpkins instead of pumpkin pie is pumpkin pudding. This dessert is made by mixing pumpkin puree with milk, eggs, sugar, and spices like cinnamon and nutmeg, then baking it until set. It would have been a delicious and comforting treat for the Pilgrims during the first Thanksgiving."
What was unearthed under the site of a proposed new Aldi supermarket in the Buckinghamshire town of Olney?,A Roman villa was unearthed under the site of a proposed new Aldi supermarket in the Buckinghamshire town of Olney.
The saliva of which animal could be the key to sprucing up your garden?,The saliva of the alpaca could be the key to sprucing up your garden.
Regulators seized First Republic Bank and sold all of its deposits and most of its assets to which institution?,Union Bank
Tennessee Republicans voted to expel two Democrats from the state House for:,voting against a bill that would ban critical race theory in schools.
Which state was the first to recognize Juneteenth as a state holiday?,Texas
What is the name of the latest Covid variant surging in the UK?,The latest Covid variant surging in the UK is called the Omicron variant.
Which highly anticipated Netflix show is halting filming due to the film and TV writers’ strike?,Stranger Things
About how much does it cost for a roundtrip ticket to space?,"As of now, the cost for a roundtrip ticket to space can range anywhere from $200,000 to $250,000 with companies like SpaceX and Virgin Galactic offering commercial space travel experiences."
Which Food Network show is Anne Burrell known for and what event did she host for Meals on Wheels in Delaware?,"Anne Burrell is known for hosting the show ""Worst Cooks in America"" on the Food Network. She hosted the ""Meals from the Masters"" event for Meals on Wheels in Delaware."
Which climate action group has announced plans to ‘quit’ in 2023?,Extinction Rebellion
What prompted the shooting incident in Wilmington?,The shooting incident in Wilmington was prompted by a dispute between two rival gangs over territory and drug trafficking.
"The Metropolitan Police has launched an investigation after several items were found to have been “missing, stolen or damaged” from which major museum?",The British Museum.
"Which athlete shattered the women's marathon record last Sunday in Berlin while wearing new £400 ""super shoes""?",Brigid Kosgei
"The three mysterious objects that were recently shot down over North America were likely harmless, the White House said this week. What do officials believe the objects were?",Officials believe the mysterious objects that were shot down over North America were likely harmless weather balloons.
"Which major city has been warned it must stop building skyscrapers and high-rise buildings or it could “sink”, according to a new study?","Venice, Italy"
"Why has New Castle County in Delaware become a hotspot for Mexican food, particularly known for its excellent carnitas and birria tacos?","New Castle County in Delaware has become a hotspot for Mexican food due to the growing Hispanic population in the area, as well as the increasing popularity of authentic Mexican cuisine across the United States. The county's proximity to major cities like Philadelphia and Baltimore also contributes to the demand for quality Mexican food. Additionally, the county's diverse culinary scene and food culture have helped establish it as a destination for delicious carnitas and birria tacos."
Baseball star Shohei Ohtani signed a record-breaking $700 million contract with which US team?,Los Angeles Angels
Which word did Donald Trump use to refer to his political enemies during his Veterans Day speech?,"""Losers"""
Tory party chair Nadhim Zahawi has admitted settling a tax dispute with HMRC while he was serving as Chancellor under which prime minister?,David Cameron
True or false: Brooks Koepka became the first LIV golfer to win a major title after winning the PGA Championship this week.,"False. Brooks Koepka is not a LIV golfer, he is a professional golfer from the United States."
What percentage of the UK’s public toilets do experts estimate have closed in the past ten years?,Experts estimate that approximately 40% of the UK's public toilets have closed in the past ten years.
New research suggests babies born in the wealthiest parts of London can expect to live for how much longer than those born in Glasgow?,"Babies born in the wealthiest parts of London can expect to live for 8.4 years longer than those born in Glasgow, according to new research."
Archaeologists recently unearthed the oldest known structure in the world. Which material was it made of?,The oldest known structure in the world was made of stone.
"In what is believed to be Scotland’s most lethal mass stranding, a pod of which species washed ashore on the Isle of Lewis?",Pilot whales
