question,answer,label,judgement
What year did an incident reduce additional time?,"The incident that led to the introduction of additional time in football matches occurred in 1891 during a match between Stoke and Aston Villa. Trailing 1-0 with just two minutes remaining, Stoke were awarded a penalty. Villa's goalkeeper kicked the ball out of the ground, and by the time the ball had been recovered, the 90 minutes had elapsed and the game was over. This incident highlighted the need for a provision to allow for the completion of key moments in a match, leading to the introduction of added time, also known as stoppage time or injury time.",-1,Fail.
When was there more antimatter than matter?,"In the early universe, it is believed that there was an equal amount of matter and antimatter. However, as the universe evolved, there was a process called baryogenesis that led to a slight imbalance in favor of matter. This imbalance is what led to the dominance of matter in the observable universe today. So, there was a time when there was more antimatter than matter, but this balance shifted over time due to unknown processes.",1,Pass.
Mexico refers to a university in what other way?,"Mexico refers to a university as ""uni"" in Australia, Canada, New Zealand, the United Kingdom, Nigeria, the Netherlands, Spain, and German-speaking countries. In Ghana, New Zealand, South Africa, and Scotland, it is sometimes referred to as ""varsity.""",-1,Fail.
In what year did England start transmissions using and 819 line system?,England started transmissions using an 819 line system in the year 1936.,-1,Fail.
It was the last year of Tribeca featuring a showcase of producers who do what?,The showcase featured producers who work exclusively online.,-1,Fail.
Which ally of Germany was least surprised by the signing of the agreement?,"Italy was the ally of Germany that was least surprised by the signing of the agreement. This is because German diplomat Hans von Herwarth informed Italian diplomat Guido Relli about the secret protocol regarding vital interests in the countries' allotted ""spheres of influence"", without revealing the annexation rights for ""territorial and political rearrangement"". This advance knowledge likely prevented Italy from being as shocked as other allies of Germany.",-1,Fail.
Where are transistors being produced?,"Transistors are primarily being produced in integrated circuits (ICs), also known as microchips or chips. These ICs are manufactured by various companies around the world, with some producing over a billion transistors annually. The number of transistors in a single IC can vary, with a logic gate consisting of up to about twenty transistors and advanced microprocessors containing as many as 3 billion transistors.",-1,Fail.
How many ducks did China produce for cartoons in 2011?,China produced approximately 1.7 billion ducks for cartoons in 2011.,-1,Fail.
What Act did Disraeli push through Parliment in 1867?,"The Act that Disraeli pushed through Parliament in 1867 was the Representation of the People Act 1867, also known as the Second Reform Act. This Act extended the right to vote to working-class men in urban areas, increasing the electorate by around 1.5 million people.",-1,Fail.
Dynamic testing refers to executing predetermined code with what?,Dynamic testing refers to executing predetermined code with a given set of test cases.,-1,Fail.
What mundane property does the alloy made up of 90% copper and 10% nickel possess?,"The alloy made up of 90% copper and 10% nickel possesses the mundane property of resistance to corrosion. This makes it ideal for use in parts that are exposed to seawater, as it can withstand the harsh conditions without deteriorating.",-1,Fail.
What did the use of the speed of light by Newton lead to?,"The use of the speed of light by Newton ultimately led to the development of Einstein's theory of special relativity. By recognizing the constant, finite speed of light as the maximum signal velocity, Einstein was able to resolve problems with the classical understanding of time and space. This new understanding of time and space led to the conclusion that observers in motion relative to one another measure different elapsed times for the same event, fundamentally changing our understanding of the universe.",-1,Fail.
What damage amounted to $2 billion from 2016-2018?,Sinkhole damage claims on property in the state of Florida exceeded a total of $2 billion from 2006 through 2010.,-1,Fail.
How many pounds of pesticide are used by the US government?,"In 2006 and 2007, the US government used approximately 857 million pounds (389 kt) of conventional pesticides, which accounted for 22% of the world total pesticide use during that time period.",-1,Fail.
"During what periods of time were the essays and address contained in ""The Aims of Education and Other Essays"" destroyed?","The essays and addresses contained in ""The Aims of Education and Other Essays"" were destroyed during the periods of time between 1912 and 1927.",-1,Fail.
Who controlled San Diego's charter for 4 years after it was revoked by California legislature?,"After the California legislature revoked San Diego's charter in 1852, the city was controlled by a board of trustees for 4 years.",-1,Fail.
What reproductive method spread widely but made plants fragile?,"The reproductive method that spread widely but made plants fragile is flowering. Flowering plants, also known as angiosperms, have evolved to produce flowers as a means of reproduction. While this method has been highly successful in terms of spreading and dominating the plant world, it has also made plants more vulnerable to environmental changes and competition. The fragility of flowering plants lies in their reliance on animals for pollination and seed dispersal, as well as their need for specific conditions to reproduce successfully. This vulnerability has led to challenges for flowering plants in the face of habitat loss, climate change, and other threats.",-1,Fail.
After who philosophy was never the same again in France?,"After Voltaire, philosophy was never the same again in France.",-1,Fail.
How many people on average attend a Schalke home game?,"The average attendance for a Schalke home game is approximately 61,000 fans.",-1,Fail.
What does animal migration reduce competition for?,"Animal migration reduces competition for resources such as food and shelter. By moving to different areas at different times of the year, migrating animals can access new sources of food and avoid overcrowding in a particular habitat. This helps to ensure that all individuals within a population have access to the resources they need to survive and thrive.",-1,Fail.
 What island territory voluntarily joined the UK as a colony in 1898?,Hawaii voluntarily joined the UK as a colony in 1898.,-1,Fail.
In what year did Ban Ki-Moon request assistance from the UN?,Ban Ki-Moon requested assistance from the UN in the year 2008.,-1,Fail.
Where does the Harlequins Cricket Club want to introduce the sport to?,The Harlequins Cricket Club wants to introduce the sport to schools in Cork city and county.,-1,Fail.
 What did Southwestern sell to raise funds for it's first building?,"Northwestern University sold $100 ""perpetual scholarships"" to raise funds for its first building.",-1,Fail.
"What may a cardinal who does not hold the title of ""bishop"" do?","A cardinal who does not hold the title of ""bishop"" is still entitled to wear and use episcopal vestments and other pontificalia, such as the mitre, crozier, zucchetto, pectoral cross, and ring. However, they cannot perform functions reserved solely to bishops, such as ordination. Additionally, any cardinal, regardless of being a bishop or not, has both actual and honorary precedence over non-cardinal patriarchs, archbishops, and bishops who are not cardinals. It is worth noting that no cardinal who was not a bishop has participated in recent papal conclaves.",-1,Fail.
What can oil contamination be dependent on instead of pump nature?,"Oil contamination in a pumping system can be dependent on factors such as the type of oil used, the condition of the oil, the maintenance of the pump, the operating temperature of the pump, and the presence of any contaminants in the system. Additionally, the design of the pump, the materials used in the pump, and the pump-down procedures can also impact oil contamination levels. It is important to regularly monitor and maintain the pump and oil to prevent contamination and ensure optimal performance.",-1,Fail.
Who were Frankie Hardy and Ron Knuckles?,"Frankie Knuckles and Ron Hardy were influential pioneers of house music, with Frankie Knuckles being known as ""the Godfather of House."" Knuckles primarily worked with early disco music with a hint of new and different music, while Ron Hardy produced unconventional DIY mixtapes that he later played in the music club Muzic Box. Both DJs were known for their out-of-bounds behavior and played a significant role in shaping the early Chicago house music scene.",-1,Fail.
"Whose decision was it that members of the Governing Body have ""deep truths"" imparted to them by the holy spirit?","According to Jehovah's Witnesses teachings, it is believed that members of the Governing Body have ""deep truths"" imparted to them by the holy spirit. This guidance is said to help them discern and understand doctrinal matters before making decisions. The Governing Body as a whole considers these insights before establishing or refining doctrines.",-1,Fail.
What section of What's New can show links to websites?,"The section of What's New that can show links to websites is the ""latest information"" section. This section can contain website links, along with links to play videos and access to selected sections of the PlayStation Store.",-1,Fail.
What is the Union based upon?,"The Union is based upon the proposal made in the mid-1800s that one hundred dollars be known as a union. However, no union coins were ever struck, and only patterns for the $50 half union exist. The term ""Union"" was proposed to represent a denomination of $100.",-1,Fail.
What is thermal wind known as?,"Thermal wind is known as a type of wind that is created by the heating of the Earth's surface by the sun. This heating causes air to rise and creates areas of low pressure, which in turn creates wind as cooler air rushes in to fill the void. Thermal winds are commonly found in areas with dry weather and are often utilized by practitioners of unpowered air sports such as hang gliding and paragliding.",-1,Fail.
Which country doesn't need a similarity requirement to determine if the work was copied?,"In the United Kingdom, there is no substantial similarity requirement to determine if a work was copied. Instead, the focus is on whether there has been a substantial reproduction of the original work, regardless of similarities or differences. This approach allows for broader protection of original works and helps prevent the spread of false information.",-1,Fail.
"Which term isn't used in the Quran to indicate itself means ""book""?","The term ""kitāb"" (book) is not used in the Quran to indicate itself means ""book"".",-1,Fail.
CEO Weiss Barry left RCA/Jive Label Group in what year?,CEO Weiss Barry left RCA/Jive Label Group in March 2011.,-1,Fail.
Who may opt for the order of cardinal priests after they have been deacons for 30 years?,Cardinal deacons may opt for the order of cardinal priests after they have been cardinal deacons for 10 years.,-1,Fail.
Who did the secretary of transportation send budget requests to to be approved?,The Secretary of Transportation sent budget requests to the Department of Transportation (DOT) to be approved.,-1,Fail.
How long does basic artillery training last for?,"Basic artillery training in the U.S. Army typically lasts for 10 weeks for most recruits. This is followed by Advanced Individualized Training (AIT) where soldiers receive training for their specific military occupational specialties (MOS). Some MOSs may require additional training ranging from 14-20 weeks of One Station Unit Training (OSUT). The length of AIT school varies depending on the MOS, with some highly technical MOS training lasting many months. Overall, the length of time spent in AIT for artillery soldiers can vary based on their specific MOS and training requirements.",-1,Fail.
When did the original speakers of Sanskrit migrate to the north-west?,"The original speakers of Sanskrit are believed to have migrated to the north-west region (specifically what is now India and Pakistan) during the early second millennium BCE. This migration is part of the Indo-Aryan migration theory, which suggests that the speakers of what became Sanskrit arrived in the region from the north-west. This theory is supported by evidence such as the close relationship between Indo-Iranian languages and Baltic and Slavic languages, vocabulary exchange with non-Indo-European Uralic languages, and similarities in the Indo-European words for flora and fauna.",-1,Fail.
When did the second Indiana Jones movie come out?,"The second Indiana Jones movie, ""Indiana Jones and the Temple of Doom,"" was released on May 23, 1984.",-1,Fail.
What did Bradley say Moore did not understand?,Bradley said Moore did not understand the statement that something is real.,-1,Fail.
Whose football fields are hundred 50 yards wide and 65 yards long?,The football fields that are 150 yards wide and 65 yards long are Canadian football fields.,-1,Fail.
How many Landeshauptmann are there in total?,"There are a total of 16 Landeshauptmann in Germany, one for each of the 16 federal states (Bundesländer).",-1,Fail.
The second largest deal in recorded music history was worth how much?,"The second largest deal in recorded music history was worth more than $250 million, involving a partnership between Sony Corp and The Michael Jackson Company in March 2010.",-1,Fail.
 When was the renewal and re-equipment effort ended?,The renewal and re-equipment effort ended in 2011.,-1,Fail.
What did the Pechenges refuse to trade with the Rus?,The Pechenegs refused to trade with the Rus agricultural goods and other products.,1,Pass.
As of when did Christianity have about 2.4 million adherents?,"As of the early 21st century, Christianity had approximately 2.4 billion adherents, not 2.4 million. The faith represents about a third of the world's population and is the largest religion in the world. Christians have composed about 33 percent of the world's population for around 100 years. The largest Christian denomination is the Roman Catholic Church, with 1.17 billion adherents, representing half of all Christians.",-1,Fail.
What can cultural beliefs keep a person from doing?,"Cultural beliefs can keep a person from seeking help for pain, reporting pain, or receiving pain treatment. This can be due to religious beliefs, fear of stigma, societal expectations, or gender norms. Cultural barriers may prevent individuals from expressing their pain or seeking appropriate medical care, leading to unnecessary suffering and potential health complications. It is important to recognize and address these cultural beliefs in order to ensure individuals receive the care and support they need.",-1,Fail.
When was the Second Republic established?,The Second Republic in the Republic of the Congo was established in 1958.,-1,Fail.
What does boutique management do to make sure their prices aren't too high?,"Boutique management takes several steps to ensure their prices are not too high. One common practice is to carefully analyze the market and competition to set prices that are competitive yet reflective of the boutique's unique offerings and brand positioning. They may also negotiate with suppliers to secure favorable pricing and pass on those savings to customers. Additionally, boutique management may implement strategic pricing strategies, such as offering promotions or discounts, to attract customers while still maintaining profitability. Overall, boutique management strives to strike a balance between pricing that is fair to customers and sustainable for the business.",-1,Fail.
 What does ZID stand for?,"ZID stands for Zero Insertion Force. In the context of the Nintendo Entertainment System (NES), the ZIF cartridge socket was designed to resemble the front-loading mechanism of a VCR, allowing for easier insertion and removal of game cartridges. However, the design was not truly zero insertion force, as the force of pressing the cartridge down and into place could bend the contact pins and cause wear over time.",-1,Fail.
When did South Africa take over ruling Namibia?,"South Africa took over ruling Namibia in 1915, following the end of German colonial rule during World War I. South Africa administered Namibia as a League of Nations mandate until 1966, when the United Nations terminated the mandate and declared South Africa's continued presence in Namibia illegal. Namibia finally gained independence from South Africa in 1990.",-1,Fail.
When did Hermann Lotz offer his theories?,"Hermann Lotze offered his theories of western theistic idealism, including the concept of the ""world ground,"" in the 19th century.",-1,Fail.
"What state's law mandated that executions occur in """"room or place enclosed from private view""?","New Mexico's former law mandated that executions occur in a ""room or place enclosed from public view.""",1,Pass.
What unknown explorers ships was one of the first to have it's hulls made of copper?,The ships of Christopher Columbus were among the earliest to have copper sheathing for their hulls.,-1,Fail.
In what era did cross-border policing decrease?,"Cross-border policing decreased in the post–Cold War era, as it became more significant and frequent during this time.",1,Pass.
What are the rights of a content creator that has their work unprotected?,"Even if a content creator has not protected their work with copyright, they still have certain rights under the law. These rights may vary depending on the country, but generally include the right to be credited as the creator of the work, the right to control how their work is used (such as whether it can be modified or used for commercial purposes), and the right to take legal action against anyone who uses their work without permission. It is always recommended for content creators to protect their work with copyright to ensure their rights are fully protected.",-1,Fail.
Which graduate of The Feinburg School of Medicine was the last physician in space?,"Joseph P. Kerwin, a graduate of The Feinberg School of Medicine, was the last physician in space. He flew on three Skylab missions and later served as the director of Space and Life Sciences at NASA.",-1,Fail.
"For what reason does FAPL select a chairman, chief executive and vice president?","FAPL selects a chairman, chief executive, and vice president to oversee the daily operations of the league. The chairman, chief executive, and board of directors are elected by the 20 member clubs, who are shareholders with one vote each on important issues such as rule changes and contracts. The current chairman is Sir Dave Richards, and the chief executive is Richard Scudamore. The Football Association has veto power as a special shareholder during the election of the chairman and chief executive and when new rules are adopted by the league.",-1,Fail.
 In what order are words put in sentences in the Finnish language?,"In the Finnish language, the basic word order is subject-verb-object.",-1,Fail.
"What creates conversation called a ""frame""?","A ""frame"" is created by codecs to create discrete data segments for encoding and decoding. Frames are used to optimize efficiency and ensure that data can be encoded and decoded accurately. In the context of latency, codecs analyze longer segments of data and code them in a way that requires a larger segment of data at one time to decode. This process can introduce delays in two-way data transmission, such as in a telephone conversation, which may degrade the perceived quality of the communication.",-1,Fail.
What were the Chancellor's Ministers mos often members of?,The Chancellor's Ministers were most often members of one of the two Houses of Parliament in the UK Westminster system.,-1,Fail.
Who elevated the Duke of Brunswick to the rank of Prince?,The Duke of Brunswick-Lüneburg was elevated to the rank of Prince-Elector by the Holy Roman Emperor in 1692.,-1,Fail.
Where do microbes transfer material from their chloroplast and mitochondrial genomes?,"Microbes transfer material from their chloroplast and mitochondrial genomes to their nuclear chromosomes. This transfer of genetic material is believed to have occurred during the evolution of eukaryotic cells, leading to the presence of genes from these organelles in the nuclear genome. This process is known as endosymbiotic gene transfer and is thought to have played a significant role in the evolution of eukaryotic cells.",-1,Fail.
When did sea levels rise to prehistoric levels?,"Sea levels rose to prehistoric levels some 4,000 to 5,000 years ago, at the end of the Devensian glaciation period.",-1,Fail.
What was increased from 10 to 15 in July 2001?,The upload limit for videos on YouTube was increased from 10 minutes to 15 minutes in July 2010.,-1,Fail.
Who led the Friars Teachers order at this time?,Dominic of Guzman led the Friars Preachers order at this time.,-1,Fail.
What did the the UK courts in the end of the 19th century?,"In the end of the 19th century, the UK courts began to establish a more coherent court hierarchy and move towards a system of binding precedent. Prior to this time, judicial decisions were not consistently reported and judges subscribed to natural law theories of law. However, by the end of the 19th century, the UK courts were beginning to develop a system where decisions were binding on lower courts and future cases, leading to a more consistent and reliable legal system.",-1,Fail.
The term referring to unpublished material in a particular field includes what type of literature as one example?,"The term referring to unpublished material in a particular field includes academic literature as one example. Academic literature consists of scholarly articles, research papers, and other written works that have not been published in mainstream media but are instead shared within academic circles for peer review and discussion.",-1,Fail.
What is dystropy?,"Dystropy is not a commonly recognized term in the field of thermodynamics or physics. It is possible that there may be a typo or misunderstanding in the question. If you are referring to entropy, which is a measure of the evenness of energy distribution in a system, then the explanation provided in the context is accurate. If you have any further questions or need clarification on a specific topic, please feel free to ask.",1,Pass.
In what year was RCA founded?,"RCA, also known as the Radio Corporation of America, was founded in 1919.",-1,Fail.
In what year was the Order of the Garter destroyed?,The Order of the Garter was not destroyed. It was founded by Edward III of England in 1348 and continues to exist to this day as the oldest and most prestigious British order of chivalry.,1,Pass.
99% of asphalt that is removed from road surfaces during what type of projects is reused for conducting industry surveys?,99% of asphalt that is removed from road surfaces during widening and resurfacing projects is reused for conducting industry surveys.,-1,Fail.
How many people will no longer be diagnosed with decline in lung function after 2004?,"After 2004, approximately half of the children diagnosed with asthma will no longer carry the diagnosis after a decade, which means that a significant number of people will no longer be diagnosed with a decline in lung function.",-1,Fail.
How much area of downtown Texas does the Theater District cover?,The Theater District in downtown Houston covers a 17-block area.,-1,Fail.
When did The Norddeutsche Affinerie nuclear plant first begin production?,The Norddeutsche Affinerie nuclear plant first began production in 1876.,-1,Fail.
What is the most corrupt market for copper today?,"The most corrupt market for copper today is difficult to pinpoint as corruption can occur in various stages of the copper supply chain, from mining to production to distribution. However, some reports suggest that illegal mining operations in countries like the Democratic Republic of Congo (DRC) may contribute to corruption in the copper market. In these illegal operations, miners may not adhere to environmental regulations, labor laws, or pay proper taxes, leading to a lack of transparency and accountability in the copper trade. Additionally, corruption can also occur in the form of bribery, fraud, or price manipulation in the trading and selling of copper. It is important for consumers and businesses to be aware of these issues and support ethical and transparent practices in the copper industry.",-1,Fail.
What organization is mainly funded through public donations?,"Nonprofit organizations, such as Friends of UNFPA (formerly Americans for UNFPA), are mainly funded through public donations.",-1,Fail.
What document was written by Edward I in 1297?,The document written by Edward I in 1297 is the confirmation of the Magna Carta.,-1,Fail.
