question,answer,label,judgement
"LeBron James became the NBA’s all-time leading scorer this week. All of these players also rank in the top 5 in career points, except:",LeBron James,-1,Fail.
Which nation is experiencing a wave of protests after its leader pushed forward an unpopular bill to raise the country's retirement age?,France,-1,Fail.
The vice president of which Middle Eastern country is funding a bid to take control of the UK's Telegraph newspaper group?,Saudi Arabia.,-1,Fail.
Around what percentage of Americans get their flu shot each year?,Approximately 45-50% of Americans get their flu shot each year.,-1,Fail.
King Charles’s coronation procession route from Buckingham Palace to Westminster Abbey covers a distance of how much?,The coronation procession route of King Charles from Buckingham Palace to Westminster Abbey covers a distance of approximately 2.8 miles.,-1,Fail.
"According to the study conducted by Med.ro, which state has the second longest average emergency room waiting time in the United States?",Maryland,-1,Fail.
Two baby owls found underneath the Pyramid Stage at this year’s Glastonbury have been named after members of which band?,"The two baby owls found underneath the Pyramid Stage at this year's Glastonbury have been named after members of the band ""Radiohead.""",-1,Fail.
The Republican National Committee (RNC) responded to Joe Biden’s re-election bid announcement by posting a video showing what?,The Republican National Committee (RNC) responded to Joe Biden's re-election bid announcement by posting a video showing clips of Biden's previous gaffes and controversial statements.,-1,Fail.
Where did the Pilgrims celebrate the first Thanksgiving?,"The Pilgrims celebrated the first Thanksgiving in Plymouth, Massachusetts.",-1,Fail.
Florida Gov. Ron DeSantis launched his bid for president with a live event that was plagued by glitches on which social media platform?,Facebook,-1,Fail.
What is the primary focus of the Brandywine River Restoration Trust's mission?,"The primary focus of the Brandywine River Restoration Trust's mission is to protect and restore the Brandywine River and its watershed through conservation, education, and advocacy efforts.",-1,Fail.
Ford released an ad highlighting women’s contributions to the auto industry featuring its Expedition model called:,"""Built Phenomenally""",-1,Fail.
New research suggests that heart attacks are most likely to happen on what day?,Monday.,-1,Fail.
