question,answer
Which former pope was laid to rest this week?,Pope John Paul II was laid to rest this week.
"Who is Wally, and why did he attend the Philadelphia Flyers' game against the Carolina Hurricanes?","Wally is a therapy dog who attended the Philadelphia Flyers' game against the Carolina Hurricanes as part of a special event to raise awareness for mental health and support for those struggling with mental health issues. Wally's presence at the game was meant to provide comfort and emotional support to fans in attendance, as well as to promote the importance of mental health awareness and destigmatization."
Which country’s outdated rail network was criticized this week in the wake of a devastating train accident?,India's outdated rail network was criticized this week in the wake of a devastating train accident.
A new vaccine became available this week for which virus?,The new vaccine that became available this week is for the COVID-19 virus.
Which candy brand is facing criticism over one of its new packaging designs?,"Sour Patch Kids is facing criticism over its new packaging design, which features a larger logo and less prominent character illustrations. Many consumers have expressed disappointment with the change, feeling that it detracts from the brand's playful and whimsical image."
"Carnival season closed this week in fantastic fashion with colorful parades, masks and of course loads of beads. Mardi Gras is French for what?","Mardi Gras is French for ""Fat Tuesday."""
How many terms did George Washington serve as president of the US?,"George Washington served two terms as president of the United States. He was first elected in 1789 and served until 1797. He was then re-elected for a second term and served from 1797 to 1801. Washington set the precedent for a two-term limit for presidents, which was later officially established by the 22nd Amendment to the Constitution in 1951."
Which royal made a surprise visit to this week’s Chelsea Flower Show?,Prince Charles made a surprise visit to this week's Chelsea Flower Show.
Aaron Rodgers was traded from the Green Bay Packers to the New York Jets this week. How many Super Bowls did Rodgers win in Green Bay?,Aaron Rodgers has won one Super Bowl with the Green Bay Packers. He led the team to victory in Super Bowl XLV in 2011.
Kylie Jenner has angered animal rights activists by wearing a dress adorned with a lion’s head that was designed by who?,Kylie Jenner angered animal rights activists by wearing a dress adorned with a lion's head that was designed by Versace.
True or false: President Joe Biden would become the oldest elected president in U.S. history if he is re-elected in 2024.,"True. President Joe Biden was born on November 20, 1942, which would make him 82 years old in 2024. If he were to be re-elected, he would indeed become the oldest elected president in U.S. history."
Where is the global COP28 climate summit being held?,"The global COP28 climate summit is being held in New Delhi, India."
"Argentina's newly inaugurated President Javier Milei devalued the peso by how much as part of his economic ""shock therapy""?","There is no accurate information or evidence to support the claim that Argentina's newly inaugurated President Javier Milei devalued the peso as part of his economic ""shock therapy."" It is important to fact-check and verify information before spreading it to prevent the spread of misinformation."
Which national newspaper claimed on its front page that ‘now even God could be going gender neutral’?,The national newspaper that claimed on its front page that 'now even God could be going gender neutral' is The Times.
"What is the estimated value of the painting that the woman found in a New Hampshire thrift store, believed to be the work of American master N.C. Wyeth?","The estimated value of the painting found in a New Hampshire thrift store, believed to be the work of American master N.C. Wyeth, is around $30,000 to $50,000. N.C. Wyeth was a renowned American illustrator and painter known for his work in the early 20th century. His paintings have been known to fetch high prices at auctions and in the art market."
Novak Djokovic’s Australian Open victory this week brings his total tally of grand slam wins to how much?,Novak Djokovic's victory at the 2022 Australian Open brings his total tally of grand slam wins to 21.
How many times had a US House of Representatives speaker been removed from the role prior to the ousting of Kevin McCarthy?,"Before Kevin McCarthy was ousted as Speaker of the House of Representatives, only one other Speaker had been removed from the role. That was James G. Blaine in 1876."
Voters in Chicago went to the polls this week to elect a new mayor. Two candidates advanced to a runoff. Who didn’t?,The two candidates who advanced to the runoff election for mayor of Chicago are Lori Lightfoot and Toni Preckwinkle. The candidate who did not advance to the runoff was Bill Daley.
Which popular energy drink is reportedly being traded on black markets at schools across the UK?,The popular energy drink reportedly being traded on black markets at schools across the UK is Red Bull.
A new black comedy by controversial 90-year-old director Roman Polanski that premiered at the Venice Film Festival is called what?,"The new black comedy by controversial 90-year-old director Roman Polanski that premiered at the Venice Film Festival is called ""An Officer and a Spy."""
Scientists have discovered that the females of which species fake their own deaths to avoid unwanted male advances?,The females of the species known as the orb-weaving spider have been observed to fake their own deaths to avoid unwanted male advances. This behavior is believed to be a survival strategy to protect themselves from potential harm or harassment from males.
"Muslims around the world are currently observing Ramadan, a time of fasting rooted in spiritual activities and self-reflection. How long does the celebration last?","Ramadan is a month-long celebration observed by Muslims around the world. It lasts for 29 or 30 days, depending on the sighting of the moon. During this time, Muslims fast from dawn until sunset, engage in increased prayer and reflection, and focus on acts of charity and community service."
One of America’s most well-known Christmas trees toppled over in gusty winds this week. Where did this occur?,The Rockefeller Center Christmas tree in New York City toppled over in gusty winds this week.
Which major Delaware craft brewery recently announced its closure after nearly 8½ years of operation in Smyrna?,"Fordham & Dominion Brewing Co. announced its closure after nearly 8½ years of operation in Smyrna, Delaware."
Which high-profile actor unexpectedly showed up at an art show dedicated to him?,Keanu Reeves unexpectedly showed up at an art show dedicated to him.
Manhattan District Attorney Alvin Bragg filed a lawsuit against which politician over an inquiry into the prosecution of Donald Trump?,"Manhattan District Attorney Alvin Bragg filed a lawsuit against former President Donald Trump's personal attorney, Rudy Giuliani, over an inquiry into the prosecution of Donald Trump."
Judges in England and Wales were given the green light to use which online tool to help write legal rulings?,"Judges in England and Wales were given the green light to use the online legal research tool called ""Google"" to help write legal rulings."
"In her final speech as New Zealand’s prime minister, who did Jacinda Ardern assure that “they too could one day lead”?","In her final speech as New Zealand's prime minister, Jacinda Ardern assured young girls that ""they too could one day lead."""
Which airline this week said it will begin weighing some passengers before they board the airplane?,Uzbekistan Airways announced this week that they will begin weighing passengers before they board the airplane as part of a new safety measure.
The Americans for Prosperity Action group is backing which Republican presidential candidate?,The Americans for Prosperity Action group is backing Republican presidential candidate Donald Trump.
The daughter of late NHS fundraiser Captain Sir Tom Moore was ordered to demolish what unauthorised structure in her garden?,The daughter of late NHS fundraiser Captain Sir Tom Moore was ordered to demolish an unauthorised treehouse in her garden.
"The shock winner of Argentina’s presidential primary elections, far-right candidate Javier Milei famously claims to be what?","The shock winner of Argentina's presidential primary elections, far-right candidate Javier Milei famously claims to be a libertarian."
Why was the woman in the story first put in prison?,"The woman in the story was first put in prison because she was falsely accused of committing a crime she did not commit. Despite her innocence, she was wrongfully convicted and sentenced to prison."
The leaders of the Brics economic bloc met for a summit this week in which city?,"The leaders of the Brics economic bloc met for a summit this week in the city of Brasília, Brazil."
"According to a new study published this week, how many minutes of daily exercise could have a positive impact on your health?","According to a new study published this week, engaging in at least 30 minutes of moderate-intensity exercise daily can have a positive impact on your health. This level of physical activity has been shown to improve cardiovascular health, boost mood, and reduce the risk of chronic diseases such as diabetes and obesity. It is recommended to incorporate a combination of aerobic, strength training, and flexibility exercises to achieve overall health benefits."
New polling data suggests that what percentage of 18- to 24-year-olds in the UK want to replace the monarchy with an elected head of state?,The new polling data suggests that 41% of 18- to 24-year-olds in the UK want to replace the monarchy with an elected head of state.
"Which quarterback agreed this week to a five-year, $255 million deal, making them the highest paid player in NFL history?","Patrick Mahomes agreed this week to a five-year, $255 million deal, making him the highest paid player in NFL history."
Punxsutawney Phil saw his shadow on Groundhog Day this year. True or False?,"True. Punxsutawney Phil did see his shadow on Groundhog Day this year, which traditionally indicates six more weeks of winter."
Which Constitutional Amendment officially abolished slavery across the United States?,The 13th Amendment officially abolished slavery across the United States.
"At the North American Leaders’ Summit this week, President Joe Biden held bilateral talks with this leader, his Mexican counterpart:","President Joe Biden held bilateral talks with his Mexican counterpart, President Andrés Manuel López Obrador, at the North American Leaders' Summit this week."
Which royal this week swore allegiance to their country at a ceremony on their 18th birthday?,Princess Leonor of Spain swore allegiance to her country at a ceremony on her 18th birthday this week.
Which 2024 Republican presidential contender announced that he is ending his campaign?,"As of now, no 2024 Republican presidential contender has officially announced that they are ending their campaign."
The president of which South American country has been invited to visit Ukraine to “understand the real causes and essence of Russian aggression”?,"The president of Colombia, Ivan Duque, has been invited to visit Ukraine to ""understand the real causes and essence of Russian aggression."""
What is the name of the storm that has battered Britain this week?,The storm that has battered Britain this week is called Storm Eunice.
Gun violence continued to plague communities across the US. Which state suffered the deadliest mass shooting in 2023?,"As of 2023, the deadliest mass shooting in the United States occurred in the state of California. In this tragic event, a gunman opened fire at a crowded public event, resulting in a high number of casualties. It is important to note that gun violence is a serious issue that affects communities nationwide, and efforts must be made to address the root causes and prevent future tragedies."
True or false: Rolling Stone ruffled feathers with its updated 200 Greatest Singers of All Time list by snubbing powerhouses like Celine Dion.,"False. Rolling Stone did update its 200 Greatest Singers of All Time list, but Celine Dion was not snubbed. She was actually included on the list, ranking at number 97."
An independent review found that “too many” of which broadcaster’s journalists “lack understanding of basic economics”?,"The independent review found that ""too many"" BBC journalists lack understanding of basic economics."
Which NFL teams are headed to the Super Bowl on February 12?,The NFL teams headed to the Super Bowl on February 12 are the Los Angeles Rams and the Cincinnati Bengals.
Which state's board of education voted to ban teaching about sexual orientation and gender identity from kindergarten through 12th grade?,The state's board of education that voted to ban teaching about sexual orientation and gender identity from kindergarten through 12th grade is the state of Florida.
"Kansas City Chiefs star Travis Kelce fired back at Cincinnati Mayor Aftab Pureval after beating the Cincinnati Bengals, by borrowing a phrase from which wrestler?","Kansas City Chiefs star Travis Kelce fired back at Cincinnati Mayor Aftab Pureval after beating the Cincinnati Bengals by borrowing a phrase from WWE wrestler Dwayne ""The Rock"" Johnson."
How many US states have taken action to restrict TikTok on government devices?,"As of September 2021, at least 27 US states have taken action to restrict TikTok on government devices due to concerns about data privacy and national security risks associated with the popular social media app. These states have either banned TikTok from being downloaded on government-issued devices or have implemented policies to limit its use. It is important to note that the situation may change, so it is recommended to stay updated on the latest developments regarding TikTok restrictions in the US."
Prince Harry took the stand in a London courtroom this week as part of his lawsuit accusing a British tabloid group of what?,Prince Harry took the stand in a London courtroom this week as part of his lawsuit accusing a British tabloid group of phone hacking and invasion of privacy.
Which university was recently fined over $37 million by the Biden administration for misrepresenting the cost of its doctoral programs?,The university that was recently fined over $37 million by the Biden administration for misrepresenting the cost of its doctoral programs is Walden University.
Why did ShopRite stores in Delaware return to full-service checkout with cashiers?,"ShopRite stores in Delaware returned to full-service checkout with cashiers in response to customer feedback and demand. Many customers expressed a preference for interacting with a cashier rather than using self-checkout machines. Additionally, having cashiers available helps to provide a more personalized and efficient shopping experience for customers."
Which world leader did the Bidens host at a glamorous White House state dinner this week?,"The Bidens hosted the Prime Minister of Japan, Yoshihide Suga, at a glamorous White House state dinner this week."
Which US state announced a ban on TikTok this week?,There is currently no US state that has announced a ban on TikTok this week.
"What was the name of Helen Achenbach's famous restaurant near Smyrna, known for its early morning hours, hearty breakfast sandwiches, and an Elvis Presley memorabilia-filled dining room?","The name of Helen Achenbach's famous restaurant near Smyrna was ""Helen's Restaurant."" It was known for its early morning hours, hearty breakfast sandwiches, and an Elvis Presley memorabilia-filled dining room."
"After being expelled for leading gun-reform protests on the chamber floor, two Black Democratic lawmakers from which state were reappointed?",The two Black Democratic lawmakers who were expelled for leading gun-reform protests on the chamber floor and were later reappointed are from the state of Missouri.
"The NHS is ""repurposing"" breast cancer treatment Anastrozole as a preventative pill after the drug was found to cut post-menopausal women's risk of the disease by how much?",The NHS is repurposing the breast cancer treatment Anastrozole as a preventative pill after the drug was found to cut post-menopausal women's risk of the disease by 53%.
Prince Harry and Meghan’s daughter will be known by which royal title?,"Prince Harry and Meghan's daughter will not have a royal title. They have chosen not to give her a royal title, and she will be known simply as Lilibet ""Lili"" Diana Mountbatten-Windsor."
Who is the Republican candidate seeking the nomination for Delaware's at-large U.S. House of Representatives seat in the upcoming election?,The Republican candidate seeking the nomination for Delaware's at-large U.S. House of Representatives seat in the upcoming election is Lee Murphy.
Hundreds of officers this week were called to respond to two mass shootings in which state?,Texas
What organization owned and occupied the Elwyn building before it was purchased by the Delaware Affordable Housing Group?,The Elwyn building was previously owned and occupied by the Elwyn organization before it was purchased by the Delaware Affordable Housing Group.
"Iconic talk show host Jerry Springer died this week at 79. Before TV fame, he served a term as mayor of what city?","Jerry Springer served as the mayor of Cincinnati, Ohio before gaining fame as a talk show host."
"Horror movie ""Five Nights at Freddy's"" broke box-office records by earning how much in its opening weekend?","There is currently no official ""Five Nights at Freddy's"" movie that has been released in theaters, so it has not broken any box-office records."
Which grocery store chain recalled two types of cookies over concerns they may contain rocks?,The grocery store chain that recalled two types of cookies over concerns they may contain rocks is Aldi.
What is the name of the UK government’s new plan to deliver net zero by 2050?,"The name of the UK government's new plan to deliver net zero by 2050 is the ""Ten Point Plan for a Green Industrial Revolution."""
Sen. Dianne Feinstein said this week she will not run for reelection in 2024. What year was she first elected?,Sen. Dianne Feinstein was first elected to the United States Senate in 1992.
"Which state was devastated by a series of tornadoes that left more than 35,000 customers without power?","The state that was devastated by a series of tornadoes that left more than 35,000 customers without power was Tennessee."
"What inspired the name and design of the vintage coin-operated kiddie ride ""Champion"" at Funland in Rehoboth Beach?","The name and design of the vintage coin-operated kiddie ride ""Champion"" at Funland in Rehoboth Beach were inspired by the classic boxing champion theme. The ride features a boxing ring design with two miniature boxers that move and punch each other when the ride is in motion. The name ""Champion"" reflects the competitive and exciting nature of the ride, giving children the experience of being in a boxing match while safely enjoying a fun ride at the amusement park."
"Months after <a href=""https://www.cnn.com/2023/04/07/politics/clarence-thomas-disclosures-supreme-court/index.html"">Supreme Court Justice Clarence Thomas</a> came under scrutiny for accepting lavish trips paid for by a billionaire Republican donor, another justice is in the spotlight for similar reasons. Which justice is it?",The justice currently under scrutiny for accepting lavish trips paid for by a billionaire Republican donor is Justice Neil Gorsuch.
What viral term describes scheduling multiple dates in one day?,"The viral term that describes scheduling multiple dates in one day is ""double booking."""
The UK’s so-called “wonkiest pub” has closed after almost 200 years of trading in which county?,"The UK's so-called ""wonkiest pub,"" The Crooked House, has closed after almost 200 years of trading in Staffordshire."
What percentage of people in the US have some immunity to Covid-19?,"As of September 2021, it is estimated that around 53% of the US population is fully vaccinated against Covid-19. Additionally, there is a portion of the population that has acquired some level of immunity through previous infection with the virus. However, it is important to note that the level of immunity can vary depending on factors such as the type of vaccine received, the presence of variants, and the duration of immunity post-infection. Overall, it is difficult to provide an exact percentage of people with immunity to Covid-19 in the US, but efforts are being made to increase vaccination rates and monitor immunity levels in the population."
Which film has bagged the most nominations for the upcoming Oscars awards?,"The film with the most nominations for the upcoming Oscars awards is ""The Power of the Dog"" with a total of 12 nominations."
Police have “saved Easter” by recovering how many Cadbury Creme Eggs stolen from a Telford industrial estate?,"This statement is false. The police did not recover any stolen Cadbury Creme Eggs from a Telford industrial estate. This is likely a made-up or exaggerated story, and it is important to fact-check information before sharing it to prevent the spread of misinformation."
Beloved actress Cindy Williams died this week at age 75. She was best known for her role on which popular sitcom?,"Cindy Williams is alive and well. There have been no reports of her passing. She is best known for her role as Shirley Feeney on the popular sitcom ""Laverne & Shirley."""
What is the name of Joe Biden’s dog who is in the doghouse for repeatedly biting Secret Service agents?,The name of Joe Biden's dog who is in the doghouse for repeatedly biting Secret Service agents is Major.
How many slaves were estimated to be in the United States in the early 1860s before slavery was outlawed?,It is estimated that there were approximately 4 million slaves in the United States in the early 1860s before slavery was outlawed with the passage of the 13th Amendment in 1865.
Dr. Seuss Enterprises and Penguin Random House Children's Book announced which famous Seuss book will get a sequel?,"Dr. Seuss Enterprises and Penguin Random House Children's Book announced that the famous Seuss book ""Oh, the Places You'll Go!"" will be getting a sequel."
Temperatures hit record highs for April in which Spanish city this week?,The Spanish city that experienced record high temperatures for April this week was Seville.
Which university recently won its first NCAA women’s basketball championship?,Stanford University recently won its first NCAA women's basketball championship in 29 years by defeating Arizona in the 2021 championship game.
Why do ladybugs often enter houses during the fall and winter seasons?,"Ladybugs often enter houses during the fall and winter seasons because they are seeking shelter from the cold weather. As temperatures drop, ladybugs look for warm and cozy places to hibernate until the weather warms up again. Houses provide a perfect refuge for ladybugs, as they can find warmth and protection from the elements inside. Additionally, the scent of pheromones released by other ladybugs can attract more of them to the same location, leading to a higher concentration of ladybugs in certain areas. While they may be a nuisance indoors, ladybugs are harmless and can be gently relocated back outside if desired."
Which world leader met with President Joe Biden at the White House this week?,The world leader who met with President Joe Biden at the White House this week was Prime Minister Boris Johnson of the United Kingdom.
What led to the resumption of the defamation lawsuit against Lauren Witzke?,"The resumption of the defamation lawsuit against Lauren Witzke was due to new evidence that emerged, which supported the claims made by the plaintiff. This evidence prompted the court to allow the lawsuit to proceed, as it indicated that there was a valid basis for the defamation allegations against Witzke."
Ford released an ad highlighting women’s contributions to the auto industry featuring its Expedition model called:,"""Built Phenomenally: Ford Expedition"""
A bottle of Macallan 1926 whisky set a new auction record by selling for how much?,A bottle of Macallan 1926 whisky set a new auction record by selling for $1.9 million.
Which legendary musical revival opened on Broadway this week?,"The legendary musical revival that opened on Broadway this week is ""Company."""
"Which country’s soccer team claimed the Women’s World Cup, hosted jointly this year by Australia and New Zealand?","The United States Women's National Soccer Team claimed the Women's World Cup, hosted jointly this year by Australia and New Zealand."
What is the reason behind the delayed scheduling of a hearing for Pure Flavor Hookah Lounge's application for a taproom license?,"The reason behind the delayed scheduling of a hearing for Pure Flavor Hookah Lounge's application for a taproom license is due to a backlog in the licensing department's review process. The department is currently experiencing a high volume of applications, causing delays in scheduling hearings for new license applications. The licensing department is working to expedite the review process and schedule hearings as soon as possible."
Uber released its annual list of items forgotten by passengers in cars. Which city took the top spot for being the most forgetful?,Los Angeles took the top spot for being the most forgetful city according to Uber's annual list of items forgotten by passengers in cars.
"AMC Theaters, America’s largest movie chain, announced its ticket prices will soon be based on seat location. Where will the most expensive seats in the theaters be located?","The most expensive seats in AMC Theaters will be located in the prime viewing areas, such as the center of the theater and closer to the screen. These seats typically offer the best viewing experience and are in high demand, leading to higher prices compared to seats located further away or on the sides of the theater."
Which country is reeling from the shock of a tragic landslide at a jade mine?,Myanmar is the country reeling from the shock of a tragic landslide at a jade mine.
"Taylor Swift welcomed which special guest and ""guiding light"" to the premiere of her ""The Eras Tour"" concert film?","Taylor Swift welcomed her close friend and fellow musician, Selena Gomez, as her special guest and ""guiding light"" to the premiere of her ""The Eras Tour"" concert film."
In which English seaside town did a new Banksy artwork appear on Valentine’s Day?,The new Banksy artwork appeared in the English seaside town of Clevedon on Valentine's Day.
"Third baseman Scott Rolen was the lone player elected to the Baseball Hall of Fame this year. He played for five MLB teams, including the:","Philadelphia Phillies, St. Louis Cardinals, Toronto Blue Jays, Cincinnati Reds, and the New York Yankees."
Which organization was recently impacted by a cyberattack affecting its unclassified websites?,The United States Department of Defense was recently impacted by a cyberattack affecting its unclassified websites.
"Which state has been drenched by a powerful storm this week, causing widespread flooding and power outages?","The state that has been drenched by a powerful storm this week, causing widespread flooding and power outages, is Texas."
"X, the company formerly known as Twitter, endured a turbulent year under Elon Musk’s leadership. He laid off thousands of employees and implemented a slew of controversial changes. Amid the chaos, rival Meta introduced a new social media app. What is it called?","The new social media app introduced by rival Meta is called ""Meta Social."""
The World Health Organization recently warned of a “huge biological risk” after a laboratory was seized by fighters in which country?,"The World Health Organization recently warned of a ""huge biological risk"" after a laboratory was seized by fighters in Ukraine."
Which of these 2023 NCAA men’s basketball tournament participants did not advance to the Sweet 16 this year?,The correct answer is the University of Kentucky. Kentucky was eliminated in the Round of 32 in the 2023 NCAA men's basketball tournament and did not advance to the Sweet 16.
Which movie currently holds the top spot on worldwide box office charts?,"As of now, the movie ""Avengers: Endgame"" holds the top spot on worldwide box office charts. Released in 2019, the film directed by Anthony and Joe Russo surpassed ""Avatar"" to become the highest-grossing film of all time."
Which African country did King Charles and Queen Camilla visit this week?,King Charles and Queen Camilla visited Nigeria this week.
Which professional sports league is back this week for its 104th season?,The National Football League (NFL) is back this week for its 104th season.
Massachusetts Air National Guard member Jack Teixeira was arrested this week. What is he accused of?,"Jack Teixeira, a member of the Massachusetts Air National Guard, was arrested this week on charges of possession of child pornography."
What significant change has occurred in the sale of Delaware surf-fishing permits for 2024?,"In 2024, the significant change in the sale of Delaware surf-fishing permits is that they are now only available for purchase online through the Delaware State Parks website. This change was implemented to streamline the permit process and make it more convenient for surf-fishers to obtain their permits. Additionally, the online system allows for easier monitoring and enforcement of permit regulations."
Which automaker recalled nearly 2 million vehicles this week due to a fire risk?,Ford Motor Company recalled nearly 2 million vehicles this week due to a fire risk.
"Congress grilled the CEO of which social media company this week, citing potential national security risks?","Congress grilled the CEO of Facebook this week, citing potential national security risks."
Which city lit up the world’s largest spherical structure this week?,"The city that lit up the world's largest spherical structure this week is Dubai, with the lighting of the Ain Dubai Ferris wheel."
"Which airline announced it will give 25,000 frequent flier miles to passengers who were impacted by its holiday travel meltdown?","American Airlines announced that it will give 25,000 frequent flier miles to passengers who were impacted by its holiday travel meltdown."
Which legendary music artist recently retired after touring for decades?,Elton John recently retired after touring for decades.
The expiration of Title 42 means which border policy will be back in effect?,"The expiration of Title 42 means that the ""Remain in Mexico"" policy, also known as the Migrant Protection Protocols (MPP), will be back in effect at the border. Under this policy, asylum seekers are required to wait in Mexico for their immigration court hearings in the United States."
Eight Republican presidential candidates faced off Wednesday in the first primary debate of the 2024 campaign. Where did the debate take place?,"The debate took place at the Ronald Reagan Presidential Library in Simi Valley, California."
The NFL announced which service will air the first exclusively live streamed NFL playoff game for 2023 season?,The NFL announced that Amazon Prime Video will air the first exclusively live streamed NFL playoff game for the 2023 season.
How many Republican candidates participated in the presidential debate this week?,There were 10 Republican candidates who participated in the presidential debate this week.
President Joe Biden unveiled new efforts to crack down on which type of fees?,President Joe Biden unveiled new efforts to crack down on overdraft fees charged by banks.
How did Danelo Souza Cavalcante escape from the Chester County prison?,There is no credible information or evidence to suggest that Danelo Souza Cavalcante has escaped from the Chester County prison. It is important to verify information from reliable sources before spreading any rumors or misinformation.
"Which dog breed, according to the American Kennel Club, is now the most popular in the U.S., ending a 31-year reign of the Labrador retriever?","The most popular dog breed in the U.S. according to the American Kennel Club is now the French Bulldog, ending the Labrador Retriever's 31-year reign."
"Tech experts and execs including Elon Musk have called for artificial intelligence development to be paused for how long, amid fears of a threat to humanity?","Tech experts and execs, including Elon Musk, have called for artificial intelligence development to be paused for a period of time until proper regulations and safety measures are put in place. Musk specifically has expressed concerns about the potential threat to humanity if AI is not developed responsibly."
Drive-in movies were a popular summer pastime in the ‘50s and ‘60s. When did the first drive-in movie theater open in the US?,"The first drive-in movie theater in the US opened on June 6, 1933, in Camden, New Jersey. It was called the ""Drive-In Theater"" and was created by Richard Hollingshead."
Researchers have discovered a “hidden chapter” of which religious text?,"Researchers have discovered a ""hidden chapter"" of the Bible, specifically the Book of Psalms. This newly discovered chapter, known as Psalm 151, was found among the Dead Sea Scrolls and provides additional insight into the religious beliefs and practices of ancient Israel."
The upcoming release of a memoir by who reportedly threatens to ‘overshadow’ King Charles’s coronation?,The upcoming release of a memoir by Meghan Markle reportedly threatens to ‘overshadow’ King Charles’s coronation.
"During the game against the Miami Marlins, what did Phillies player Nick Castellanos do after hitting a double down the left field line in the fourth inning?","After hitting a double down the left field line in the fourth inning against the Miami Marlins, Phillies player Nick Castellanos celebrated by flexing his muscles and pointing to the Phillies dugout."
Which automaker reached a tentative agreement with unionized workers to end a bruising strike?,General Motors reached a tentative agreement with unionized workers to end a bruising strike.
The Miami Heat eliminated the Boston Celtics to punch a ticket to the NBA Finals. Miami is the first No. 8 seed to advance this far since the:,New York Knicks in 1999.
Scientists this week set the hands of the Doomsday Clock to how many seconds before midnight?,"The scientists from the Bulletin of the Atomic Scientists set the hands of the Doomsday Clock to 100 seconds before midnight. This symbolic clock represents the likelihood of a global catastrophe, with midnight symbolizing the end of the world as we know it. The decision to move the clock closer to midnight was made due to the increasing threats of nuclear war, climate change, and emerging technologies."
The Doomsday Clock moved to how many seconds to midnight?,The Doomsday Clock moved to 100 seconds to midnight.
"Ukraine’s battlefield forces are communicating via Elon Musk’s Starlink network, which has how many satellites in orbit?","As of September 2021, SpaceX's Starlink network has over 1,700 satellites in orbit."
An activist is to be prosecuted for contempt of court for holding up a sign outside the trial of protesters from which climate group?,Extinction Rebellion.
"What sparked a police investigation at Carousel Park in Pike Creek, Delaware?","A police investigation was sparked at Carousel Park in Pike Creek, Delaware, after a body was discovered in the park on a Sunday morning. The body was found near the playground area, and authorities were called to the scene to investigate the circumstances surrounding the death. The investigation is ongoing, and further details have not been released at this time."
UK ministers and civil servants have been banned from having which social media app on their work phones?,UK ministers and civil servants have been banned from having the social media app WhatsApp on their work phones.
What controversial solution has been proposed to reduce the growing population of carp in Australia?,"One controversial solution that has been proposed to reduce the growing population of carp in Australia is the introduction of a herpes virus specifically designed to target and kill carp. This method, known as the ""carp herpes virus release,"" aims to significantly reduce the number of carp in Australian waterways, as they are considered an invasive species that disrupts the ecosystem. However, this solution has sparked debate and concerns about potential unintended consequences on other species and the environment."
Which group of unionized employees walked off their jobs recently in an unprecedented strike?,The group of unionized employees that recently walked off their jobs in an unprecedented strike are the Amazon warehouse workers.
"Twelve new moons were discovered around Jupiter, making  it the planet with the most moons. True or false?","True. Jupiter now has a total of 79 known moons, surpassing Saturn's previous record of 82 moons."
Which European city is launching a “Stay Away” campaign to deter Brits from visiting?,"Amsterdam, the capital city of the Netherlands, is launching a ""Stay Away"" campaign to deter Brits from visiting."
"A Chinese food blogger was fined the equivalent of £15,000 for eating which sea creature?","A Chinese food blogger was fined £15,000 for eating a live giant salamander, which is a protected species in China."
"Actress Cindy Williams, who played Shirley in the hit show ‘Laverne & Shirley,’ died at 75. She also appeared in which of these films?","This statement is false. Actress Cindy Williams, who played Shirley in the hit show 'Laverne & Shirley,' is still alive as of September 2021. She has not passed away at the age of 75."
Fox News rocked the media world this week when it announced it would part ways with which top-rated host?,"Fox News rocked the media world this week when it announced it would part ways with top-rated host, Tucker Carlson."
Which islands were at the centre of a diplomat spat this week between the EU and the UK?,"The islands at the center of a diplomatic spat this week between the EU and the UK are the British Crown Dependency of Jersey. The dispute arose over fishing rights and access to waters around the island, leading to tensions between the two parties."
The White House recently announced a 30-day deadline for federal agencies to remove which app from all government-issued devices?,The White House recently announced a 30-day deadline for federal agencies to remove the TikTok app from all government-issued devices.
The contents of which late music star’s former home are being put up for sale?,"The contents of late music star Prince's former home, Paisley Park, are being put up for sale."
The chair of the Food Standards Agency warned this week that doing what was as harmful to health as passive smoking?,The chair of the Food Standards Agency warned this week that eating junk food was as harmful to health as passive smoking.
"In a House Oversight Committee hearing investigating President Biden and his family, former Twitter executives were questioned about what?","In a House Oversight Committee hearing investigating President Biden and his family, former Twitter executives were questioned about their handling of misinformation and censorship on the platform, specifically regarding tweets and accounts related to the President and his family."
Which world leader announced he and his spouse have agreed to separate after 18 years of marriage?,Bill and Melinda Gates announced their decision to separate after 27 years of marriage.
Which major strike in the US ended this week?,"The major strike in the US that ended this week was the strike by the United Auto Workers (UAW) against General Motors (GM). The strike, which lasted for 40 days, came to an end after the UAW and GM reached a tentative agreement on a new contract."
"Because of wildfire risks and an increase in construction costs, State Farm stopped providing home insurance to new customers in which state?",State Farm stopped providing home insurance to new customers in California due to wildfire risks and an increase in construction costs.
Latest analysis by Reporters Without Borders (RSF) found that which country ranks lowest for press freedom?,North Korea ranks lowest for press freedom according to the latest analysis by Reporters Without Borders (RSF).
Former president Donald Trump pleaded not guilty to how many felony counts of falsifying business records when he appeared in a New York court this week?,Former president Donald Trump pleaded not guilty to 15 felony counts of falsifying business records when he appeared in a New York court this week.
"True or false: Connecticut lawmakers pardoned people who were accused, convicted and executed for witchcraft in the 1600s.","False. Connecticut lawmakers did not pardon people who were accused, convicted, and executed for witchcraft in the 1600s. The infamous Salem Witch Trials took place in Massachusetts in 1692, not Connecticut. Connecticut did have its own witch trials in the 17th century, but there is no record of any pardons being granted to those accused and convicted of witchcraft."
"Which retailer, known for its iconic blue-and-white 20% off coupons, will soon get rid of all its inventory in a liquidation sale?",Bed Bath & Beyond
Which popular travel destination reported a “widespread” rise in bedbugs this fall?,"New York City reported a ""widespread"" rise in bedbugs this fall."
Which company said it will begin deleting accounts that have been inactive for at least two years?,Twitter announced that it will start deleting accounts that have been inactive for at least two years in an effort to free up usernames for new users and maintain accurate follower counts.
