question,answer,reference,label,judgement
When is the first us done in pregnancy?,"The first ultrasound (US) done in pregnancy is typically performed around 6 to 9 weeks gestation. This ultrasound is used to confirm the pregnancy, determine the gestational age of the fetus, and check for the presence of a fetal heartbeat.","Disambiguation 1. Question: When is the first ultrasound done in pregnancy, for patients that want genetic testing? Answer:11 weeks - 13 weeks 6 days gestation
Disambiguation 2. Question: When is the first ultrasound done in pregnancy, to confirm pregnancy dating and assess for congenital malformations? Answer:18 weeks -22 weeks
",-1,Fail.
When did the issuing of the national identity card began in sri lanka?,The issuing of national identity cards began in Sri Lanka in 1972.,"Disambiguation 1. Question: When did the issuing of the national identity card first begin in sri lanka? Answer:14 September 1972
Disambiguation 2. Question: When did the issuing of the a smart card as a national identity card first begin in sri lanka? Answer:27 October 2017
",-1,Fail.
Who is chief election commissioner of india now?,"As of October 2021, the Chief Election Commissioner of India is Sushil Chandra.","Disambiguation 1. Question: Who is Chief election Commissioner of India in 2017? Answer:Nasim Zaidi
Disambiguation 2. Question: Who is Chief election Commissioner of India from January 2015 - April 2015? Answer:Harishankar Brahma
Disambiguation 3. Question: Who is the current Chief election Commissioner of India? Answer:Sunil Arora
",-1,Fail.
Who wrote in the heart of the sea?,"""In the Heart of the Sea"" was written by American author Nathaniel Philbrick. The book tells the true story of the whaleship Essex, which was attacked and sunk by a sperm whale in 1820, inspiring the novel ""Moby-Dick"" by Herman Melville.","Disambiguation 1. Question: Who wrote the book in the heart of the sea? Answer:Nathaniel Philbrick
Disambiguation 2. Question: Who wrote the film in the heart of the sea? Answer:Charles Leavitt
",1,Pass.
Which is the biggest stadium in the india?,"The biggest stadium in India is the Narendra Modi Stadium, formerly known as the Sardar Patel Stadium, located in Ahmedabad, Gujarat. It is the largest cricket stadium in the world with a seating capacity of over 110,000 spectators.","Disambiguation 1. Question: Which is the biggest stadium in india used for any purpose? Answer:Buddh International Circuit
Disambiguation 2. Question: Which is the biggest cricket stadium in the india? Answer:Sardar Patel Stadium
Disambiguation 3. Question: Which is the biggest football stadium in the india? Answer:Salt Lake Stadium
",-1,Fail.
The youngest player to play in the nba?,"The youngest player to ever play in the NBA is Andrew Bynum, who made his debut at the age of 18 years and 6 days old.","Disambiguation 1. Question: Who was the youngest player to play in the NBA as of October 20, 2017? Answer:Ike Anigbogu
Disambiguation 2. Question: Who was the youngest player to play in the NBA as of October 26, 2016? Answer:Dragan Bender
Disambiguation 3. Question: Who was the youngest player to play in the NBA as of October 28, 2015? Answer:Devin Booker
Disambiguation 4. Question: Who was the youngest player to play in the NBA ever? Answer:Andrew Bynum
",1,Pass.
Where will the olympics take place in 2020?,"The 2020 Olympics were originally scheduled to take place in Tokyo, Japan. However, due to the COVID-19 pandemic, the Olympics were postponed to 2021 and were held in Tokyo as planned.","Disambiguation 1. Question: Where will the 2020 Winter Youth Olympics take place? Answer:Lausanne, Switzerland
Disambiguation 2. Question: Where will the 2020 Summer Olympics take place? Answer:Tokyo
",1,Pass.
When did the movie the greatest show man come out?,"The movie ""The Greatest Showman"" was released on December 20, 2017.","Disambiguation 1. Question: When did the movie the greatest show man come out on the RMS Queen Mary 2? Answer:December 8, 2017
Disambiguation 2. Question: When did the movie the greatest show man come out in all of the United States? Answer:December 20, 2017
",-1,Fail.
Who wrote the theme song for a different world?,"The theme song for the TV show ""A Different World"" was written and performed by Phoebe Snow.","Disambiguation 1. Question: Who from Richmond wrote the theme song for a different world? Answer:Stuart Gardner
Disambiguation 2. Question: Who from Philadelphia wrote the theme song for a different world? Answer:William Henry Cosby, Jr.
Disambiguation 3. Question: Who from Brooklyn wrote the theme song for a different world? Answer:Dawnn Jewel Lewis
",-1,Fail.
The truth about the harry quebert affair tv show release date?,"The TV show ""The Truth About the Harry Quebert Affair"" premiered on September 4, 2018.","Disambiguation 1. Question: When were 35 minutes of scenes of The Truth about the Harry Quebert affair TV show released? Answer:April 6, 2018
Disambiguation 2. Question: What was the full release date for The Truth about the Harry Quebert Affair tv show? Answer:September 4, 2018
",1,Pass.
A mountain in alberta that starts with j?,"The mountain in Alberta that starts with the letter ""J"" is called Mount Joffre.","Disambiguation 1. Question: What is a mountain in Alberta that starts with j from Kananaskis Range? Answer:Mount James Walker,Jumpingpound Mountain
Disambiguation 2. Question: What is a mountain in Alberta that starts with j from Spray Mountains range? Answer:Mount Jellicoe
Disambiguation 3. Question: What is a mountain in Alberta that starts with j from Opal Range? Answer:Mount Jerram
Disambiguation 4. Question: What is a mountain in Alberta that starts with j from Elk Range ? Answer:Mount Joffre
Disambiguation 5. Question: What is a mountain in Alberta that starts with j from Bow Valley range? Answer:Mount Yamnuska
Disambiguation 6. Question: What is a mountain in Alberta that starts with j from Highwood Range? Answer:Mount Junction
",-1,Fail.
Who plays nick on the young and the restless?,"Joshua Morrow plays the character Nick Newman on the soap opera ""The Young and the Restless."" He has been portraying the role since 1994.","Disambiguation 1. Question: Who plays nick on the young and the restless in 1989? Answer:Marco and Stefan Flores
Disambiguation 2. Question: Who plays nick on the young and the restless from 1990-1991? Answer:Griffin Ledner
Disambiguation 3. Question: Who plays nick on the young and the restless from 1991-1994? Answer:John Alden
Disambiguation 4. Question: Who plays nick on the young and the restless since 1994? Answer:Joshua Morrow
Disambiguation 5. Question: Who plays nick on the young and the restless in 2018? Answer:Luckinbill
",1,Pass.
What is the name of istanbul international airport?,The name of Istanbul's international airport is Istanbul Airport.,"Disambiguation 1. Question: What was the name of Istanbul's international airport prior to April, 6 2019? Answer:Istanbul Atatürk Airport
Disambiguation 2. Question: What was the name of Istanbul's international airport after to April, 6 2019? Answer:Istanbul Airport
",1,Pass.
Who won last year's college football championship?,The University of Alabama won last year's college football championship.,"Disambiguation 1. Question: Who won the 2017 College Football Championship? Answer:Alabama
Disambiguation 2. Question: Who won the 2016 College Football Championship? Answer:Alabama
Disambiguation 3. Question: Who won the 2015 College Football Championship? Answer:Ohio State
",-1,Fail.
Who won worst cooks in america last season?,The winner of the most recent season of Worst Cooks in America was Cody.,"Disambiguation 1. Question: Who won Season 11 of Worst Cooks in America? Answer:Blue Team
Disambiguation 2. Question: Who won Season 10 of Worst Cooks in America? Answer:Anne Burrell
Disambiguation 3. Question: Who won Season 9 of Worst Cooks in America? Answer:Blue Team
Disambiguation 4. Question: Who won Season 8 of Worst Cooks in America? Answer:Anne Burrell
Disambiguation 5. Question: Who won Season 7 of Worst Cooks in America? Answer:Anne Burrell
Disambiguation 6. Question: Who won Season 6 of Worst Cooks in America? Answer:Anne Burrell
",-1,Fail.
Who did the voice of salem on sabrina?,"The voice of Salem on the TV show ""Sabrina the Teenage Witch"" was provided by actor Nick Bakay.","Disambiguation 1. Question: Who did the voice of salem on the 1996 sabrina TV series? Answer:Nick Bakay
Disambiguation 2. Question: Who did the voice of salem on the 1970 sabrina TV series? Answer:Dallas McKennon
Disambiguation 3. Question: Who did the voice of salem on sabrina's secret life in 2003? Answer:Maurice LaMarche
Disambiguation 4. Question: Who did the voice of salem on Sabrina: Secrets of a Teenage Witch? Answer:Ian James Corlett
",-1,Fail.
Who played the easter bunny in rise of the guardians?,"In the movie ""Rise of the Guardians,"" the character of the Easter Bunny was voiced by actor Hugh Jackman.","Disambiguation 1. Question: Who played the Easter Bunny in Rise of The Guardians (2012 film)? Answer:Hugh Jackman
Disambiguation 2. Question: Who played the Easter Bunny in Rise of The Guardians: The Video Game? Answer:Thomas Bromhead
",-1,Fail.
When did the boston tea party start and end?,"The Boston Tea Party took place on the night of December 16, 1773, and lasted until the early morning hours of December 17, 1773. During this event, colonists disguised as Native Americans boarded British ships in Boston Harbor and dumped chests of tea into the water to protest the Tea Act.","Disambiguation 1. Question: When did the boston tea party protest start? Answer:December 16, 1773
Disambiguation 2. Question: When did the boston tea party protest end? Answer:December 16, 1773
Disambiguation 3. Question: When did the boston tea party political party start? Answer:July 4, 2006
Disambiguation 4. Question: When did the boston tea party cafe chain start? Answer:1995
Disambiguation 5. Question: When did the boston tea party concert venue start? Answer:1967
Disambiguation 6. Question: When did the boston tea party concert venue end? Answer:1970
Disambiguation 7. Question: When did the boston tea party 1908 film start? Answer:15 July 1908
Disambiguation 8. Question: When did the boston tea party 1915 film start? Answer:April 2, 1915
Disambiguation 9. Question: When did the boston tea party political party end? Answer:July 22, 2012
",-1,Fail.
Who wrote the song what do you want from me?,"The song ""What Do You Want from Me"" was written by Adam Lambert, Sam Smith, and Andy Love.","Disambiguation 1. Question: Who wrote the song ""What Do You Want From Me?"" by Pink Floyd? Answer:David Gilmour, Polly Samson
Disambiguation 2. Question: Who wrote the song ""What Do You Want From Me?"" by Monaco? Answer:Peter Hook, David Potts
Disambiguation 3. Question: Who wrote the song ""What Do You Want From Me?"" by Cascada? Answer:Tony Cornelissen, Manuel Reuter & Yann Peifer
Disambiguation 4. Question: Who wrote the song ""What Do You Want From Me?"" by Forever the Sickest Kids? Answer:Austin Bello, Caleb Turman, Shep Goodman
Disambiguation 5. Question: Who wrote the song ""Whataya Want From Me?"" by Adam Lambert? Answer:Alecia Moore, Max Martin, Johan Schuster
",-1,Fail.
How many federal district court judges are there in the united states?,"As of 2021, there are a total of 677 authorized federal district court judgeships in the United States.","Disambiguation 1. Question: How many article III federal district court judges are there in the united states? Answer:673
Disambiguation 2. Question: How many federal district court judges are there in the united states in total? Answer:678
",-1,Fail.
Who sang background vocals on my sweet lord?,"The background vocals on ""My Sweet Lord"" were sung by members of the band Badfinger.","Disambiguation 1. Question: Who was credited with singing the background vocals on My Sweet Lord? Answer:George O’Hara-Smith Singers
Disambiguation 2. Question: What individuals sang background vocals on My Sweet Lord? Answer:George Harrison, Phil Spector, Eric Clapton, Bobby Whitlock, Cyril, Betty.
",-1,Fail.
What is the most popular sport played in australia?,"The most popular sport played in Australia is Australian Rules Football, also known as Aussie Rules or AFL. It is a unique sport that originated in Australia and has a large following across the country. Other popular sports in Australia include cricket, rugby, soccer, and tennis.","Disambiguation 1. Question: What is the most popular spectator sport played in New South Wales and Queensland, australia? Answer:rugby league and rugby union football codes
Disambiguation 2. Question: What is the most popular spectator sport played in New South Victoria, Tasmania, South Australia, North Territory, and Western Australia? Answer:Australian rules football
Disambiguation 3. Question: What is the most popular non-organized sport in australia for children? Answer:bike riding
Disambiguation 4. Question: What is the most popular sport activity in australia for adult men? Answer:Walking
Disambiguation 5. Question: What is the most popular sport activity in australia for adult women? Answer:Walking
Disambiguation 6. Question: What is the most popular sport to play in australia? Answer:Cricket
",-1,Fail.
Which prime minister of india born in gujarat?,The Prime Minister of India who was born in Gujarat is Narendra Modi.,"Disambiguation 1. Question: Which current prime minister of india born in gujarat? Answer:Narendra Damodardas Modi
Disambiguation 2. Question: Which 4th prime minister of india born in gujarat? Answer:Morarji Desai
",-1,Fail.
Where does russia rank in the world economy?,"As of 2021, Russia ranks as the 11th largest economy in the world by nominal GDP.","Disambiguation 1. Question: Where does Russia rank in the world economy according to IMF? Answer:11th
Disambiguation 2. Question: Where does Russia rank in the world economy according to World Bank? Answer:11th
Disambiguation 3. Question: Where does Russia rank in the world economy according to United Nations? Answer:12th
",-1,Fail.
Who was president of the united states in 1963?,John F. Kennedy was the President of the United States in 1963.,"Disambiguation 1. Question: Who was president of the United States until November 22, 1963? Answer:John F. Kennedy
Disambiguation 2. Question: Who was president of the United States after November 22, 1963? Answer:Lyndon B. Johnson
",-1,Fail.
When did the washington redskins last win the super bowl?,"The Washington Redskins last won the Super Bowl in January 1992, when they defeated the Buffalo Bills in Super Bowl XXVI.","Disambiguation 1. Question: What was the last superbowl won by the washington redskins? Answer:Super Bowl XXVI
Disambiguation 2. Question: When was the date the washington redskins last won the super bowl? Answer:January 26, 1992
",1,Pass.
What episode did izzy leave grey's anatomy?,"Izzy Stevens, played by Katherine Heigl, left Grey's Anatomy in the Season 6 episode titled ""I Like You So Much Better When You're Naked,"" which aired on January 21, 2010.","Disambiguation 1. Question: What episode did izzie leave grey's anatomy? Answer:I Like You So Much Better When You're Naked
Disambiguation 2. Question: What episode and season did izzie leave grey's anatomy? Answer:episode 12 season 6
Disambiguation 3. Question: What episode number overall did izzie leave grey's anatomy? Answer:114
",1,Pass.
Who has calculated the most digits of pi?,"As of September 2021, the record for calculating the most digits of pi belongs to Timothy Mullican, who calculated 50 trillion digits of pi in 2020.","Disambiguation 1. Question: Who has calculated the most digits of pi in 2016? Answer:Peter Trueb
Disambiguation 2. Question: Who has calculated the most digits of pi in 2011? Answer:Alexander Yee and Shigeru Kondo
Disambiguation 3. Question: Who has calculated the most digits of pi in 2009? Answer:Fabrice Bellard
",-1,Fail.
Where does sniper ghost warrior 3 take place?,Sniper Ghost Warrior 3 takes place in a modern-day Eastern European country called Georgia.,"Disambiguation 1. Question: Where does sniper ghost warrior 3's first mission to destroy a stockpile take place? Answer:Russian-Ukrainian border
Disambiguation 2. Question: Where does sniper ghost warrior 3 take place after the two year time skip? Answer:Republic of Georgia
",-1,Fail.
What teams are in the fa cup final?,The teams in the FA Cup final vary each year depending on the results of the semi-final matches. The FA Cup final is typically held in May and features the winners of the semi-final matches.,"Disambiguation 1. Question: What teams played in the FA Cup 2017-2018 Final? Answer:Chelsea, Manchester United
Disambiguation 2. Question: What teams played in the FA Cup 2016-2017 Final? Answer:Arsenal, Chelsea
Disambiguation 3. Question: What teams played in the FA Cup 2015-2016 Final? Answer:Manchester United, Crystal Palace
",-1,Fail.
When did little shop of horrors come out?,"The original ""Little Shop of Horrors"" film was released in 1960, directed by Roger Corman. The musical adaptation of ""Little Shop of Horrors"" premiered Off-Off-Broadway in 1982 before moving to Off-Broadway and eventually to Broadway in 2003.","Disambiguation 1. Question: When did the movie The Little Shop of Horrors come out? Answer:September 14, 1960
Disambiguation 2. Question: When did the musical Little Shop of Horrors come out in Australia? Answer:November 1984
Disambiguation 3. Question: When did the film Little Shop of Horrors come out? Answer:December 19, 1986
",1,Pass.
How long is the staton island ferry ride?,The Staten Island Ferry ride between Manhattan and Staten Island typically takes around 25 minutes each way.,"Disambiguation 1. Question: How long in distance is the staton island ferry ride? Answer:5.2 miles
Disambiguation 2. Question: How long with respect to time is the staton island ferry ride? Answer:25 minutes
",1,Pass.
Who has been the youngest president of usa?,"The youngest president of the United States was Theodore Roosevelt, who became president at the age of 42 after the assassination of President William McKinley in 1901.","Disambiguation 1. Question: Who has been the youngest president to be succeeded to the office of usa? Answer:Theodore Roosevelt Jr.
Disambiguation 2. Question: Who has been the youngest president to be elected of usa? Answer:John F. Kennedy
",1,Pass.
Ostracism is the basis for what in current american culture?,"Ostracism is not a direct basis for any specific aspect of current American culture. Ostracism refers to the exclusion or rejection of individuals from a society or group, which can have negative social and psychological effects. In American culture, there are movements and initiatives focused on inclusivity, diversity, and acceptance to combat ostracism and promote a more inclusive society.","Disambiguation 1. Question: According to Kipling Williams, ostracism is the basis for what in current american culture? Answer:refusing to communicate with a person
Disambiguation 2. Question: Ostracism is the basis for what in current american culture via unanswered emails? Answer:cyberostracism
",-1,Fail.
When was the fish and wildlife service created?,"The Fish and Wildlife Service was created on June 30, 1940, when President Franklin D. Roosevelt signed the Fish and Wildlife Coordination Act into law.","Disambiguation 1. Question: When was the predecessor to the fish and wildlife service created? Answer:1871
Disambiguation 2. Question: When was the fish and wildlife service officially reated? Answer:1940
",1,Pass.
How many episodes of house of cards this season?,House of Cards has a total of 73 episodes across all seasons.,"Disambiguation 1. Question: How many episodes are in House of Cards season 5? Answer:13
Disambiguation 2. Question: How many episodes are in House of Cards season 4? Answer:13
Disambiguation 3. Question: How many episodes are in House of Cards season 3? Answer:13
",-1,Fail.
Who sings but i still haven't found what i'm looking for?,"The song ""I Still Haven't Found What I'm Looking For"" is sung by the band U2.","Disambiguation 1. Question: Who is the band that sings but i still haven't found what i'm looking for? Answer:U2
Disambiguation 2. Question: Who is the singer that sings but i still haven't found what i'm looking for? Answer:Paul David Hewson
",-1,Fail.
Who is the governor of the reserve bank of india?,"As of September 2021, the Governor of the Reserve Bank of India is Shaktikanta Das.","Disambiguation 1. Question: Who is the governor of the reserve bank of india at the end of 2017? Answer:Patel
Disambiguation 2. Question: Who is the governor of the reserve bank of india at the end of 2016? Answer:Rajan
Disambiguation 3. Question: Who is the governor of the reserve bank of india at the end of 2015? Answer:Rajan
",-1,Fail.
Most home runs in a single season by a player?,"The record for the most home runs hit in a single season by a player is 73, achieved by Barry Bonds in 2001.","Disambiguation 1. Question: What is the most home runs in a single season by a player? Answer:73
Disambiguation 2. Question: Which player has the most home runs in a single season? Answer:Barry Bonds
",-1,Fail.
Who does sam neill play in peter rabbit?,"Sam Neill plays the role of Old Mr. McGregor in the movie ""Peter Rabbit.""","Disambiguation 1. Question: Sam Neill plays which character in Peter Rabbit?|Who does Sam Neill portray in Peter Rabbit? Answer:Mr. McGregor
Disambiguation 2. Question: Which character does Sam Neil play the voice of?|Who does Sam Neill do the voice for in Peter Rabbit? Answer:Tommy Brock
",-1,Fail.
Who does the voice of templeton in charlotte web?,"The voice of Templeton in the 1973 animated film ""Charlotte's Web"" was provided by actor Paul Lynde.","Disambiguation 1. Question: Who does the voice of templeton in the 1973 charlotte's web film? Answer:Paul Lynde
Disambiguation 2. Question: Who does the voice of templeton in the 2006 charlotte's web film? Answer:Steve Buscemi
Disambiguation 3. Question: Who does the voice of templeton in the 2003 charlotte's web 2 film? Answer:Adler
",1,Pass.
Who invented the process to remove impurities by blasts of cold air blown through heated iron?,"The process of removing impurities by blasts of cold air blown through heated iron was invented by Henry Bessemer in the 1850s. This process, known as the Bessemer process, revolutionized the steel industry by making the production of steel faster, cheaper, and more efficient.","Disambiguation 1. Question: What Englishman invented the process to remove impurities by blasts of cold air blown through heated iron? Answer:Henry Bessemer
Disambiguation 2. Question: What American independently discovered  the process to remove impurities by blasts of cold air blown through heated iron? Answer:William Kelly
",-1,Fail.
When is the new saw movie being released?,"The new Saw movie, titled ""Spiral: From the Book of Saw,"" was released on May 14, 2021.","Disambiguation 1. Question: When is the saw movie Jigsaw being released in the United States? Answer:October 27, 2017
Disambiguation 2. Question: When is the saw movie Saw 3D being released in the United States and Canada? Answer:October 29, 2010
Disambiguation 3. Question: When is the saw movie Saw VI being released in Canada, the United States, and the United Kingdom? Answer:October 23, 2009
Disambiguation 4. Question: When is the saw movie Jigsaw being released in the United Kingdom? Answer:October 26, 2017
Disambiguation 5. Question: When is the saw movie Saw VI being released in Australia and New Zealand? Answer:October 22, 2009
Disambiguation 6. Question: When is the saw movie Saw VI being released in Spain? Answer:October 8, 2010
Disambiguation 7. Question: When is the saw movie Saw 3D being released in Australia? Answer:October 28, 2010
Disambiguation 8. Question: When is the saw movie Saw 3D being released in New Zealand? Answer:March 3, 2011
Disambiguation 9. Question: When is the saw movie Saw 3D being released in preview screenings in 2,000 locations? Answer:October 28, 2010
",-1,Fail.
What's the lowest minimum wage in america?,"The lowest minimum wage in America is currently $7.25 per hour, which is the federal minimum wage. However, individual states may have higher minimum wage rates.","Disambiguation 1. Question: What has been the federal minimum wage in the United States since July 24, 2009? Answer:$7.25 per hour
Disambiguation 2. Question: What is the federal minimum wage in the United States for tipped labor? Answer:$2.13 per hour, as long as the hour wage plus tip income equals at least the minimum wage
Disambiguation 3. Question: What is the federal minimum wage in the United States for persons under the age of 20 in the first 90 calendar days of employment? Answer:$4.25 an hour
",-1,Fail.
Who broke england's ties to the catholic church?,"King Henry VIII of England broke England's ties to the Catholic Church in the 16th century. He did so in order to divorce his first wife, Catherine of Aragon, and marry Anne Boleyn. This led to the English Reformation and the establishment of the Church of England as a separate entity from the Catholic Church.","Disambiguation 1. Question: Who initiated the break of england's ties to the catholic church? Answer:Henry VIII
Disambiguation 2. Question: Who finished the job of breaking england's ties to the catholic church? Answer:Elizabeth
",1,Pass.
Who won the college football championship in 2010?,The college football championship in 2010 was won by the Auburn Tigers.,"Disambiguation 1. Question: Which team won the college football championship game played in 2010? Answer:Crimson Tide
Disambiguation 2. Question: Which team won the college football championship in the 2010-2011 season? Answer:Auburn Tigers
Disambiguation 3. Question: Which coach won the college football championship game played in 2010? Answer:Nicholas Lou Saban Jr.
Disambiguation 4. Question: Which which won the college football championship in the 2010-2011 season? Answer:Gene Chizik
",-1,Fail.
Who has the most little league world series championships?,"The team with the most Little League World Series championships is Taiwan, with a total of 17 titles as of 2021.","Disambiguation 1. Question: What country has won the most little league world series championships? Answer:United States
Disambiguation 2. Question: When all of the states are considered separately, what geographic location has won the most little league world series championships? Answer:Taiwan
",-1,Fail.
When did good guys go out of business?,"This question is vague and does not provide enough context to give a specific answer. ""Good guys"" could refer to a variety of things, such as a company, a group of people, or a concept. Please provide more information or clarify the question for a more accurate response.","Disambiguation 1. Question: When was The Good Guys acquired by CompUSA? Answer:September 2003
Disambiguation 2. Question: When did all of The Good Guys stores close? Answer:2005
",1,Pass.
Who sang the christmas song with the pogues?,"The Christmas song ""Fairytale of New York"" was sung by The Pogues featuring Kirsty MacColl.","Disambiguation 1. Question: Who is the singer that sang the christmas song with the pogues? Answer:Kirsty Anna MacColl
Disambiguation 2. Question: Who is the singer that sang the christmas song for the pogues? Answer:MacGowan
",1,Pass.
Who wrote the revolution will not be televised?,"The song ""The Revolution Will Not Be Televised"" was written and performed by Gil Scott-Heron, an American musician, poet, and activist.","Disambiguation 1. Question: Who wrote the revolution will not be televised poem, song, and album? Answer:Gil Scott-Heron
Disambiguation 2. Question: Who wrote the revolution will not be televised book? Answer:Joseph Paul Trippi
",1,Pass.
Who is the majority whip in the house of representatives?,"As of September 2021, the Majority Whip in the House of Representatives is James E. Clyburn, a Democrat from South Carolina.","Disambiguation 1. Question: Who was the Majority Whip of the 113th Congress? Answer:Kevin McCarthy and Steve Scalise
Disambiguation 2. Question: Who was the Majority Whip of the 114th Congress? Answer:Steve Scalise
Disambiguation 3. Question: Who was the majority whip of the 115th congress? Answer:Steve Scalise
",-1,Fail.
The hottest recorded temperature on earth occurred where?,"The hottest recorded temperature on Earth occurred in Furnace Creek Ranch, Death Valley, California, USA on July 10, 1913. The temperature reached a scorching 134 degrees Fahrenheit (56.7 degrees Celsius).","Disambiguation 1. Question: Where was the hottest air temperature recorded? Answer:DeathValley
Disambiguation 2. Question: Where was the highest ground temperature recorded? Answer:DeathValley
Disambiguation 3. Question: Where was the highest temperature taken by satellite recorded? Answer:Iran
",1,Pass.
When does the next episode of the handmaids tale air?,The next episode of The Handmaid's Tale airs on [insert specific date and time here].,"Disambiguation 1. Question: When did episode 10 of The Handmaids Tale originally air? Answer:June 14, 2017
Disambiguation 2. Question: When did episode 9 of The Handmaids Tale originally air? Answer:June 7, 2017
Disambiguation 3. Question: When did episode 8 of The Handmaids Tale originally air? Answer:May 31, 2017
",-1,Fail.
Who sings american woman stay away from me?,"The song ""American Woman"" was originally performed by the Canadian rock band The Guess Who.","Disambiguation 1. Question: What band sings the song American Woman? Answer:The Guess Who
Disambiguation 2. Question: Who sings lead on the song American Woman? Answer:Burton Cummings
",1,Pass.
Who conquered the babylonian empire in 539 bc?,The Babylonian Empire was conquered by the Persian Empire in 539 BC under the rule of King Cyrus the Great.,"Disambiguation 1. Question: Which empire conquered the babylonian empire in 539 bc? Answer:Achaemenid Empire
Disambiguation 2. Question: Which ruler conquered the babylonian empire in 539 bc? Answer:Cyrus II of Persia
Disambiguation 3. Question: Which army conquered the babylonian empire in 539 bc? Answer:Persian army
",1,Pass.
Who introduced the two-part system (genus and species) that biologists use to name organisms?,The two-part system of naming organisms (genus and species) was introduced by Swedish botanist and physician Carl Linnaeus in the 18th century.,"Disambiguation 1. Question: Who popularized the two-part system (genus and species) that biologists use to name organisms? Answer:Linnaeus
Disambiguation 2. Question: Who is considered the founder of the two-part system (genus and species) that biologists use to name organisms? Answer:Joseph Pitton de Tournefort
",-1,Fail.
Who wrote the book of hebrew in bible?,"The Book of Hebrews in the Bible is traditionally attributed to the apostle Paul, although the authorship is debated among scholars.","Disambiguation 1. Question: Who is thought to have written the Epistle to the Hebrews in the Bible? Answer:Paul the Apostle
Disambiguation 2. Question: Who do modern scholars believe wrote the Epistle to the Hebrews in the Bible? Answer:unknown
",1,Pass.
When did fast and furious 6 come out?,"Fast and Furious 6 was released on May 24, 2013.","Disambiguation 1. Question: When did fast and furious 6 release in the UK? Answer:May 17, 2013
Disambiguation 2. Question: When did fast and furious 6 come out internationally? Answer:May 24, 2013
Disambiguation 3. Question: When did fast and furious 6 premiere in the UK? Answer:May 7, 2013
",-1,Fail.
What bible does the catholic church use at mass?,The Catholic Church primarily uses the New American Bible (Revised Edition) for its liturgical readings during Mass in the United States.,"Disambiguation 1. Question: What bible was used by the Catholic Church at mass in 2016? Answer:New Living Translation Catholic Edition
Disambiguation 2. Question: What bible was used by the Catholic Church at mass in 2011? Answer:New American Bible Revised Edition
Disambiguation 3. Question: What bible was used by the Catholic Church at mass in 2008? Answer:New Community Bible
",-1,Fail.
Who wrote the score for 2001 a space odyssey?,The score for 2001: A Space Odyssey was composed by renowned composer Richard Strauss.,"Disambiguation 1. Question: Who wrote the 2001: A Space Odyssey Score that was never used? Answer:Alex North
Disambiguation 2. Question: Who wrote the music that was used in 2001: A Space Odyssey? Answer:Richard Strauss, Johann Strauss, and Aram Khachaturian
",-1,Fail.
When did the united states declare war on germany?,"The United States declared war on Germany on December 11, 1941, following the Japanese attack on Pearl Harbor on December 7, 1941.","Disambiguation 1. Question: When did the united states declare war on germany during WWI? Answer:April 6, 1917
Disambiguation 2. Question: When did the united states declare war on germany during WWII? Answer:December 11, 1941
",1,Pass.
Where did pluvial lakes form during the last ice age?,"Pluvial lakes formed during the last ice age in various locations around the world, including North America, Africa, and Australia. Some well-known examples of pluvial lakes include Lake Bonneville in North America and Lake Mega-Chad in Africa. These lakes formed as a result of increased precipitation during the ice age, leading to the filling of depressions in the landscape with water.","Disambiguation 1. Question: What country did pluvial lakes form in during the last Ice Age? Answer:United States
Disambiguation 2. Question: What region of the United States die pluvial lakes form in during the last ice age? Answer:Southwestern
Disambiguation 3. Question: What states did pluvial lakes form in during the last Ice Age? Answer:Utah and California
",-1,Fail.
Who won last year michigan or michigan state?,"In the most recent matchup between Michigan and Michigan State in football, Michigan State won with a final score of [insert score here].","Disambiguation 1. Question: Who won in 2017, Michigan or Michigan State? Answer:Michigan State
Disambiguation 2. Question: Who won in 2016, Michigan or Michigan State? Answer:Michigan
Disambiguation 3. Question: Who won in 2015,  Michigan or Michigan State? Answer:Michigan State
",-1,Fail.
When was stephen curry drafted to the nba?,"Stephen Curry was drafted to the NBA on June 25, 2009, as the 7th overall pick by the Golden State Warriors.","Disambiguation 1. Question: At what event was Stephen Curry drafted to the NBA? Answer:2009 NBA Draft
Disambiguation 2. Question: On what date was Stephen Curry drafted to the NBA? Answer:June 25, 2009
Disambiguation 3. Question: Out of other draftees that year, in what order was Stephen Curry drafted to the NBA? Answer:seventh overall pick
Disambiguation 4. Question: In what round was Stephen Curry drafted to the NBA? Answer:1
Disambiguation 5. Question: After what year of college was Stephen Curry drafted to the NBA? Answer:junior
",1,Pass.
When does call of duty black ops 3 come out?,"Call of Duty: Black Ops 3 was released on November 6, 2015.","Disambiguation 1. Question: When does call of duty: black ops III come out for microsoft windows and playstation 4? Answer:November 6, 2015
Disambiguation 2. Question: When does call of duty: black ops III come out for macos? Answer:April 4 2019
Disambiguation 3. Question: When does the call of duty: black ops II beta release for playstation 4 come out? Answer:August 18, 2015
Disambiguation 4. Question: When does the call of duty: black ops III beta release for xbox one come out? Answer:August 26, 2015
Disambiguation 5. Question: When does the call of duty: black ops III first reveal trailer come out? Answer:April 26, 2015
",-1,Fail.
