question,answer,label,judgement
"Which term isn't used in the Quran to indicate itself means ""book""?","The term ""kitāb"" (book) is not used in the Quran to indicate itself.",-1,Fail.
CEO Weiss Barry left RCA/Jive Label Group in what year?,CEO Barry Weiss left RCA/Jive Label Group in March 2011.,-1,Fail.
Who may opt for the order of cardinal priests after they have been deacons for 30 years?,"Cardinal deacons may opt for the order of cardinal priests after they have been deacons for 10 years, not 30 years.",1,Pass.
Who did the secretary of transportation send budget requests to to be approved?,The secretary of transportation would send budget requests to the U.S. Department of Transportation (DOT) to be approved.,-1,Fail.
How long does basic artillery training last for?,Basic artillery training typically lasts for 10 weeks for most recruits in the U.S. Army.,-1,Fail.
When did the original speakers of Sanskrit migrate to the north-west?,The original speakers of Sanskrit are believed to have migrated to the north-west some time during the early second millennium BCE.,-1,Fail.
When did the second Indiana Jones movie come out?,"The second Indiana Jones movie, ""Indiana Jones and the Temple of Doom,"" came out in 1984.",-1,Fail.
What did Bradley say Moore did not understand?,"Bradley said that Moore did not understand the statement that something is real. Moore believed that some things are real, whether they are objects of thought or not, and that Bradley did not grasp this concept.",1,Pass.
Whose football fields are hundred 50 yards wide and 65 yards long?,The football fields that are 150 yards wide and 65 yards long belong to Canadian football.,-1,Fail.
How many Landeshauptmann are there in total?,The question is not answerable based on the provided context. The number of Landeshauptmann would vary depending on the specific province or governorate being referred to.,1,Pass.
The second largest deal in recorded music history was worth how much?,"The second largest deal in recorded music history was worth more than $250 million, as the largest deal in recorded music history was the partnership between Sony Corp and The Michael Jackson Company in March 2010 for a contract of more than $250 million.",-1,Fail.
 When was the renewal and re-equipment effort ended?,The renewal and re-equipment effort ended in 2006.,-1,Fail.
What did the Pechenges refuse to trade with the Rus?,The Pechenegs refused to trade livestock with the Rus.,-1,Fail.
As of when did Christianity have about 2.4 million adherents?,"As of the early 21st century, Christianity had approximately 2.4 billion adherents.",-1,Fail.
What can cultural beliefs keep a person from doing?,Cultural beliefs can keep a person from reporting pain and seeking help for pain management.,-1,Fail.
When was the Second Republic established?,The Second Republic in the Republic of the Congo was established in 1958.,-1,Fail.
What does boutique management do to make sure their prices aren't too high?,Boutique management can ensure their prices are not too high by regulating costs to keep them comparable to street prices or the manufacturer's suggested retail price (MSRP). This can help attract customers who may otherwise be deterred by high prices.,-1,Fail.
 What does ZID stand for?,"ZID stands for Zero Insertion Force, which was a design feature of the front-loading cartridge slot on the Nintendo Entertainment System (NES).",-1,Fail.
When did South Africa take over ruling Namibia?,"South Africa took over ruling Namibia during the period of South African rule, which began after Namibia was placed under South African administration by the League of Nations in 1920. Namibia gained independence from South Africa in 1990.",-1,Fail.
When did Hermann Lotz offer his theories?,"Hermann Lotze offered his theories of western theistic idealism, including the concept of the ""world ground,"" which unifies all things, in the context of Protestant theology.",-1,Fail.
"What state's law mandated that executions occur in """"room or place enclosed from private view""?","The state law that mandated executions to occur in a ""room or place enclosed from private view"" was New Mexico, as per the former death penalty statute N.M. Stat. § 31-14-12.",-1,Fail.
What unknown explorers ships was one of the first to have it's hulls made of copper?,The ships of Christopher Columbus were among the earliest to have copper sheathing for their hulls.,-1,Fail.
In what era did cross-border policing decrease?,Cross-border policing decreased in the post-Cold War era.,-1,Fail.
What are the rights of a content creator that has their work unprotected?,"If a content creator has their work unprotected, they may still have some rights under copyright law. However, without copyright protection, it may be more difficult to enforce these rights. Some potential rights that a content creator may still have include the right to be credited as the creator of the work and the right to claim ownership of the work. It is important for content creators to seek copyright protection to fully protect their rights and prevent unauthorized use of their work.",-1,Fail.
Which graduate of The Feinburg School of Medicine was the last physician in space?,"Joseph P. Kerwin, who was the first physician in space, was a graduate of The Feinberg School of Medicine.",-1,Fail.
"For what reason does FAPL select a chairman, chief executive and vice president?","FAPL selects a chairman, chief executive, and vice president in order to oversee the daily operations of the league. Each club, as a shareholder, has a vote in electing these positions to ensure that the league is managed effectively and in the best interest of all member clubs. The Football Association also has veto power during the election of these positions and when new rules are adopted by the league, ensuring that the league operates in accordance with its regulations.",-1,Fail.
 In what order are words put in sentences in the Finnish language?,"In the Finnish language, the basic word order is subject-verb-object.",-1,Fail.
"What creates conversation called a ""frame""?","A ""frame"" is created by codecs to create discrete data segments for encoding and decoding.",-1,Fail.
What were the Chancellor's Ministers mos often members of?,The Chancellor's Ministers were most often members of one of the two Houses of Parliament.,-1,Fail.
Who elevated the Duke of Brunswick to the rank of Prince?,The Dukes of Brunswick-Lüneburg were elevated to the rank of Prince-Elector by the Holy Roman Emperor in 1692.,-1,Fail.
Where do microbes transfer material from their chloroplast and mitochondrial genomes?,Microbes transfer material from their chloroplast and mitochondrial genomes to their nuclear chromosomes.,-1,Fail.
When did sea levels rise to prehistoric levels?,"Sea levels rose to prehistoric levels some 4,000 to 5,000 years ago, as mentioned in the context provided.",-1,Fail.
What was increased from 10 to 15 in July 2001?,The 10-minute limit for video uploads on YouTube was increased to 15 minutes in July 2010.,-1,Fail.
Who led the Friars Teachers order at this time?,Dominic of Guzman led the Friars Preachers order at that time.,-1,Fail.
What did the the UK courts in the end of the 19th century?,The UK courts lacked a coherent court hierarchy prior to the end of the 19th century.,-1,Fail.
The term referring to unpublished material in a particular field includes what type of literature as one example?,"The term referring to unpublished material in a particular field includes ""scientific literature"" as one example.",-1,Fail.
What is dystropy?,"Dystropy is not a commonly recognized term in the context of the second law of thermodynamics or entropy. It is possible that there may be a typo or misunderstanding in the question. If you have a different question or need clarification on a related topic, feel free to ask.",1,Pass.
In what year was RCA founded?,RCA was founded in 1919.,-1,Fail.
In what year was the Order of the Garter destroyed?,"The Order of the Garter was not destroyed, it is still in existence today. It was founded by Edward III in 1348 and is one of the oldest and most prestigious chivalric orders in the world.",1,Pass.
99% of asphalt that is removed from road surfaces during what type of projects is reused for conducting industry surveys?,99% of the asphalt that is removed from road surfaces during widening and resurfacing projects is reused for conducting industry surveys.,-1,Fail.
How many people will no longer be diagnosed with decline in lung function after 2004?,"It is stated in the context that half of the cases of asthma diagnosed during childhood will no longer carry the diagnosis after a decade. Therefore, after 2004, it can be estimated that approximately half of the 19.4 million people globally who have moderate or severe disability due to asthma may no longer be diagnosed with a decline in lung function.",-1,Fail.
How much area of downtown Texas does the Theater District cover?,The Theater District covers a 17-block area in downtown Houston.,-1,Fail.
When did The Norddeutsche Affinerie nuclear plant first begin production?,The Norddeutsche Affinerie nuclear plant first began production in 1876.,-1,Fail.
What is the most corrupt market for copper today?,"The question is not answerable as it pertains to the most corrupt market for copper, which is not mentioned in the provided context. The context specifically discusses the various markets for copper, with a focus on electrical wiring being the most important market for the copper industry. If you have a different question or need more information on the copper industry, feel free to ask.",1,Pass.
What organization is mainly funded through public donations?,The organization mainly funded through public donations in this context is Friends of UNFPA (formerly Americans for UNFPA).,-1,Fail.
What document was written by Edward I in 1297?,The document written by Edward I in 1297 is the Magna Carta.,-1,Fail.
