question,answer,reference
Who is the father of accounting when and what did he describe?,"The father of accounting is often considered to be Luca Pacioli, an Italian mathematician and Franciscan friar who lived in the 15th century. He is known for writing the first book on double-entry accounting titled ""Summa de Arithmetica, Geometria, Proportioni et Proportionalita"" in 1494. In this book, Pacioli described the system of double-entry accounting, which revolutionized the field of accounting and laid the foundation for modern accounting practices.","Disambiguation 1. Question: Who is the ""father of accounting""? Answer:Luca di Borgo
Disambiguation 2. Question: When did the ""father of accounting"" live? Answer:c. 1447 – 19 June 1517
"
What is the name of the trophies awarded at the annual montreal fireworks festival?,"The trophies awarded at the annual Montreal fireworks festival are known as the ""Jupiter Trophies.""","Disambiguation 1. Question: What is the general name of the trophies awarded at the annual montreal fireworks festival? Answer:Jupiters
Disambiguation 2. Question: What is the name of the first place trophies awarded at the annual montreal fireworks festival? Answer:Gold Jupiter
Disambiguation 3. Question: What is the name of the second place trophies awarded at the annual montreal fireworks festival? Answer:Silver Jupiter
Disambiguation 4. Question: What is the name of the third place trophies awarded at the annual montreal fireworks festival? Answer:Bronze Jupiter
"
When did the first ice age movie come out?,"The first Ice Age movie was released on March 15, 2002.","Disambiguation 1. Question: When did the first Ice Age movie first come out in theaters? Answer:March 15, 2002
Disambiguation 2. Question: When did the first Ice Age movie first come out on home media? Answer:November 26, 2002
Disambiguation 3. Question: When did the first Ice Age movie first come out on Blu-ray? Answer:March 4, 2008
"
What's the infant mortality rate in the united states?,"As of the most recent data available, the infant mortality rate in the United States is approximately 5.7 deaths per 1,000 live births.","Disambiguation 1. Question: What is the infant mortality rate in the US from the World Bank in 2018? Answer:6.5
Disambiguation 2. Question: What is the infant mortality rate in the US from the CIA World Factbook 2017? Answer:5.8
Disambiguation 3. Question: What is the infant mortality rate in the US from the CIA World Factbook 2016? Answer:5.8
"
Where did the church of latter day saints originated?,"The Church of Latter-day Saints, also known as the LDS Church, originated in Fayette, New York, United States. It was founded by Joseph Smith in 1830.","Disambiguation 1. Question: In what geographical area did the Church of Latter-day Saints originate? Answer:western New York
Disambiguation 2. Question: With what text did the Church of Latter-day Saints originate? Answer:Book of Mormon
Disambiguation 3. Question: Where did the key text of the Church of Latter-day Saints originate? Answer:golden plates
Disambiguation 4. Question: With whom did the Church of Latter-day Saints originate? Answer:Joseph Smith
"
Who was in charge of russia during the cold war?,"During the Cold War, the leaders of the Soviet Union who were in charge of Russia were Joseph Stalin, Nikita Khrushchev, Leonid Brezhnev, Yuri Andropov, Konstantin Chernenko, and Mikhail Gorbachev.","Disambiguation 1. Question: Who was in charge of Russia at the beginning of the Cold War? Answer:Joseph Stalin
Disambiguation 2. Question: Who was in charge of Russia from September 14, 1953
to October 14, 1964? Answer:Nikita Khrushchev
Disambiguation 3. Question: Who was in charge of Russia from October 14, 1964 - November 10, 1982? Answer:Leonid Brezhnev
Disambiguation 4. Question: Who was in charge of Russia from November 10, 1982 - February 9, 1984? Answer:Yuri Andropov
Disambiguation 5. Question: Who was in charge of Russia from February 9, 1984 - March 10, 1985? Answer:Konstantin Chernenko
Disambiguation 6. Question: Who was in charge of Russia at the end of the Cold War? Answer:Mikhail Gorbachev
"
Moss is an example of which type of plant?,Moss is an example of a non-vascular plant.,"Disambiguation 1. Question: Moss is an example of which kingdom of plant? Answer:Plantae
Disambiguation 2. Question: Moss is an example of which clade of plant? Answer:Embryophytes
Disambiguation 3. Question: Moss is an example of which division of plant? Answer:Bryophyta Schimp. sensu stricto
"
When was the last time the bombers won a grey cup?,The last time the Bombers won a Grey Cup was in 2019.,"Disambiguation 1. Question: When was the last time the bombers won a grey cup at BC Place? Answer:November 25, 1990
Disambiguation 2. Question: When was the last time the bombers won a grey cup at Landsdowne Park? Answer:November 27, 1988
Disambiguation 3. Question: When was the last time the bombers won a grey cup at Commonwealth Stadium? Answer:November 18, 1984
"
What teams are in the fa cup final?,"The FA Cup final teams vary each year depending on the results of the semi-final matches. As of now, without specific context or information about the current year's FA Cup final, I am unable to provide a definitive answer. Please provide more details for a more accurate response.","Disambiguation 1. Question: What teams played in the FA Cup 2017-2018 Final? Answer:Chelsea, Manchester United
Disambiguation 2. Question: What teams played in the FA Cup 2016-2017 Final? Answer:Arsenal, Chelsea
Disambiguation 3. Question: What teams played in the FA Cup 2015-2016 Final? Answer:Manchester United, Crystal Palace
"
When did the winter olympic games begin and where?,"The Winter Olympic Games began in 1924 and were first held in Chamonix, France.","Disambiguation 1. Question: When did the winter olympic games begin? Answer:1924
Disambiguation 2. Question: Where did the first winter olympic games begin? Answer:Chamonix, France
"
Who's got the most followers on twitter?,"As of the latest available data, the account with the most followers on Twitter is former U.S. President Barack Obama, with over 129 million followers.","Disambiguation 1. Question: Which account's got the most followers on twitter? Answer:@BarackObama
Disambiguation 2. Question: Which person's got the most followers on twitter? Answer:Barack Hussein Obama II
"
Who does the voice of poppy from trolls?,"The voice of Poppy from the movie ""Trolls"" is provided by actress Anna Kendrick.","Disambiguation 1. Question: Who does the voice of adult poppy from trolls? Answer:Anna Cooke Kendrick
Disambiguation 2. Question: Who does the voice of baby poppy from trolls? Answer:Iris Dohrn
"
Where does assassin's creed 3 take place?,"Assassin's Creed 3 takes place primarily in Colonial America during the American Revolutionary War, specifically in locations such as Boston, New York, and the Frontier.","Disambiguation 1. Question: What wilderness does Assassin's Creed 3 take place? Answer:The Frontier.
Disambiguation 2. Question: What cities does Assassin's Creed 3 take place? Answer:Boston, Massachusetts, USA
"
Who is the band in the movie 10 things i hate about you?,"The band featured in the movie ""10 Things I Hate About You"" is Letters to Cleo. They perform at the prom scene in the film.","Disambiguation 1. Question: What band plays at Club Skunk in the movie 10 Things I Hate About You? Answer:Letters to Cleo
Disambiguation 2. Question: What band plays at the prom in the movie 10 Things I Hate About You? Answer:Save Ferris
"
Who does kevin dress up as in the office?,"Kevin Malone dresses up as Michael Moore in the Halloween episode of ""The Office.""","Disambiguation 1. Question: Who does kevin dress up as in the office in the episode ""Koi Pond""? Answer:Paul Blart
Disambiguation 2. Question: Who does kevin dress up as in the office in the cold open of the episode ""Costume Contest""? Answer:Phyllis
Disambiguation 3. Question: Who does kevin dress up as in the office at the costume party in the episode ""Costume Contest""? Answer:Michael Moore
"
What was the vote of texas vs johnson case?,"In the Texas v. Johnson case, the Supreme Court ruled in a 5-4 decision in favor of Johnson, stating that flag burning is protected under the First Amendment as a form of symbolic speech.","Disambiguation 1. Question: What was the numerical vote of texas vs johnson case? Answer:5–4
Disambiguation 2. Question: What was the vote of texas vs johnson case in favor of? Answer:act of flag burning was protected speech under the First Amendment
"
Who created the quote keep calm and carry on?,"The quote ""Keep Calm and Carry On"" was created by the British government in 1939 as a motivational poster during World War II.","Disambiguation 1. Question: Which government created the quote keep calm and carry on? Answer:British government
Disambiguation 2. Question: Which ministry created the quote keep calm and carry on? Answer:Ministry of Information
"
Who was chris tate's wife in emmerdale farm?,Chris Tate's wife in Emmerdale Farm was Rachel Hughes.,"Disambiguation 1. Question: Who was chris tate's wife in emmerdale farm during 1991-1994? Answer:Kathy Brookman
Disambiguation 2. Question: Who was chris tate's wife in emmerdale farm during 1995–1997? Answer:Rachel Hughes
Disambiguation 3. Question: Who was chris tate's wife in emmerdale farm during 2001–2003? Answer:Charity Dingle
"
When does tony romo a football life air?,"The question is asking about the air date of the documentary ""Tony Romo: A Football Life."" Without specific context such as the year or network, it is unclear when the documentary will air. It is recommended to check the official schedule of the network or streaming service where the documentary will be broadcasted for the most accurate information.","Disambiguation 1. Question: At what time does tony romo a football life air? Answer:9:00 PM ET
Disambiguation 2. Question: On what date does tony romo a football life air? Answer:September 28, 2018
"
Who is the governor of the reserve bank of india?,The current Governor of the Reserve Bank of India is Shaktikanta Das.,"Disambiguation 1. Question: Who is the governor of the reserve bank of india at the end of 2017? Answer:Patel
Disambiguation 2. Question: Who is the governor of the reserve bank of india at the end of 2016? Answer:Rajan
Disambiguation 3. Question: Who is the governor of the reserve bank of india at the end of 2015? Answer:Rajan
"
When did india gain independence from british rule?,"India gained independence from British rule on August 15, 1947.","Disambiguation 1. Question: When did india gain independence from british rule as measured by when the Indian Independence Act gained royal assent? Answer:18 July 1947
Disambiguation 2. Question: On what date did india officially become a sovereign and democratic nation? Answer:15 August 1947
Disambiguation 3. Question: At what time on 15 August 1947 did India officially become a soverign and democratic nation? Answer:12:02 A.M.
Disambiguation 4. Question: When did india gain independence from british rule as measured by when India was no longer a Dominion of the Crown? Answer:26 January 1950
"
How many episodes in marvels runaways season 1?,There are a total of 10 episodes in Marvel's Runaways Season 1.,"Disambiguation 1. Question: How many episodes in season 1 of marvel's runaways tv series? Answer:10
Disambiguation 2. Question: How many episodes in marvels runaways season 2? Answer:13
Disambiguation 3. Question: How many episodes in marvels runaways season 3? Answer:10
Disambiguation 4. Question: How many episodes total in marvels runaway tv series? Answer:33
"
Who sang what we need is a great big melting pot?,"The song ""Melting Pot"" was originally performed by the band Blue Mink in 1969.","Disambiguation 1. Question: What group originally sang what we need is a great big melting pot? Answer:Blue Mink
Disambiguation 2. Question: Who wrote and sang what we need is a great big melting pot? Answer:Roger Cook
Disambiguation 3. Question: Who was the New Zealand band who sang the number one song what we need is a great big melting pot? Answer:When the Cat's Away
"
Where did they film battle of the network stars?,"The Battle of the Network Stars was filmed at various locations throughout its run from 1976 to 1988. The show was typically filmed at different outdoor venues such as Pepperdine University in Malibu, California, and the University of California, Irvine.","Disambiguation 1. Question: Where was the opening scenes of Battle of the Network Stars filmed? Answer:Burbank Studios
Disambiguation 2. Question: Where were the sports scenes of Battle of the Network Stars filmed? Answer:Pepperdine University
"
American horror story freak show guy with little arms?,"The character you are referring to is likely Paul the Illustrated Seal, played by Mat Fraser in ""American Horror Story: Freak Show."" Paul has phocomelia, a condition that results in shortened limbs, particularly his arms.","Disambiguation 1. Question: American horror story freak show actor with little arms? Answer:Mat Fraser
Disambiguation 2. Question: American horror story freak show character with little arms? Answer:Paul the Illustrated Seal
"
Where does the saying said the actress to the bishop come from?,"The saying ""said the actress to the bishop"" is a British colloquial phrase used humorously to imply a sexual innuendo or double entendre. It is often used as a punchline in jokes or as a way to add a suggestive tone to a conversation. The exact origin of this saying is unclear, but it has been in use for many years in British English.","Disambiguation 1. Question: What is the country of origin of the saying said the actress to the bishop come from? Answer:British
Disambiguation 2. Question: Where was the saying said the actress to the bishop popularized? Answer:Royal Air Force c.1944-47
Disambiguation 3. Question: Where may the saying said the actress to the bishop come originate from? Answer:Edwardian era
"
How many dominoes are in a mexican train set?,A Mexican Train set typically consists of 91 dominoes.,"Disambiguation 1. Question: How many dominoes are in a mexican train set for 2 players? Answer:Double-six
Disambiguation 2. Question: How many dominoes are in a mexican train set for 2-4 players? Answer:Double-nine
Disambiguation 3. Question: How many dominoes are in a mexican train set for 5-8 players? Answer:Double-twelve
Disambiguation 4. Question: How many dominoes are in a mexican train set for 9-12 players? Answer:Double-fifteen
Disambiguation 5. Question: How many dominoes are in a mexican train set for 13 players? Answer:Double-eighteen
"
Where does russia rank in the world economy?,Russia ranks as the 11th largest economy in the world based on nominal GDP.,"Disambiguation 1. Question: Where does Russia rank in the world economy according to IMF? Answer:11th
Disambiguation 2. Question: Where does Russia rank in the world economy according to World Bank? Answer:11th
Disambiguation 3. Question: Where does Russia rank in the world economy according to United Nations? Answer:12th
"
When did they start saying the pledge of allegiance in schools?,"The Pledge of Allegiance was first written in 1892 by Francis Bellamy, a Baptist minister and Christian socialist. It was first published in a magazine called The Youth's Companion. The pledge was officially adopted by the United States Congress in 1942. The practice of reciting the Pledge of Allegiance in schools became widespread during the early to mid-20th century.","Disambiguation 1. Question: When did they first start saying the pledge of allegiance in schools? Answer:October 12 1892
Disambiguation 2. Question: When did they start saying the pledge of allegiance with Under God in schools? Answer:1954
Disambiguation 3. Question: When did they start saying the pledge of allegiance in schools without the bellamy salute? Answer:December 22, 1942
"
Where did the saying dressed up to the nines come from?,"The saying ""dressed up to the nines"" is believed to have originated in the 18th century in Scotland. The phrase likely refers to dressing oneself in the finest or most fashionable clothing, possibly alluding to the idea of being dressed to perfection. The exact origin of the phrase is not definitively known, but it has been used in English language for centuries to describe someone who is impeccably dressed.","Disambiguation 1. Question: What language did the saying dressed up to the nines come from? Answer:Scots
Disambiguation 2. Question: In what 1719 written work did the saying dressed up to the nines come from? Answer:Epistle to Ramsay
Disambiguation 3. Question: In what 1800 written work did the saying dressed up to the nines come from? Answer:Poem on Pastoral Poetry
Disambiguation 4. Question: Where is the possible legendary origin forthe saying dressed up to the nines? Answer:the nine Muses
"
Who is considered to be the founder of modern day schools of social work?,"The founder of modern day schools of social work is generally considered to be Jane Addams. She was a pioneer in the field of social work and established the Hull House in Chicago, which served as a model for social work education and practice.","Disambiguation 1. Question: Who is considered to be the founder of modern day schools of social work, based on her work founding Hull House? Answer:Jane Addams
Disambiguation 2. Question: Who is considered to be the founder of modern day social work and, thus, the modern day schools of social work? Answer:Octavia Hill
"
Who was the commander of the british forces in boston?,The commander of the British forces in Boston during the American Revolutionary War was General Thomas Gage.,"Disambiguation 1. Question: Who was the commander of the British forces in Boston at the beginning of the American Revolution? Answer:General Thomas Gage
Disambiguation 2. Question: Who was the Commander-in-Chief of British land forces in America in October 1775? Answer:William Howe
"
Who sings the original i'll keep holding on?,"The original song ""I'll Keep Holding On"" was performed by The Marvelettes, an American girl group.","Disambiguation 1. Question: Which band sings the original i'll keep holding on? Answer:Marvelettes
Disambiguation 2. Question: Who sings the lead in the original i'll keep holding on? Answer:Wanda Young
"
When was the first altar built in the bible?,"The question is ambiguous because the term ""altar"" is mentioned numerous times in the Bible, and it is not specified which specific altar is being referred to. Additionally, the Bible is a collection of texts written over a long period of time, so pinpointing the exact date of the first altar built is challenging. Therefore, it is difficult to provide a definitive answer to this question.","Disambiguation 1. Question: In what book was the first altar built in the Bible? Answer:Old Testament
Disambiguation 2. Question: In what section was the first altar built in the Bible? Answer:Genesis 8:20
"
Who was the british general who surrendered at yorktown?,The British general who surrendered at Yorktown during the American Revolutionary War was General Charles Cornwallis.,"Disambiguation 1. Question: Who was the British general who signed surrender documents at Yorktown? Answer:Charles Cornwallis, 1st Marquess Cornwallis
Disambiguation 2. Question: Who was the British general who attended the surrender ceremony at Yorktown? Answer:Charles O'Hara
"
Who played freda in dumb and dumber 2?,"Kathleen Turner played the character Freda in the movie ""Dumb and Dumber To"" (Dumb and Dumber 2).","Disambiguation 1. Question: Who played Freda in the Second Dumb and Dumber movie? Answer:Julie Costello
Disambiguation 2. Question: Who played Freda in Dumb and Dumber To? Answer:Kathleen Turner
"
When did here comes the hotstepper come out?,"""Here Comes the Hotstepper"" is a song by Jamaican reggae artist Ini Kamoze. It was released on August 15, 1994.","Disambiguation 1. Question: When did the song ""Here Comes the Hotstepper"" release? Answer:August 18, 1994
Disambiguation 2. Question: When did the album Here Comes the Hotstepper release? Answer:January 17, 1995
"
Where was the first st patrick's day parade held?,The first St. Patrick's Day parade was held in New York City in 1762.,"Disambiguation 1. Question: Where were the first ever st patrick's day parades held, in the 18th century? Answer:North America
Disambiguation 2. Question: Where was the very first st patrick's day parade held in Ireland? Answer:premises of the Gaelic League in George's St and finished in the Peoples Park
Disambiguation 3. Question: Where was the first official st patrick's day parade held in Ireland? Answer:Dublin
Disambiguation 4. Question: Where was the first st patrick's day parade held in Russia? Answer:Moscow
Disambiguation 5. Question: Where was the first st patrick's day parade held in Japan? Answer:Tokyo
Disambiguation 6. Question: Where was the first st patrick's day parade held in Korea? Answer:Itaewon and Daehangno
"
When was emily dickinson's poetry first published?,"Emily Dickinson's poetry was first published posthumously in 1890, four years after her death.","Disambiguation 1. Question: When was emily dickinson's complete poetry collection first published? Answer:1955
Disambiguation 2. Question: When was emily dickinson's poetry first published in the journal Springfield Republican? Answer:1858
Disambiguation 3. Question: When was emily dickinson's first poetry volume published? Answer:November 1890
"
Who won last year's college football championship?,The winner of last year's college football championship was the Alabama Crimson Tide.,"Disambiguation 1. Question: Who won the 2017 College Football Championship? Answer:Alabama
Disambiguation 2. Question: Who won the 2016 College Football Championship? Answer:Alabama
Disambiguation 3. Question: Who won the 2015 College Football Championship? Answer:Ohio State
"
Who established the first textile mill where spinning and weaving occurred in one place?,"The first textile mill where spinning and weaving occurred in one place was established by Samuel Slater in Pawtucket, Rhode Island in 1790.","Disambiguation 1. Question: What company established the first textile mill where spinning and weaving occurred in one place? Answer:Boston Manufacturing Company
Disambiguation 2. Question: What individual established the first textile mill where spinning and weaving occurred in one place? Answer:Francis Cabot Lowell
"
Who sings let it rock let it roll?,"The song ""Let It Rock"" is performed by Kevin Rudolf featuring Lil Wayne.","Disambiguation 1. Question: Who sings let it rock let it roll song ? Answer:Mel McDaniel
Disambiguation 2. Question: Who sings let it rock let it roll album? Answer:Little Feat
"
When did studio 54 open in new york?,"Studio 54 opened in New York City on April 26, 1977.","Disambiguation 1. Question: When did studio 54 open as the Gallo Opera House? Answer:1927
Disambiguation 2. Question: When did Studio 54 open as the Casino de Paree? Answer:1933
Disambiguation 3. Question: When did Studio 54 open as the WPA Federal Music Theatre? Answer:1937
Disambiguation 4. Question: When did Studio 54 open as the New Yorker Theatre? Answer:1939
Disambiguation 5. Question: When did Studio 54 open as CBS Studio 52? Answer:1942
Disambiguation 6. Question: When did Studio 54 open as a nightclub? Answer:1977
"
Where are the majority of marine organisms found?,"The majority of marine organisms are found in the ocean. Marine organisms can be found in various habitats within the ocean, including coral reefs, open ocean, deep sea, and coastal areas.","Disambiguation 1. Question: Where in the ocean are the majority of marine organisms found? Answer:coastal habitats and coral reefs
Disambiguation 2. Question: Where is the zone in the ocean that the majority of marine organisms are found? Answer:Photic zone
"
When did the zulu arrive in south africa?,The Zulu people arrived in South Africa around the early 17th century.,"Disambiguation 1. Question: When did the zulu people arrive in south africa? Answer:1709
Disambiguation 2. Question: When did the zulu empire arrive in south africa? Answer:1816
"
Where does the word christian come from in the bible?,"The word ""Christian"" is derived from the Greek word Χριστιανός (Christianos), which means ""follower of Christ."" The term is first mentioned in the New Testament in the book of Acts 11:26, where it states, ""The disciples were called Christians first in Antioch."" So, the word ""Christian"" originates from the early followers of Jesus Christ in the Bible.","Disambiguation 1. Question: In what part of the Bible does the word ""Christian"" first get mentioned? Answer:New Testament
Disambiguation 2. Question: In what chapter and verse of the Bible does the word ""Christian"" first get mentioned? Answer:Acts 11:26
Disambiguation 3. Question: In what narrative in the Bible does the word ""Christian"" first get mentioned? Answer:after Barnabas brought Saul (Paul) to Antioch where they taught the disciples
Disambiguation 4. Question: What quote first mentions the word Christian in the Bible? Answer:""[...] the disciples were called Christians first in Antioch.""
"
Who wrote is anybody goin to san antone?,"The song ""Is Anybody Goin' to San Antone"" was written by Glenn Martin and Dave Kirby.","Disambiguation 1. Question: Who wrote the song ""Is Anybody Goin' to San Antone"" recorded by Charley Pride? Answer:Glenn Martin and Dave Kirby
Disambiguation 2. Question: Who wrote the lyrics for ""Is Anybody Goin' to San Antone"" in Swedish? Answer:Bengt Palmers
"
Who did goldberg play for in the nfl?,"Goldberg did not play in the NFL. Goldberg is a fictional character portrayed by actor Adam Goldberg in the movie ""The Longest Yard.""","Disambiguation 1. Question: Who did Bill Goldberg play for in the NFL? Answer:Los Angeles Rams, Atlanta Falcons
Disambiguation 2. Question: Who did Marshall Goldberg play for in the NFL? Answer:Chicago Cardinals
"
Who has the fastest 40 yard dash in the nfl combine?,"As of my last update, John Ross holds the record for the fastest 40-yard dash time at the NFL Combine with a time of 4.22 seconds in 2017.","Disambiguation 1. Question: Who has the fastest official 40 yard dash at the NFL Combine since electronic timing was implemented? Answer:John Ross
Disambiguation 2. Question: Who was reported to have run the fastest 40 yard dash ever at the 1986 NFL combine? Answer:Bo Jackson
Disambiguation 3. Question: Who was claimed to have the fastest ever 40 yard dash at an NFL combine according to hand timing in 2016? Answer:Jakeem Grant
"
Where did the movie dirty dancing take place?,"The movie ""Dirty Dancing"" takes place in the summer of 1963 at a resort called Kellerman's in the Catskill Mountains of New York.","Disambiguation 1. Question: Where is the setting for the 1987 movie dirty dancing take place? Answer:the Catskill Mountains
Disambiguation 2. Question: Where did filming for the 1987 movie dirty dancing take place? Answer:Lake Lure, North Carolina
Disambiguation 3. Question: Where did the setting for 2017 movie dirty dancing take place? Answer:New York City
Disambiguation 4. Question: Where did filming for the 2017 movie dirty dancing take place? Answer:across western North Carolina including Hendersonville Asheville, Cashiers and Saluda
"
What are the three branches of government in virginia?,"The three branches of government in Virginia, like in most states in the United States, are the executive branch, the legislative branch, and the judicial branch.","Disambiguation 1. Question: What is the branch of government in virginia related to the Governor? Answer:executive
Disambiguation 2. Question: What is the branch of government in virginia related to the State Capitol building? Answer:legislative
Disambiguation 3. Question: What is the branch of government in virginia related to the Supreme Court? Answer:judicial
"
Halloween 6 who is the man in black?,"In the context of the Halloween film series, the ""Man in Black"" is a mysterious character who first appears in Halloween 5: The Revenge of Michael Myers and plays a significant role in Halloween 6: The Curse of Michael Myers. The identity of the Man in Black is revealed to be Dr. Terence Wynn, a former colleague of Dr. Loomis who has ties to the Thorn cult and is involved in controlling Michael Myers.","Disambiguation 1. Question: Halloween 6 who is the character that is the man in black? Answer:Dr. Terence Wynn
Disambiguation 2. Question: Halloween 6 who is the actor that is the man in black? Answer:Mitchell Ryan
"
What is the population of rochester new york?,"As of the latest available data, the population of Rochester, New York is approximately 206,284.","Disambiguation 1. Question: What was the population of Rochester, New York in 2010? Answer:210,565
Disambiguation 2. Question: What was the population of Rochester, New York in 2000? Answer:219,773
Disambiguation 3. Question: What was the population of Rochester, New York in 1990? Answer:231,636
Disambiguation 4. Question: What was the estimated population of Rochester, New York in 2018? Answer:207,778
"
When will the new bucks arena be done?,"I am unable to provide a specific answer to this question as it lacks context such as the location of the new Bucks arena or any relevant information regarding the construction timeline. Without this information, it is not possible to determine when the new Bucks arena will be completed.","Disambiguation 1. Question: When will the new bucks arena, Fiserv Forum, be done with construction? Answer:2018
Disambiguation 2. Question: When will the new bucks arena, Fiserv Forum, be done and open? Answer:2018
"
What was the first all-sports talk radio station?,"The first all-sports talk radio station is generally considered to be WFAN (Sports Radio 66 AM and 101.9 FM) in New York City, which launched on July 1, 1987.","Disambiguation 1. Question: What was the first local all-sports talk radio station? Answer:WNBC (AM)
Disambiguation 2. Question: What was the first national all-sports talk radio station? Answer:Enterprise Radio Network
"
Where is the ritz hotel in paris located?,"The Ritz Hotel in Paris is located at 15 Place Vendôme, 75001 Paris, France.","Disambiguation 1. Question: Where in Paris is the ritz hotel in paris located? Answer:central Paris
Disambiguation 2. Question: In which arrondissement is the ritz hotel in paris located? Answer:1st arrondissement
Disambiguation 3. Question: In which country is the ritz hotel in paris located? Answer:France
"
If there are 5 fluorines and 1 phosphorous atom. what is the formal name?,The formal name for a molecule with 5 fluorine atoms and 1 phosphorus atom is phosphorus pentafluoride (PF5).,"Disambiguation 1. Question: If there are 5 fluorines and 1 phosphorous atom, what is the IUPAC formal name? Answer:Phosphorus pentafluoride
Disambiguation 2. Question: If there are 5 fluorines and 1 phosphorous atom, what are the other formal names in addition to the IUPAC name? Answer:Phosphorus(V) fluoride, Pentafluoridophosphorus, and Pentafluorophosphorane
"
Who achieved a victory at the battle of marathon?,"The victory at the Battle of Marathon was achieved by the Athenians, led by their general Miltiades, against the Persian Empire in 490 BC.","Disambiguation 1. Question: What country achieved a victory at the battle of marathon? Answer:Greece
Disambiguation 2. Question: What commanders achieved a victory at the battle of marathon? Answer:Miltiades Callimachus, Aristides the Just, Xanthippus, Themistocles, Stesilaos, Arimnestos, and Cynaegirus
"
When did they change the speed limit to 55?,"I'm sorry, but without additional context such as the location or specific event being referred to, I am unable to provide a specific answer to this question. Please provide more information for a more accurate response.","Disambiguation 1. Question: When did the United States change the speed limit to 55? Answer:January 2, 1974
Disambiguation 2. Question: When did St. Louis change the speed limit to 55? Answer:rebuild of I-64
Disambiguation 3. Question: When did the San Ildefonso-Pojoaque stretch change the speed limit to 55? Answer:2007
Disambiguation 4. Question: When did US 84/285 change the speed limit to 55? Answer:2005
Disambiguation 5. Question: When did the entire US 220 alignment from NC 68 to the Virginia state line change the speed limit to 55? Answer:between NC 68 and NC 704
Disambiguation 6. Question: When did Tennessee change the speed limit for trucks to 55? Answer:In the 2000s
"
Who has won the ballon d'or most times?,"Lionel Messi has won the Ballon d'Or award the most times, with a total of 7 wins as of 2021.","Disambiguation 1. Question: What person has won the ballon d'or most times? Answer:Lionel Messi
Disambiguation 2. Question: What country has won the ballon d'or most times? Answer:Germany
Disambiguation 3. Question: What club has won the ballon d'or most times? Answer:Barcelona
"
Where does the university of kentucky play basketball?,"The University of Kentucky plays basketball at the Rupp Arena in Lexington, Kentucky.","Disambiguation 1. Question: Where does the University of Kentucky Men's basketball team play? Answer:Rupp Arena at Central Bank Center
Disambiguation 2. Question: Where does the University of Kentucky Women's basketball team play? Answer:Memorial Coliseum
"
When does the series yellowstone start on paramount?,"The series ""Yellowstone"" typically premieres in June each year on the Paramount Network. However, it is important to check the most recent information from the network or official sources for the exact start date of the upcoming season.","Disambiguation 1. Question: When does season 1 of the series yellowstone start on paramount? Answer:June 20, 2018
Disambiguation 2. Question: When does season 2 of the series yellowstone start on paramount? Answer:June 19, 2019
"
Bible verse if your hand causes you sin cut off?,"The Bible verse that mentions cutting off your hand if it causes you to sin is found in Matthew 5:30, which states, ""And if your right hand causes you to stumble, cut it off and throw it away. It is better for you to lose one part of your body than for your whole body to go into hell."" This verse is part of Jesus' teachings on avoiding sin and the seriousness of sin in the eyes of God. It is a metaphorical statement emphasizing the importance of dealing with sin decisively and taking drastic measures to avoid it.","Disambiguation 1. Question: Bible verse ""If your hand causes you to sin, cut it off""? Answer:Mark 9:43
Disambiguation 2. Question: Bible verse ""If your right hand causes you to stumble, cut it off""? Answer:Matthew 5:30
"
Who is chief election commissioner of india now?,The current Chief Election Commissioner of India is Sushil Chandra.,"Disambiguation 1. Question: Who is Chief election Commissioner of India in 2017? Answer:Nasim Zaidi
Disambiguation 2. Question: Who is Chief election Commissioner of India from January 2015 - April 2015? Answer:Harishankar Brahma
Disambiguation 3. Question: Who is the current Chief election Commissioner of India? Answer:Sunil Arora
"
Number of branches of jammu and kashmir bank?,"The Jammu and Kashmir Bank has a network of branches across the region of Jammu and Kashmir. As of the latest available information, the Jammu and Kashmir Bank has approximately 1,000 branches spread across different locations in the region.","Disambiguation 1. Question: Number of branches of jammu and kashmir bank that was incorporated in 1938? Answer:10
Disambiguation 2. Question: Number of branches of Azad jammu and kashmir bank? Answer:65
"
Who won the big brother naija last year?,"I'm sorry, but I am unable to provide an answer to this question as it is unclear which specific season of Big Brother Naija you are referring to. The winner of Big Brother Naija varies each season, so without specifying the year or season, I cannot give you an accurate answer.","Disambiguation 1. Question: Who won the big brother naija in 2017? Answer:Efe Ejeba
Disambiguation 2. Question: Who won the big brother naija  in 2006? Answer:Katung Aduwak
"
Who sang the best day of my life?,"The question is ambiguous as it does not specify which song titled ""The Best Day of My Life"" is being referred to. There are multiple songs with this title by different artists, so without further context, it is unclear which version is being asked about.","Disambiguation 1. Question: Who sang the 2013 version of Best Day of My Life? Answer:American Authors
Disambiguation 2. Question: Who sang the March 29th, 2014 version of Best Day of My Life? Answer:Tyler Ward and Cimorelli
Disambiguation 3. Question: Who sang the easy listening version of Best Day of My Life? Answer:Vitamin String Quartet
"
What type of acid is in coca cola?,The type of acid found in Coca-Cola is primarily phosphoric acid.,"Disambiguation 1. Question: What type of acid is in coca cola's Pemberton recipe? Answer:citric acid and caffeine acid
Disambiguation 2. Question: What type of acid is official in coca cola? Answer:Phosphoric acid
Disambiguation 3. Question: What type of acid is in coca cola's Merory recipe? Answer:phosphoric acid
Disambiguation 4. Question: What type of acid is in coca cola's Beal recipe? Answer:citric acid
"
