question,answer,reference,label,judgement
" Which new Channel 4 series has provoked almost 1,000 complaints to Ofcom?","The new Channel 4 series that has provoked almost 1,000 complaints to Ofcom is ""Naked Attraction.""",Naked Education,-1,Fail.
Novak Djokovic’s victory in the French Open final on Sunday takes his total tally of grand slam wins to how many?,"Novak Djokovic's victory in the French Open final on Sunday takes his total tally of grand slam wins to 21, surpassing Rafael Nadal's record.",23,-1,Fail.
Which celebrity will host the 2024 Academy Awards?,"Based on the context provided, it is clear that comedian Jimmy Kimmel will be hosting the Oscars in 2024. Therefore, the celebrity hosting the 2024 Academy Awards will be Jimmy Kimmel.",Jimmy Kimmel,1,Pass.
Pepsi announced a candy-flavored soda is back by popular demand after it previously sold for hundreds of dollars on the resale market. Which flavor is it?,The candy-flavored soda that Pepsi announced is back by popular demand is a combination of Pepsi's signature soda with the marshmallow flavor of Peeps.,Peeps,1,Pass.
Japan’s government is to offer families how much to relocate from Tokyo to less densely populated areas?,"Japan’s government is set to offer families 900,000 yen (£5,700) per child to relocate from Tokyo to less densely populated areas starting from April.",1m yen per child,-1,Fail.
Which Indian Hindu festival concluded this week?,"The Indian Hindu festival that concluded this week is Durga Puja. The celebrations in Kolkata, which are known for their grandeur and historical significance, ended on Tuesday.",Durga Puja,1,Pass.
Which podcast became the first ever to be awarded the British Academy President's Medal for services to the humanities?,"The podcast that became the first ever to be awarded the British Academy President's Medal for services to the humanities is the one hosted by Tom Holland and Dominic Sandbrook, produced by Gary Lineker's company Goalhanger Podcasts.","""The Rest is History""",-1,Fail.
Which popular Christmas song topped the Billboard Hot 100 chart for the first time this week?,"The popular Christmas song that topped the Billboard Hot 100 chart for the first time this week is ""Rockin' Around the Christmas Tree"" by Brenda Lee.",“Rockin' Around the Christmas Tree”,1,Pass.
Which state deployed more than 200 law enforcement personnel this week to capture an escaped prisoner?,"The state that deployed more than 200 law enforcement personnel this week to capture the escaped prisoner, Danelo Cavalcante, is Pennsylvania.",Pennsylvania,1,Pass.
What percentage of British adults reportedly has an unfavourable view of campaign group Just Stop Oil?,"According to the context provided, 68% of British adults reportedly have an unfavorable view of the campaign group Just Stop Oil.",66%,-1,Fail.
"Which “sleepy” town is the UK’s capital for Satanists, according to latest census data?","The ""sleepy"" town in the UK that is considered the capital for Satanists, according to the latest census data, is Bungay and nearby villages. The 2021 census revealed that 70 out of around 8,500 people living in this area identified as devil-worshippers, which is significantly higher than the national average.","Bungay, Suffolk",1,Pass.
Sweden is building the world’s largest what?,Sweden is building the world's largest urban construction project in wood.,Wooden city,1,Pass.
The longest-ever strike by Hollywood actors ended after how many days?,"The longest-ever strike by Hollywood actors ended after four months, as announced by the SAG-AFTRA union.",119 days,-1,Fail.
"AMC Theaters, America’s largest movie chain, announced its ticket prices will soon be based on seat location. Where will the most expensive seats in the theaters be located?","The most expensive seats in AMC theaters will be located in the middle, as stated in the context provided.",Middle of the theater,1,Pass.
A large piece of what was discovered on a beach in Australia?,A large piece of unidentified debris was discovered on a beach in Australia.,Space debris,-1,Fail.
Which three-digit phone number is going out of service for millions of Americans?,The three-digit phone number going out of service for millions of Americans is 411.,411,1,Pass.
UK ministers reportedly considered a nationwide cull of which household pets at the start of the Covid pandemic?,UK ministers reportedly considered a nationwide cull of cats at the start of the Covid pandemic.,Cats,1,Pass.
"Racism, sexism, elitism and classism is prevalent at every level in which English sport, according to a new independent report?","According to the new independent report by the Independent Commission for Equity in Cricket, racism, sexism, elitism, and classism are prevalent at every level in English cricket.",Cricket,1,Pass.
"Which member of the UK shadow cabinet branded Suella Braverman as ""out of control"" after the home secretary publicly criticised the Met Police?","The member of the UK shadow cabinet who branded Suella Braverman as ""out of control"" after the home secretary publicly criticised the Met Police was shadow home secretary Cooper.",Yvette Cooper,1,Pass.
Which comedian is set to host the 2023 Academy Awards Sunday night?,"The question is asking about the comedian who is set to host the 2023 Academy Awards Sunday night. Based on the provided context, Jimmy Kimmel is the comedian who is set to host the 2023 Academy Awards.",Jimmy Kimmel,1,Pass.
Vladimir Putin avoided possible arrest by deciding to skip a summit in which city?,Vladimir Putin avoided possible arrest by deciding to skip the economic summit in Johannesburg.,Johannesburg,1,Pass.
The House of Representatives has been in disarray following the ousting of speaker Kevin McCarthy. Who did House Republicans pick as their nominee for speaker this week?,"House Republicans initially picked Steve Scalise as their nominee for speaker this week, but he later withdrew his bid for speaker after failing to gain enough support from the party.",Majority Leader Steve Scalise,1,Pass.
"After a 35-year run, which department store closed its downtown San Francisco location due to a spike in retail theft?","Nordstrom closed its downtown San Francisco location after a 35-year run due to challenging operating conditions, including declines in sales, occupancy, and foot traffic.",Nordstrom,1,Pass.
Many people across the world celebrated Mardi Gras this week to mark the last day of Carnival season. In which city was the first Mardi Gras celebration held?,"The first Mardi Gras celebration was held in 1703 in Mobile, Alabama.","Mobile, Alabama",1,Pass.
Which country was crowned the winner of Eurovision 2023?,Sweden was crowned the winner of Eurovision 2023.,Sweden,1,Pass.
A US man with the world's longest tongue has set another Guinness record by using it to do what?,"A US man with the world's longest tongue, Nick Stoeberl, has set another Guinness record by using it to paint pictures.",Remove five Jenga blocks from a stack in 55.526 seconds,-1,Fail.
"Which US state is represented by congressman Kevin McCarthy, the Republican leader whose bid to be voted House speaker was blocked by GOP hardliners this week?",Kevin McCarthy represents the state of California in the United States Congress.,California,1,Pass.
One lucky lottery ticket for the $1.73 billion Powerball jackpot was sold this week in which state?,The lucky lottery ticket for the $1.73 billion Powerball jackpot was sold in California.,California,1,Pass.
"A powerful aftershock struck southern Turkey on Monday – two weeks after an initial magnitude 7.8 earthquake killed more than 46,000. How strong was the aftershock?",The aftershock that struck southern Turkey on Monday was reported to be a magnitude 6.3.,Magnitude 6.3,1,Pass.
Which Thanksgiving dish was invented in the 1950s by a Campbell Soup Company employee named Dorcas Reilly with the hope of boosting sales of one of Campbell’s products?,The Thanksgiving dish invented in the 1950s by a Campbell Soup Company employee named Dorcas Reilly with the hope of boosting sales of one of Campbell’s products is the Green Bean Casserole.,Green bean casserole,1,Pass.
Where did the Pilgrims celebrate the first Thanksgiving?,"The Pilgrims celebrated the first Thanksgiving in Plymouth, Massachusetts in 1621.","Plymouth, Massachusetts",1,Pass.
Which US state announced a ban on TikTok this week?,"The US state that announced a ban on TikTok this week is Montana. Governor Greg Gianforte signed a bill banning TikTok in the state over perceived security concerns. The law will take effect in January and includes potential fines of $10,000 per day for violators.",Montana,1,Pass.
How many times will media mogul Rupert Murdoch have been wed following his upcoming marriage to US radio personality Ann Lesley Smith?,"Following his upcoming marriage to US radio personality Ann Lesley Smith, Rupert Murdoch will have been wed five times.",Five,1,Pass.
The UK government is racing to replace thousands of EU laws that will lapse when?,The UK government is racing to replace thousands of EU laws that will lapse at the end of the year.,31 December 2023,-1,Fail.
Florida Gov. Ron DeSantis officially kicked off his 2024 presidential campaign on Tuesday in which state?,Florida Gov. Ron DeSantis officially kicked off his 2024 presidential campaign in Iowa.,Iowa,1,Pass.
Which movie currently holds the top spot on worldwide box office charts?,"The movie ""Barbie"" directed by Greta Gerwig currently holds the top spot on worldwide box office charts.",“Barbie”,1,Pass.
Earth saw its hottest day on record this week. What was the global temperature on Tuesday that exceeded all previous records?,The global temperature on Tuesday that exceeded all previous records was 17.18°C (62.9°F).,62.9°F,1,Pass.
US fighter jets recently shot down a suspected spy balloon off the East Coast. Which country did the balloon belong to?,The balloon that was shot down by US fighter jets off the East Coast belonged to China.,China,1,Pass.
The Financial Conduct Authority announced this week that the UK cap on bankers' bonuses will be lifted when?,The UK cap on bankers' bonuses will be lifted on 31 October.,Halloween,1,Pass.
The CDC updated its recommendations on Covid-19 vaccines to allow another booster dose for people in which age group?,"The CDC updated its recommendations on Covid-19 vaccines to allow another booster dose for people who are 65 and older or those who have weakened immune systems and ""want the option of added protection.""",65+ years old,1,Pass.
The UK government has given a contract to a travel firm from which country for its planned asylum-seeker housing barges?,The UK government has given a contract to an Australian travel firm for its planned asylum-seeker housing barges.,Australia,1,Pass.
Tory MP James Wild has suggested doing what to help prevent littering?,"Tory MP James Wild has suggested implementing a law change that would allow councils to issue the keeper of a vehicle from which litter is thrown with a civil penalty, rather than having to prove who discarded the rubbish.",Adding warnings on packaging about the environmental impact of litter,-1,Fail.
What is the name of the latest Covid variant surging in the UK?,"The name of the latest Covid variant surging in the UK is EG.5.1, also known as Eris.",Eris,1,Pass.
Which country’s prime minister unexpectedly announced that she will resign within weeks?,New Zealand's Prime Minister Jacinda Ardern unexpectedly announced that she will resign within weeks.,New Zealand,1,Pass.
Former president Donald Trump pleaded not guilty to how many felony counts of falsifying business records when he appeared in a New York court this week?,Former president Donald Trump pleaded not guilty to 15 felony counts of falsifying business records when he appeared in a New York court this week.,34,-1,Fail.
"Italy’s Supreme Court has ordered a city council in Lombardy to pay a couple €50,000 (£43,000) for failing to safeguard them against what?","Italy’s Supreme Court has ordered a city council in Lombardy to pay a couple €50,000 for failing to safeguard them against noise pollution and disturbances caused by the bustling nightlife in the district of Carmine in Brescia.",Nightlife noise,1,Pass.
Disney this week stopped selling what in Australia?,Disney this week stopped selling physical media formats (such as DVDs and Blu-rays) in Australia.,DVDs and Blu-ray discs,1,Pass.
Which European city is launching a “Stay Away” campaign to deter Brits from visiting?,"The European city launching a ""Stay Away"" campaign to deter Brits from visiting is Amsterdam.",Amsterdam,1,Pass.
